"leitura","identidade","id_mandato","id_pessoa","sg_uf","fonte_atual","data_fim_atual","cargo_a","municipio_a","ano_a","nome_a","nasc_a","cargo_b","municipio_b","ano_b","nome_b","nasc_b","id_mandato_b","posse_b","data_posse_b","exercicio_b","fonte_exercicio_b","forma_b","mesmo_cpf","mesmo_titulo","mesmo_nasc","mesmo_nome","sapl_registros","sapl_titular","sapl_fim","sapl_legislatura_fim","sapl_afastamento","sapl_observacao","sapl_url","fim_da_casa_convencional"
"mesma_pessoa_casa_imprime_fim_convencional","documento_igual","M2012_03018_13_40222_230000001188","BOCEL0005265","RR","sapl_municipal","2016-12-31","VEREADOR","BOA VISTA","2012","ABEL SALVADOR MESQUITA JUNIOR","28/03/1962","DEPUTADO FEDERAL","RORAIMA","2014","ABEL SALVADOR MESQUITA JUNIOR","29/03/1962","M2014_RR_6_1234_230000000452","2015-02-01","2015-02-01",NA,NA,"fim_regular",TRUE,TRUE,FALSE,TRUE,1,"TRUE","2016-12-31","2016-12-31","","","https://sapl.boavista.rr.leg.br/api/parlamentares/mandato/1/",TRUE
"mesma_pessoa_casa_imprime_fim_convencional","documento_igual","M1998_RS_6_1345_210002106013451","BOCEL0077933","RS","camara_biografia","2003-01-31","DEPUTADO FEDERAL","RIO GRANDE DO SUL","1998","FERNANDO STEPHAN MARRONI","31/07/1956","PREFEITO","PELOTAS","2000","FERNANDO STEPHAN MARRONI","31/07/1956","M2000_87912_11_13_491","2001-01-01","2001-01-01","2004-12-31","ibge_munic;tse_reeleicao;ibge_munic_ampliado","fim_regular",TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
"mesma_pessoa_casa_imprime_fim_convencional","documento_igual","M2008_87912_13_13613_22093","BOCEL0041873","RS","sapl_municipal","2012-12-31","VEREADOR","PELOTAS","2008","MIRIAM PAZ GARCEZ MARRONI","18/06/1956","DEPUTADO ESTADUAL","RIO GRANDE DO SUL","2010","MIRIAM PAZ GARCEZ MARRONI","18/06/1956","M2010_RS_7_13631_210000000550","2011-02-01","2011-01-31","2014-08-15","tse_reeleicao","fim_regular",TRUE,TRUE,TRUE,TRUE,1,"TRUE","2012-12-31","2012-12-31","","","https://sapl.pelotas.rs.leg.br/api/parlamentares/mandato/11/",TRUE
"mesma_pessoa_casa_imprime_fim_convencional","documento_igual","M2016_87912_13_45045_210000031870","BOCEL0219499","RS","sapl_municipal","2020-12-31","VEREADOR","PELOTAS","2016","DANIEL TRZECIAK DUARTE","04/11/1986","DEPUTADO FEDERAL","RIO GRANDE DO SUL","2018","DANIEL TRZECIAK DUARTE","04/11/1986","M2018_RS_6_4500_210000604795","2019-02-01","2019-02-01","2022-08-15","tse_reeleicao","fim_regular",TRUE,TRUE,TRUE,TRUE,1,"TRUE","2020-12-31","2020-12-31","Assumir Mandato (Prefeito-Deputado-Senador)","Assumir mandato de Deputado Federal","https://sapl.pelotas.rs.leg.br/api/parlamentares/mandato/114/",TRUE
"mesma_pessoa_casa_imprime_fim_convencional","documento_igual","M2016_87912_13_45555_210000031876","BOCEL0041867","RS","sapl_municipal","2020-12-31","VEREADOR","PELOTAS","2016","LUIZ HENRIQUE CORDEIRO VIANA","02/06/1961","DEPUTADO ESTADUAL","RIO GRANDE DO SUL","2018","LUIZ HENRIQUE CORDEIRO VIANA","02/06/1961","M2018_RS_7_45555_210000605790","2019-02-01","2019-01-31","2022-08-15","tse_reeleicao","fim_regular",TRUE,TRUE,TRUE,TRUE,1,"TRUE","2020-12-31","2020-12-31","","","https://sapl.pelotas.rs.leg.br/api/parlamentares/mandato/117/",TRUE
"mesma_pessoa_casa_imprime_fim_convencional","documento_igual","M2016_89516_13_25555_210000031654","BOCEL0229512","RS","sapl_municipal","2020-12-31","VEREADOR","URUGUAIANA","2016","ERIC LINS GRILO","26/02/1979","DEPUTADO ESTADUAL","RIO GRANDE DO SUL","2018","ERIC LINS GRILO","26/02/1979","M2018_RS_7_25000_210000603554","2019-02-01","2019-01-31",NA,NA,"fim_regular",TRUE,TRUE,TRUE,TRUE,1,"TRUE","2020-12-31","2020-12-31","","","https://sapl.uruguaiana.rs.leg.br/api/parlamentares/mandato/58/",TRUE
"mesma_pessoa_casa_imprime_fim_convencional","documento_igual","M2000_62910_13_13644_166","BOCEL0231393","SP","sapl_municipal","2004-12-31","VEREADOR","CAMPINAS","2000","SEBASTIAO MOREIRA ARCANJO","14/03/1964","DEPUTADO ESTADUAL","SAO PAULO","2002","SEBASTIÃO MOREIRA ARCANJO","14/03/1964","M2002_SP_7_13580_6550","2003-02-01","2003-03-15","2006-08-15","tse_reeleicao","fim_regular",TRUE,TRUE,TRUE,FALSE,1,"TRUE","2004-12-31","2004-12-31","","Eleito Deputado Estadual","https://sapl.campinas.sp.leg.br/api/parlamentares/mandato/33/",TRUE
"mesma_pessoa_casa_imprime_fim_convencional","documento_igual","M2000_62910_13_45678_400","BOCEL0231463","SP","sapl_municipal","2004-12-31","VEREADOR","CAMPINAS","2000","JONAS DONIZETTE FERREIRA","25/06/1965","DEPUTADO ESTADUAL","SAO PAULO","2002","JONAS DONIZETTE FERREIRA","25/06/1965","M2002_SP_7_40540_6453","2003-02-01","2003-03-15","2006-08-15","tse_reeleicao","fim_regular",TRUE,TRUE,TRUE,TRUE,1,"TRUE","2004-12-31","2004-12-31","","","https://sapl.campinas.sp.leg.br/api/parlamentares/mandato/18/",TRUE
"mesma_pessoa_casa_imprime_fim_convencional","documento_igual","M2004_71218_13_40660_31","BOCEL0244793","SP","sapl_municipal","2008-12-31","VEREADOR","SAO VICENTE","2004","LUCIANO BATISTA","28/03/1964","DEPUTADO ESTADUAL","SÃO PAULO","2006","LUCIANO BATISTA","28/03/1964","M2006_SP_7_40400_12530","2007-02-01","2007-03-15",NA,NA,"fim_regular",TRUE,TRUE,TRUE,TRUE,1,"TRUE","2008-12-31","2008-12-31","","","https://sapl.saovicente.sp.leg.br/api/parlamentares/mandato/106/",TRUE
"mesma_pessoa_casa_imprime_fim_convencional","documento_igual","M2020_61638_13_13016_250000764670","BOCEL0267118","SP","portal_camara","","VEREADOR","ARARAQUARA","2020","THAINARA KAROLINE FARIA","07/12/1994","DEPUTADO ESTADUAL","SÃO PAULO","2022","THAINARA KAROLINE FARIA","07/12/1994","M2022_SP_7_13016_250001611769","2023-02-01","2023-03-15",NA,NA,"nao_observado",TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
"mesma_pessoa_casa_imprime_fim_convencional","documento_igual","M1998_TO_4_251_270002704002511","BOCEL0070896","TO","wikipedia","2002-12-31","VICE-GOVERNADOR","TOCANTINS","1998","JOAO LISBOA DA CRUZ","10/08/1949","PREFEITO","GURUPI","2000","JOÃO LISBOA DA CRUZ","10/08/1949","M2000_93858_11_25_229","2001-01-01","2001-01-01","2004-12-31","ibge_munic;tse_reeleicao;ibge_munic_ampliado","fim_regular",TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"mesma_pessoa_casa_imprime_fim_convencional","documento_igual","M2016_73440_13_17123_270000008915","BOCEL0135216","TO","sapl_municipal","2020-12-31","VEREADOR","PALMAS","2016","VANDELUCIA MONTEIRO DE CASTRO","14/04/1982","DEPUTADO ESTADUAL","TOCANTINS","2018","VANDELÚCIA MONTEIRO DE CASTRO","14/04/1982","M2018_TO_7_17123_270000625453","2019-02-01","2019-02-01","2022-08-15","tse_reeleicao","fim_regular",TRUE,TRUE,TRUE,FALSE,1,"TRUE","2020-12-31","2020-12-31","","","https://sapl.palmas.to.leg.br/api/parlamentares/mandato/9/",TRUE
"mesma_pessoa_casa_imprime_fim_convencional","documento_igual","M2016_73440_13_54700_270000009254","BOCEL0065770","TO","sapl_municipal","2020-12-31","VEREADOR","PALMAS","2016","IVORY DE LIRA AGUIAR CUNHA","05/05/1965","DEPUTADO ESTADUAL","TOCANTINS","2018","IVORY DE LIRA AGUIAR CUNHA","05/05/1965","M2018_TO_7_54777_270000627384","2019-02-01","2019-02-01",NA,NA,"fim_regular",TRUE,TRUE,TRUE,TRUE,1,"TRUE","2020-12-31","2020-12-31","","","https://sapl.palmas.to.leg.br/api/parlamentares/mandato/14/",TRUE
"mesma_pessoa_casa_imprime_fim_convencional","documento_igual","M2016_73440_13_77100_270000008757","BOCEL0147637","TO","sapl_municipal","2020-12-31","VEREADOR","PALMAS","2016","YHGOR LEONARDO CASTRO LEITE","05/05/1989","DEPUTADO ESTADUAL","TOCANTINS","2018","YHGOR LEONARDO CASTRO LEITE","05/05/1989","M2018_TO_7_77100_270000618872","2019-02-01","2019-02-01","2022-08-15","tse_reeleicao","fim_regular",TRUE,TRUE,TRUE,TRUE,1,"TRUE","2020-12-31","2020-12-31","","","https://sapl.palmas.to.leg.br/api/parlamentares/mandato/1/",TRUE
"mesma_pessoa_casa_imprime_fim_convencional","documento_igual","M2016_73440_13_90090_270000008831","BOCEL0127809","TO","sapl_municipal","2020-12-31","VEREADOR","PALMAS","2016","JOSÉ LUIZ PEREIRA JUNIOR","02/10/1977","DEPUTADO ESTADUAL","TOCANTINS","2018","JOSÉ LUIZ PEREIRA JUNIOR","02/10/1977","M2018_TO_7_90090_270000618839","2019-02-01","2019-02-01","2022-08-15","tse_reeleicao","fim_regular",TRUE,TRUE,TRUE,TRUE,1,"TRUE","2020-12-31","2020-12-31","","","https://sapl.palmas.to.leg.br/api/parlamentares/mandato/4/",TRUE
"mesma_pessoa_casa_imprime_fim_convencional","documento_igual","M2020_73440_13_12777_270000877822","BOCEL0136588","TO","sapl_municipal","2024-12-31","VEREADOR","PALMAS","2020","MOISEMAR ALVES MARINHO","20/11/1982","DEPUTADO ESTADUAL","TOCANTINS","2022","MOISEMAR ALVES MARINHO","20/11/1982","M2022_TO_7_40777_270001676100","2023-02-01","2023-02-01",NA,NA,"nao_observado",TRUE,TRUE,TRUE,TRUE,1,"TRUE","2024-12-31","2024-12-31","","","https://sapl.palmas.to.leg.br/api/parlamentares/mandato/40/",TRUE
"mesma_pessoa_casa_imprime_fim_convencional","documento_igual","M2020_73440_13_19800_270000999615","BOCEL0141329","TO","sapl_municipal","2024-12-31","VEREADOR","PALMAS","2020","JANAD MARQUES DE FREITAS VALCARI","18/03/1984","DEPUTADO ESTADUAL","TOCANTINS","2022","JANAD MARQUES DE FREITAS VALCARI","18/03/1984","M2022_TO_7_22123_270001643585","2023-02-01","2023-02-01",NA,NA,"nao_observado",TRUE,TRUE,TRUE,TRUE,1,"TRUE","2024-12-31","2024-12-31","","","https://sapl.palmas.to.leg.br/api/parlamentares/mandato/33/",TRUE
"mesma_pessoa_casa_imprime_fim_convencional","documento_igual","M2020_73440_13_45123_270000880858","BOCEL0141067","TO","sapl_municipal","2024-12-31","VEREADOR","PALMAS","2020","FILIPE MARTINS DOS SANTOS","01/04/1984","DEPUTADO FEDERAL","TOCANTINS","2022","FILIPE MARTINS DOS SANTOS","01/04/1984","M2022_TO_6_2222_270001643553","2023-02-01","2023-02-01",NA,NA,"nao_observado",TRUE,TRUE,TRUE,TRUE,1,"TRUE","2024-12-31","2024-12-31","","","https://sapl.palmas.to.leg.br/api/parlamentares/mandato/42/",TRUE
"mesma_pessoa_posse_no_cargo_novo_sem_data","documento_igual","M1998_AC_7_11133_100000107111331","BOCEL0006258","AC","assembleia_api","2003-01-31","DEPUTADO ESTADUAL","ACRE","1998","CARLOS CESAR CORREIA DE MESSIAS","05/07/1958","PREFEITO","CRUZEIRO DO SUL","2000","CARLOS CESAR CORREIA DE MESSIAS","05/07/1958","M2000_01074_11_11_84","2001-01-01",NA,"2004-12-31","ibge_munic;ibge_munic_ampliado","nao_observado",TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
"mesma_pessoa_posse_no_cargo_novo_sem_data","documento_igual","M2000_01392_13_23555_332","BOCEL0014388","AC","sapl_municipal","2004-12-31","VEREADOR","RIO BRANCO","2000","NUNO ALVARO MIRANDA FILHO","30/07/1966","DEPUTADO ESTADUAL","ACRE","2002","NUNO ÁLVARO MIRANDA FILHO","30/07/1966","M2002_AC_7_23555_265","2003-02-01",NA,NA,NA,"nao_observado",TRUE,TRUE,TRUE,FALSE,1,"TRUE","2004-12-31","2004-12-31","","","https://sapl.riobranco.ac.leg.br/api/parlamentares/mandato/156/",TRUE
"mesma_pessoa_posse_no_cargo_novo_sem_data","documento_igual","M2002_AC_7_22222_317","BOCEL0000891","AC","assembleia_api","2007-01-31","DEPUTADO ESTADUAL","ACRE","2002","NILSON ROBERTO AREAL DE ALMEIDA","29/08/1962","PREFEITO","SENA MADUREIRA","2004","NILSON ROBERTO AREAL DE ALMEIDA","29/08/1962","M2004_01457_11_22_119","2005-01-01",NA,"2008-08-15","ibge_munic;tse_reeleicao;tce_ac;ibge_munic_ampliado","nao_observado",TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
"mesma_pessoa_posse_no_cargo_novo_sem_data","documento_igual","M2006_AC_7_13133_10071","BOCEL0000316","AC","assembleia_api","2011-01-31","DEPUTADO ESTADUAL","ACRE","2006","JOSÉ JUAREZ LEITÃO DOS SANTOS","05/01/1966","PREFEITO","FEIJÓ","2008","JOSÉ JUAREZ LEITÃO DOS SANTOS","05/01/1966","M2008_01139_11_13_271","2009-01-01",NA,"2009-12-31","ibge_munic;tce_ac;ibge_munic_ampliado","nao_observado",TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
"mesma_pessoa_posse_no_cargo_novo_sem_data","documento_igual","M2002_BA_7_45123_1394","BOCEL0099758","BA","assembleia_portal","2007-01-31","DEPUTADO ESTADUAL","BAHIA","2002","ARTHUR DE OLIVEIRA MAIA DA SILVA","17/08/1964","VICE-PREFEITO","BOM JESUS DA LAPA","2004","ARTHUR DE OLIVEIRA MAIA DA SILVA","17/08/1964","M2004_33774_12_45_45","2005-01-01",NA,NA,NA,"outro",TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
"mesma_pessoa_posse_no_cargo_novo_sem_data","documento_igual","M2010_BA_7_44111_50000000474","BOCEL0130148","BA","assembleia_portal","","DEPUTADO ESTADUAL","BAHIA","2010","ADOLFO EMANUEL MONTEIRO DE MENEZES","04/11/1958","PREFEITO","CAMPO FORMOSO","2012","ADOLFO EMANUEL MONTEIRO DE MENEZES","04/11/1958","M2012_34193_11_55_50000018622","2013-01-01",NA,NA,NA,"outro",TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
"mesma_pessoa_posse_no_cargo_novo_sem_data","documento_igual","M2012_36692_13_65123_50000035144","BOCEL0144002","BA","sapl_municipal","2016-12-31","VEREADOR","JUAZEIRO","2012","CRISSOSTOMO ANTONIO LIMA","11/11/1967","DEPUTADO ESTADUAL","BAHIA","2014","CRISSOSTOMO ANTONIO LIMA","11/11/1967","M2014_BA_7_65456_50000000106","2015-02-01",NA,"2018-08-15","tse_reeleicao","fim_regular",TRUE,TRUE,TRUE,TRUE,1,"TRUE","2016-12-31","2016-12-31","","Eleito Deputado Estadual","https://sapl.juazeiro.ba.leg.br/api/parlamentares/mandato/28/",TRUE
"mesma_pessoa_posse_no_cargo_novo_sem_data","documento_igual","M2014_BA_7_44044_50000000432","BOCEL0154641","BA","assembleia_portal","2019-01-31","DEPUTADO ESTADUAL","BAHIA","2014","JANIO NATAL ANDRADE BORGES","25/12/1953","PREFEITO","BELMONTE","2016","JANIO NATAL ANDRADE BORGES","25/12/1953","M2016_33677_11_19_50000031821","2017-01-01",NA,NA,NA,"outro",TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
"mesma_pessoa_posse_no_cargo_novo_sem_data","documento_igual","M2012_56235_13_45500_80000003636","BOCEL0060903","ES","sapl_municipal","2016-12-31","VEREADOR","CACHOEIRO DE ITAPEMIRIM","2012","MARCOS ANTONIO MANSOR","07/05/1962","DEPUTADO ESTADUAL","ESPÍRITO SANTO","2014","MARCOS ANTONIO MANSOR","07/05/1962","M2014_ES_7_45500_80000000572","2015-02-01",NA,"2018-08-15","tse_reeleicao","nao_observado",TRUE,TRUE,TRUE,TRUE,1,"TRUE","2016-12-31","2016-12-31","","","https://sapl.cachoeirodeitapemirim.es.leg.br/api/parlamentares/mandato/48/",TRUE
"mesma_pessoa_posse_no_cargo_novo_sem_data","documento_igual","M2004_94455_13_14333_38","BOCEL0122276","GO","sapl_municipal","2008-12-31","VEREADOR","LUZIANIA","2004","CRISTOVÃO VAZ TORMIN","18/06/1975","DEPUTADO ESTADUAL","GOIÁS","2006","CRISTOVAO VAZ TORMIN","18/06/1975","M2006_GO_7_14333_10476","2007-02-01",NA,NA,NA,"nao_observado",TRUE,TRUE,TRUE,FALSE,1,"TRUE","2008-12-31","2008-12-31","","","https://sapl.luziania.go.leg.br/api/parlamentares/mandato/76/",TRUE
"mesma_pessoa_posse_no_cargo_novo_sem_data","documento_igual","M2008_92215_13_20123_2639","BOCEL0129290","GO","sapl_municipal","2012-12-31","VEREADOR","ANÁPOLIS","2008","CARLOS ANTONIO DE SOUSA COSTA","14/01/1965","DEPUTADO ESTADUAL","GOIÁS","2010","CARLOS ANTONIO DE SOUSA COSTA","14/01/1966","M2010_GO_7_20013_90000000229","2011-02-01",NA,NA,NA,"nao_observado",TRUE,TRUE,FALSE,TRUE,1,"TRUE","2012-12-31","2012-12-31","","","https://sapl.anapolis.go.leg.br/api/parlamentares/mandato/203/",TRUE
"mesma_pessoa_posse_no_cargo_novo_sem_data","documento_igual","M2016_92215_13_13123_90000002499","BOCEL0052137","GO","sapl_municipal","2020-12-31","VEREADOR","ANÁPOLIS","2016","ANTONIO ROBERTO OTONI GOMIDE","11/01/1960","DEPUTADO ESTADUAL","GOIÁS","2018","ANTÔNIO ROBERTO OTONI GOMIDE","11/01/1960","M2018_GO_7_13456_90000619100","2019-02-01",NA,"2022-08-15","tse_reeleicao","nao_observado",TRUE,TRUE,TRUE,FALSE,1,"TRUE","2020-12-31","2020-12-31","","","https://sapl.anapolis.go.leg.br/api/parlamentares/mandato/205/",TRUE
"mesma_pessoa_posse_no_cargo_novo_sem_data","documento_igual","M2016_92215_13_77200_90000012914","BOCEL0168637","GO","sapl_municipal","2020-12-31","VEREADOR","ANÁPOLIS","2016","AMILTON BATISTA DE FARIA FILHO","27/07/1985","DEPUTADO ESTADUAL","GOIÁS","2018","AMILTON BATISTA DE FARIA FILHO","27/07/1985","M2018_GO_7_77200_90000602572","2019-02-01",NA,"2022-08-15","tse_reeleicao","nao_observado",TRUE,TRUE,TRUE,TRUE,1,"TRUE","2020-12-31","2020-12-31","","","https://sapl.anapolis.go.leg.br/api/parlamentares/mandato/204/",TRUE
"mesma_pessoa_posse_no_cargo_novo_sem_data","documento_igual","M2014_MA_7_15789_100000000681","BOCEL0095004","MA","assembleia_portal","2019-01-31","DEPUTADO ESTADUAL","MARANHÃO","2014","JOSE ROBERTO COSTA SANTOS","18/03/1974","PREFEITO","BACABAL","2016","JOSE ROBERTO COSTA SANTOS","18/03/1974","M2016_07234_11_15_100000022206","2017-01-01",NA,NA,NA,"perda_do_mandato_inferida_por_eleicao_suplementar",TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
"mesma_pessoa_posse_no_cargo_novo_sem_data","documento_igual","M2004_48658_13_25225_79","BOCEL0063707","MG","sapl_municipal","2008-12-31","VEREADOR","MONTES CLAROS","2004","RUY ADRIANO BORGES MUNIZ","02/05/1960","DEPUTADO ESTADUAL","MINAS GERAIS","2006","RUY ADRIANO BORGES MUNIZ","02/05/1960","M2006_MG_7_25225_11047","2007-02-01",NA,NA,NA,"fim_regular",TRUE,TRUE,TRUE,TRUE,1,"TRUE","2008-12-31","2008-12-31","","Ruy Adriano Borges Muniz foi o candidato a vereador mais votado do município, com 4.026 votos; apesar disso, não assumiu o cargo por problemas com a Justiça Eleitoral. Em seu lugar, tomou posse, em 1º de janeiro de 2005, o suplente, Rosemberg dos Anjos Medeiros, que atuou até 19 de dezembro de 2005. Em 20 de dezembro de 2005, Ruy Muniz, finalmente, tomou posse de sua vaga na Câmara Municipal e, em novembro de 2006, foi eleito deputado estadual, deixando a vereança em 1º de fevereiro de 2007. Em 02 de fevereiro de 2007, retornou o suplente doutor Rosemberg dos Anjos Medeiros, que permaneceu até o final do mandato.","https://sapl.montesclaros.mg.leg.br/api/parlamentares/mandato/103/",TRUE
"mesma_pessoa_posse_no_cargo_novo_sem_data","documento_igual","M2008_53430_13_33444_32757","BOCEL0147771","MG","sapl_municipal","2012-12-31","VEREADOR","SETE LAGOAS","2008","DUÍLIO DE CASTRO FARIA","24/09/1963","DEPUTADO ESTADUAL","MINAS GERAIS","2010","DUILIO DE CASTRO FARIA","24/09/1963","M2010_MG_7_33444_130000000525","2011-02-01",NA,"2014-08-15","tse_reeleicao","fim_regular",TRUE,TRUE,TRUE,FALSE,1,"TRUE","2012-12-31","2012-12-31","","","https://sapl.setelagoas.mg.leg.br/api/parlamentares/mandato/280/",TRUE
"mesma_pessoa_posse_no_cargo_novo_sem_data","documento_igual","M2012_53430_13_20800_130000086126","BOCEL0245651","MG","sapl_municipal","2016-12-31","VEREADOR","SETE LAGOAS","2012","JEFERSON DOUGLAS SOARES ESTANISLAU","10/01/1984","DEPUTADO ESTADUAL","MINAS GERAIS","2014","JEFERSON DOUGLAS SOARES ESTANISLAU","10/01/1984","M2014_MG_7_20800_130000001349","2015-02-01",NA,"2018-08-15","tse_reeleicao","fim_regular",NA,TRUE,TRUE,TRUE,1,"TRUE","2016-12-31","2016-12-31","","","https://sapl.setelagoas.mg.leg.br/api/parlamentares/mandato/198/",TRUE
"mesma_pessoa_posse_no_cargo_novo_sem_data","documento_igual","M2010_MT_7_22666_110000000109","BOCEL0027575","MT","assembleia_inventario","2015-01-31","DEPUTADO ESTADUAL","MATO GROSSO","2010","JOAO ANTONIO CUIABANO MALHEIROS","11/03/1948","VICE-PREFEITO","CUIABÁ","2012","JOÃO ANTONIO CUIABANO MALHEIROS","11/03/1948","M2012_90670_12_40_110000002180","2013-01-01",NA,NA,NA,"nao_observado",NA,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"mesma_pessoa_posse_no_cargo_novo_sem_data","documento_igual","M2004_05355_13_13123_110","BOCEL0133512","PA","sapl_municipal","2008-12-31","VEREADOR","SANTAREM","2004","CARLOS EDUARDO CARDOSO MARTINS","17/12/1963","DEPUTADO ESTADUAL","PARÁ","2006","CARLOS EDUARDO CARDOSO MARTINS","07/12/1963","M2006_PA_7_13131_10521","2007-02-01",NA,NA,NA,"nao_observado",TRUE,TRUE,FALSE,TRUE,1,"TRUE","2008-12-31","2008-12-31","","","https://sapl.santarem.pa.leg.br/api/parlamentares/mandato/49/",TRUE
"mesma_pessoa_posse_no_cargo_novo_sem_data","documento_igual","M2020_05835_13_12500_140000926789","BOCEL0127456","PA","sapl_municipal","2024-12-31","VEREADOR","PARAUAPEBAS","2020","IVANALDO BRAZ SILVA SIMPLICIO","05/01/1977","DEPUTADO ESTADUAL","PARÁ","2022","IVANALDO BRAZ SILVA SIMPLÍCIO","05/01/1977","M2022_PA_7_12500_140001621053","2023-02-01",NA,NA,NA,"nao_observado",TRUE,TRUE,TRUE,FALSE,1,"TRUE","2024-12-31","2024-12-31","","","https://sapl.parauapebas.pa.leg.br/api/parlamentares/mandato/52/",TRUE
"mesma_pessoa_posse_no_cargo_novo_sem_data","documento_igual","M2002_PB_7_15111_279","BOCEL0039188","PB","assembleia_api","2007-01-31","DEPUTADO ESTADUAL","PARAIBA","2002","MANOEL ALVES DA SILVA JUNIOR","21/02/1964","VICE-PREFEITO","JOAO PESSOA","2004","MANOEL ALVES DA SILVA JUNIOR","21/02/1964","M2004_20516_12_40_441","2005-01-01",NA,NA,NA,"outro",TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
"mesma_pessoa_posse_no_cargo_novo_sem_data","documento_igual","M1998_PE_6_1717_170001706017171","BOCEL0026161","PE","camara_biografia","2003-01-31","DEPUTADO FEDERAL","PERNAMBUCO","1998","LUCIANO CALDAS BIVAR","29/11/1944","VICE-PREFEITO","JABOATAO","2000","LUCIANO CALDAS BIVAR","29/11/1944","M2000_24570_12_171_502","2001-01-01",NA,NA,NA,"nao_observado",TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
"mesma_pessoa_posse_no_cargo_novo_sem_data","documento_igual","M2002_PE_7_25232_264","BOCEL0115604","PE","assembleia_portal","2007-01-31","DEPUTADO ESTADUAL","PERNAMBUCO","2002","ROBERTO DE OLIVEIRA LIBERATO","27/03/1950","VICE-PREFEITO","CARUARU","2004","ROBERTO DE OLIVEIRA LIBERATO","27/03/1950","M2004_23817_12_25_4","2005-01-01",NA,NA,NA,"nao_observado",TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
"mesma_pessoa_posse_no_cargo_novo_sem_data","documento_igual","M2014_PE_7_12000_170000000700","BOCEL0188997","PE","assembleia_portal","2019-01-31","DEPUTADO ESTADUAL","PERNAMBUCO","2014","PEDRO SERAFIM DE SOUZA NETO","20/12/1980","VICE-PREFEITO","IPOJUCA","2016","PEDRO SERAFIM DE SOUZA NETO","20/12/1980","M2016_24430_12_45_170000004451","2017-01-01",NA,NA,NA,"assumiu_titular",TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
"mesma_pessoa_posse_no_cargo_novo_sem_data","documento_igual","M2002_PI_7_25107_311","BOCEL0020229","PI","assembleia_api","2006-12-31","DEPUTADO ESTADUAL","PIAUI","2002","GUSTAVO CONDE MEDEIROS","03/01/1961","PREFEITO","UNIAO","2004","GUSTAVO CONDE MEDEIROS","03/01/1961","M2004_12211_11_25_108","2005-01-01",NA,"2008-08-15","ibge_munic;tse_reeleicao;ibge_munic_ampliado","nao_observado",TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
"mesma_pessoa_posse_no_cargo_novo_sem_data","documento_igual","M1998_PR_7_25190_160001607251901","BOCEL0152150","PR","assembleia_portal","2003-01-31","DEPUTADO ESTADUAL","PARANÁ","1998","GERALDO CARTÁRIO RIBEIRO","31/07/1943","VICE-PREFEITO","FAZENDA RIO GRANDE","2000","GERALDO CARTARIO RIBEIRO","31/07/1943","M2000_74322_12_171_283","2001-01-01",NA,NA,NA,"outro",TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"mesma_pessoa_posse_no_cargo_novo_sem_data","documento_igual","M2006_PR_7_11789_10454","BOCEL0058527","PR","assembleia_portal","2011-01-31","DEPUTADO ESTADUAL","PARANÁ","2006","ANTONIO CASEMIRO BELINATI","25/10/1943","PREFEITO","LONDRINA","2008","ANTONIO CASEMIRO BELINATI","25/10/1943","M2008_76678_11_11_33618","2009-01-01",NA,NA,NA,"nao_observado",TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
"mesma_pessoa_posse_no_cargo_novo_sem_data","documento_igual","M2014_RJ_7_17456_190000000169","BOCEL0229565","RJ","assembleia_portal","2019-01-31","DEPUTADO ESTADUAL","RIO DE JANEIRO","2014","MARCIO CORREIA DE OLIVEIRA","25/06/1977","VICE-PREFEITO","BELFORD ROXO","2016","MARCIO CORREIA DE OLIVEIRA","25/06/1977","M2016_58041_12_15_190000004207","2017-01-01",NA,NA,NA,"outro",TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
