ano_eleicao,leg,nome_grupo,nome_normalizado,id_mandato,id_pessoa,sq_cand,metodo,nome_completo,dt_nasc,partido_tse,k,k_pu,condicao
1998,"14","ADERSON DE CARVALHO LAGO FILHO","ADERSON DE CARVALHO LAGO FILHO","M1998_MA_7_11122_100001007111221","BOCEL0014846","100001007111221","nome_parlamentar_x_nome_bocel","ADERSON DE CARVALHO LAGO FILHO","1948-04-04","PPB","ADERSON DE CARVALHO LAGO FILHO","ADERSON FILHO","titular"
1998,"14","ANTONIO ARNALDO ALVES DE MELO","ANTONIO ARNALDO ALVES DE MELO","M1998_MA_7_15140_100001007151401","BOCEL0045950","100001007151401","nome_parlamentar_x_nome_bocel","ANTONIO ARNALDO ALVES DE MELO","1954-06-08","PMDB","ANTONIO ARNALDO ALVES DE MELO","ANTONIO MELO","titular"
1998,"14","ANTONIO CARLOS BACELAR NUNES","ANTONIO CARLOS BACELAR NUNES","M1998_MA_7_41202_100001007412021","BOCEL0001386","100001007412021","nome_parlamentar_x_nome_bocel","ANTONIO CARLOS BACELAR NUNES","1951-01-11","PSD","ANTONIO CARLOS BACELAR NUNES","ANTONIO NUNES","titular"
1998,"14","ANTONIO CARLOS BRAIDE","ANTONIO CARLOS BRAIDE",NA,NA,"100001007181201","suplente_nome_parlamentar_x_nome_civil","ANTONIO CARLOS BRAIDE","27/05/1944",NA,"ANTONIO CARLOS BRAIDE","ANTONIO BRAIDE","suplente"
1998,"14","ANTONIO PONTES DE AGUIAR","ANTONIO PONTES DE AGUIAR","M1998_MA_7_70110_100001007701101","BOCEL0043935","100001007701101","nome_parlamentar_x_nome_bocel","ANTONIO PONTES DE AGUIAR","1927-08-26","PT do B","ANTONIO PONTES DE AGUIAR","ANTONIO AGUIAR","titular"
1998,"14","CAMILO LELIS CARNEIRO FIGUEIREDO","CAMILO LELIS CARNEIRO FIGUEIREDO","M1998_MA_7_41236_100001007412361","BOCEL0070139","100001007412361","primeiro_ultimo_x_nome_bocel","CAMILO DE LELLIS CARNEIRO FIGUEREDO","1966-01-01","PSD","CAMILO LELIS CARNEIRO FIGUEIREDO","CAMILO FIGUEIREDO","titular"
1998,"14","CAMILO LELIS CARNEIRO FIGUEIREDO","CAMILO LLIS CARNEIRO FIGUEIREDO","M1998_MA_7_41236_100001007412361","BOCEL0070139","100001007412361","primeiro_ultimo_x_nome_bocel","CAMILO DE LELLIS CARNEIRO FIGUEREDO","1966-01-01","PSD","CAMILO LELIS CARNEIRO FIGUEIREDO","CAMILO FIGUEIREDO","titular"
1998,"14","CARLOS ALBERTO MILHOMEM DE SOUSA","CARLOS ALBERTO MILHOMEM DE SOUSA","M1998_MA_7_25113_100001007251131","BOCEL0029809","100001007251131","nome_parlamentar_x_nome_bocel","CARLOS ALBERTO MILHOMEM DE SOUSA","1937-05-02","PFL","CARLOS ALBERTO MILHOMEM DE SOUSA","CARLOS SOUSA","titular"
1998,"14","DEOCLIDES MACEDO SANTOS NETO","DEOCLIDES MACEDO SANTOS NETO","M1998_MA_7_14121_100001007141211","BOCEL0048349","100001007141211","tokens_contidos_no_nome_bocel","DEOCLIDES ANTONIO SANTOS NETO","1962-12-09","PTB","DEOCLIDES MACEDO SANTOS NETO","DEOCLIDES NETO","titular"
1998,"14","GEOVANE SILVA CASTRO","GEOVANE SILVA CASTRO",NA,NA,NA,NA,NA,NA,NA,"GEOVANE SILVA CASTRO","GEOVANE CASTRO","suplente"
1998,"14","HELENA BARROS HELUY","HELENA BARROS HELUY",NA,NA,"100001007136101","suplente_nome_parlamentar_x_nome_civil","HELENA BARROS HELUY","07/10/1941",NA,"HELENA BARROS HELUY","HELENA HELUY","suplente"
1998,"14","HELIO OLIVEIRA SOARES","HELIO OLIVEIRA SOARES","M1998_MA_7_18200_100001007182001","BOCEL0003493","100001007182001","nome_parlamentar_x_nome_bocel","HELIO OLIVEIRA SOARES","1952-06-06","PST","HELIO OLIVEIRA SOARES","HELIO SOARES","titular"
1998,"14","HELIO OLIVEIRA SOARES","HLIO OLIVEIRA SOARES","M1998_MA_7_18200_100001007182001","BOCEL0003493","100001007182001","nome_parlamentar_x_nome_bocel","HELIO OLIVEIRA SOARES","1952-06-06","PST","HELIO OLIVEIRA SOARES","HELIO SOARES","titular"
1998,"14","HUMBERTO IVAR DE ARAUJO COUTINHO","HUMBERTO IVAR DE ARAJO COUTINHO","M1998_MA_7_25111_100001007251111","BOCEL0006996","100001007251111","primeiro_ultimo_x_nome_bocel","HUMBERTO IVAR ARAUJO COUTINHO","1946-08-21","PFL","HUMBERTO IVAR DE ARAUJO COUTINHO","HUMBERTO COUTINHO","titular"
1998,"14","HUMBERTO IVAR DE ARAUJO COUTINHO","HUMBERTO IVAR DE ARAUJO COUTINHO","M1998_MA_7_25111_100001007251111","BOCEL0006996","100001007251111","primeiro_ultimo_x_nome_bocel","HUMBERTO IVAR ARAUJO COUTINHO","1946-08-21","PFL","HUMBERTO IVAR DE ARAUJO COUTINHO","HUMBERTO COUTINHO","titular"
1998,"14","JANICE SANTOS BRAIDE","JANICE SANTOS BRAIDE","M1998_MA_7_41210_100001007412101","BOCEL0070687","100001007412101","nome_parlamentar_x_nome_bocel","JANICE SANTOS BRAIDE","1943-09-15","PSD","JANICE SANTOS BRAIDE","JANICE BRAIDE","titular"
1998,"14","JULIO PIRES MONTELES","JLIO PIRES MONTELES","M1998_MA_7_25101_100001007251011","BOCEL0030092","100001007251011","nome_parlamentar_x_nome_bocel","JULIO PIRES MONTELES","1939-07-01","PFL","JULIO PIRES MONTELES","JULIO MONTELES","titular"
1998,"14","JONATAS LOPES FREITAS","JNATAS LOPES FREITAS","M1998_MA_7_28170_100001007281701","BOCEL0029868","100001007281701","nome_parlamentar_x_nome_bocel","JONATAS LOPES FREITAS","1963-08-05","PRTB","JONATAS LOPES FREITAS","JONATAS FREITAS","titular"
1998,"14","JOAO EVANGELISTA SERRA DOS SANTOS","JOAO EVANGELISTA SERRA DOS SANTOS","M1998_MA_7_15678_100001007156781","BOCEL0001616","100001007156781","nome_parlamentar_x_nome_bocel","JOAO EVANGELISTA SERRA DOS SANTOS","1957-06-03","PMDB","JOAO EVANGELISTA SERRA DOS SANTOS","JOAO SANTOS","titular"
1998,"14","JOAO MACEDO DA SILVA","JOAO MACEDO DA SILVA","M1998_MA_7_11113_100001007111131","BOCEL0075532","100001007111131","nome_parlamentar_x_nome_bocel","JOAO MACEDO DA SILVA","1957-04-05","PPB","JOAO MACEDO DA SILVA","JOAO SILVA","titular"
1998,"14","JOAO PAVAO FILHO","JOAO PAVAO FILHO","M1998_MA_7_40140_100001007401401","BOCEL0013115","100001007401401","nome_parlamentar_x_nome_bocel","JOAO PAVAO FILHO","1958-04-06","PSB","JOAO PAVAO FILHO","JOAO FILHO","titular"
1998,"14","JOAQUIM ELIAS NAGIB PINTO HAICKEL","JOAQUIM ELIAS NAGIB PINTO HAICKEL","M1998_MA_7_44123_100001007441231","BOCEL0125607","100001007441231","nome_parlamentar_x_nome_civil_tse","JOAQUIM ELIAS NAGIB PINTO HAICKEL","1959-12-13","PRP","JOAQUIM ELIAS NAGIB PINTO HAICKEL","JOAQUIM HAICKEL","titular"
1998,"14","JOAQUIM LIMA DE ARAUJO KINKAS ARAUJO","JOAQUIM LIMA DE ARAJO KINKAS ARAJO",NA,NA,NA,NA,NA,NA,NA,"JOAQUIM LIMA DE ARAUJO KINKAS ARAUJO","JOAQUIM ARAUJO","suplente"
1998,"14","JOAQUIM LIMA DE ARAUJO KINKAS ARAUJO","JOAQUIM LIMA DE ARAUJO KINKAS ARAUJO",NA,NA,NA,NA,NA,NA,NA,"JOAQUIM LIMA DE ARAUJO KINKAS ARAUJO","JOAQUIM ARAUJO","suplente"
1998,"14","JONATAS LOPES FREITAS","JONATAS LOPES FREITAS","M1998_MA_7_28170_100001007281701","BOCEL0029868","100001007281701","nome_parlamentar_x_nome_bocel","JONATAS LOPES FREITAS","1963-08-05","PRTB","JONATAS LOPES FREITAS","JONATAS FREITAS","titular"
1998,"14","JOAO EVANGELISTA SERRA DOS SANTOS","JOO EVANGELISTA SERRA DOS SANTOS","M1998_MA_7_15678_100001007156781","BOCEL0001616","100001007156781","nome_parlamentar_x_nome_bocel","JOAO EVANGELISTA SERRA DOS SANTOS","1957-06-03","PMDB","JOAO EVANGELISTA SERRA DOS SANTOS","JOAO SANTOS","titular"
1998,"14","JOAO MACEDO DA SILVA","JOO MACEDO DA SILVA","M1998_MA_7_11113_100001007111131","BOCEL0075532","100001007111131","nome_parlamentar_x_nome_bocel","JOAO MACEDO DA SILVA","1957-04-05","PPB","JOAO MACEDO DA SILVA","JOAO SILVA","titular"
1998,"14","JOAO PAVAO FILHO","JOO PAVO FILHO","M1998_MA_7_40140_100001007401401","BOCEL0013115","100001007401401","nome_parlamentar_x_nome_bocel","JOAO PAVAO FILHO","1958-04-06","PSB","JOAO PAVAO FILHO","JOAO FILHO","titular"
1998,"14","JOSE JORGE LEITE SOARES","JOS JORGE LEITE SOARES",NA,NA,"100001007151231","suplente_nome_parlamentar_x_nome_civil","JOSE JORGE LEITE SOARES","01/03/1950",NA,"JOSE JORGE LEITE SOARES","JOSE SOARES","suplente"
1998,"14","JOSE ORLANDO FERREIRA DA SILVA","JOS ORLANDO FERREIRA DA SILVA","M1998_MA_7_41127_100001007411271","BOCEL0042962","100001007411271","nome_parlamentar_x_nome_bocel","JOSE ORLANDO FERREIRA DA SILVA","1954-12-08","PSD","JOSE ORLANDO FERREIRA DA SILVA","JOSE SILVA","titular"
1998,"14","JOSE RAIMUNDO RODRIGUES","JOS RAIMUNDO RODRIGUES","M1998_MA_7_41222_100001007412221","BOCEL0003729","100001007412221","nome_parlamentar_x_nome_bocel","JOSE RAIMUNDO RODRIGUES","1947-01-24","PSD","JOSE RAIMUNDO RODRIGUES","JOSE RODRIGUES","titular"
1998,"14","JOSE JORGE LEITE SOARES","JOSE JORGE LEITE SOARES",NA,NA,"100001007151231","suplente_nome_parlamentar_x_nome_civil","JOSE JORGE LEITE SOARES","01/03/1950",NA,"JOSE JORGE LEITE SOARES","JOSE SOARES","suplente"
1998,"14","JOSE ORLANDO FERREIRA DA SILVA","JOSE ORLANDO FERREIRA DA SILVA","M1998_MA_7_41127_100001007411271","BOCEL0042962","100001007411271","nome_parlamentar_x_nome_bocel","JOSE ORLANDO FERREIRA DA SILVA","1954-12-08","PSD","JOSE ORLANDO FERREIRA DA SILVA","JOSE SILVA","titular"
1998,"14","JOSE RAIMUNDO RODRIGUES","JOSE RAIMUNDO RODRIGUES","M1998_MA_7_41222_100001007412221","BOCEL0003729","100001007412221","nome_parlamentar_x_nome_bocel","JOSE RAIMUNDO RODRIGUES","1947-01-24","PSD","JOSE RAIMUNDO RODRIGUES","JOSE RODRIGUES","titular"
1998,"14","JULIAO AMIN CASTRO","JULIAO AMIN CASTRO","M1998_MA_7_12111_100001007121111","BOCEL0004567","100001007121111","nome_parlamentar_x_nome_bocel","JULIAO AMIN CASTRO","1946-10-01","PDT","JULIAO AMIN CASTRO","JULIAO CASTRO","titular"
1998,"14","JULIAO AMIN CASTRO","JULIO AMIN CASTRO","M1998_MA_7_12111_100001007121111","BOCEL0004567","100001007121111","nome_parlamentar_x_nome_bocel","JULIAO AMIN CASTRO","1946-10-01","PDT","JULIAO AMIN CASTRO","JULIAO CASTRO","titular"
1998,"14","JULIO PIRES MONTELES","JULIO PIRES MONTELES","M1998_MA_7_25101_100001007251011","BOCEL0030092","100001007251011","nome_parlamentar_x_nome_bocel","JULIO PIRES MONTELES","1939-07-01","PFL","JULIO PIRES MONTELES","JULIO MONTELES","titular"
1998,"14","LOURIVAL MENDES DA FONSECA PT DO B","LOURIVAL MENDES DA FONSECA PT DO B","M1998_MA_7_33123_100001007331231","BOCEL0001982","100001007331231","urna_contida_no_nome_da_fonte","LOURIVAL MENDES DA FONSECA FILHO","1955-03-27","PMN","LOURIVAL MENDES DA FONSECA PT DO B","LOURIVAL B","titular"
1998,"14","LUZIVETE BOTELHO DA SILVA VETE BOTELHO","LUZIVETE BOTELHO DA SILVA VETE BOTELHO","M1998_MA_7_45145_100001007451451","BOCEL0074861","100001007451451","nome_bocel_contido_no_nome_da_fonte","LUZIVETE BOTELHO DA SILVA","1960-12-04","PSDB","LUZIVETE BOTELHO DA SILVA VETE BOTELHO","LUZIVETE BOTELHO","titular"
1998,"14","MALRINETE DOS SANTOS VALERIO MALRINETE GRALHADA","MALRINETE DOS SANTOS VALERIO MALRINETE GRALHADA","M1998_MA_7_44111_100001007441111","BOCEL0106834","100001007441111","nome_bocel_contido_no_nome_da_fonte","MALRINETE DOS SANTOS VALERIO","1966-01-06","PRP","MALRINETE DOS SANTOS VALERIO MALRINETE GRALHADA","MALRINETE GRALHADA","titular"
1998,"14","MALRINETE DOS SANTOS VALERIO MALRINETE GRALHADA","MALRINETE DOS SANTOS VALRIO MALRINETE GRALHADA","M1998_MA_7_44111_100001007441111","BOCEL0106834","100001007441111","nome_bocel_contido_no_nome_da_fonte","MALRINETE DOS SANTOS VALERIO","1966-01-06","PRP","MALRINETE DOS SANTOS VALERIO MALRINETE GRALHADA","MALRINETE GRALHADA","titular"
1998,"14","MANOEL NUNES RIBEIRO FILHO","MANOEL NUNES RIBEIRO FILHO","M1998_MA_7_41266_100001007412661","BOCEL0014897","100001007412661","nome_parlamentar_x_nome_bocel","MANOEL NUNES RIBEIRO FILHO","1948-01-07","PSD","MANOEL NUNES RIBEIRO FILHO","MANOEL FILHO","titular"
1998,"14","MARIA DA GRACA NUNES MELO","MARIA DA GRAA NUNES MELO",NA,NA,"100001007221111","suplente_nome_parlamentar_x_nome_civil","MARIA DA GRACA NUNES MELO","12/08/1940",NA,"MARIA DA GRACA NUNES MELO","MARIA MELO","suplente"
1998,"14","MARIA DA GRACA NUNES MELO","MARIA DA GRACA NUNES MELO",NA,NA,"100001007221111","suplente_nome_parlamentar_x_nome_civil","MARIA DA GRACA NUNES MELO","12/08/1940",NA,"MARIA DA GRACA NUNES MELO","MARIA MELO","suplente"
1998,"14","MARIA TERESA TROVAO MURAD","MARIA TERESA TROVAO MURAD","M1998_MA_7_12012_100001007120121","BOCEL0011040","100001007120121","nome_parlamentar_x_nome_bocel","MARIA TERESA TROVAO MURAD","1956-02-15","PDT","MARIA TERESA TROVAO MURAD","MARIA MURAD","titular"
1998,"14","MARIA TERESA TROVAO MURAD","MARIA TERESA TROVO MURAD","M1998_MA_7_12012_100001007120121","BOCEL0011040","100001007120121","nome_parlamentar_x_nome_bocel","MARIA TERESA TROVAO MURAD","1956-02-15","PDT","MARIA TERESA TROVAO MURAD","MARIA MURAD","titular"
1998,"14","MARLY GONCALVES ABDALLA","MARLY GONALVES ABDALLA","M1998_MA_7_25157_100001007251571","BOCEL0003053","100001007251571","primeiro_ultimo_x_urna","MARLY GONCALVES ABDALA","1940-03-07","PFL","MARLY GONCALVES ABDALLA","MARLY ABDALLA","titular"
1998,"14","MARLY GONCALVES ABDALLA","MARLY GONCALVES ABDALLA","M1998_MA_7_25157_100001007251571","BOCEL0003053","100001007251571","primeiro_ultimo_x_urna","MARLY GONCALVES ABDALA","1940-03-07","PFL","MARLY GONCALVES ABDALLA","MARLY ABDALLA","titular"
1998,"14","MAURA ALVES DE MELO RIBEIRO MAURA JORGE","MAURA ALVES DE MELO RIBEIRO MAURA JORGE","M1998_MA_7_25222_100001007252221","BOCEL0051620","100001007252221","primeiro_ultimo_x_urna","MAURA ALVES DE MELO RIBEIRO","1962-09-21","PFL","MAURA ALVES DE MELO RIBEIRO MAURA JORGE","MAURA JORGE","titular"
1998,"14","MERCIAL LIMA DE ARRUDA","MERCIAL LIMA DE ARRUDA","M1998_MA_7_25201_100001007252011","BOCEL0020796","100001007252011","nome_parlamentar_x_nome_bocel","MERCIAL LIMA DE ARRUDA","1943-12-14","PFL","MERCIAL LIMA DE ARRUDA","MERCIAL ARRUDA","titular"
1998,"14","OSEAS RODRIGUES DE SOUZA","OSAS RODRIGUES DE SOUZA",NA,NA,NA,NA,NA,NA,NA,"OSEAS RODRIGUES DE SOUZA","OSEAS SOUZA","suplente"
1998,"14","OSEAS RODRIGUES DE SOUZA","OSEAS RODRIGUES DE SOUZA",NA,NA,NA,NA,NA,NA,NA,"OSEAS RODRIGUES DE SOUZA","OSEAS SOUZA","suplente"
1998,"14","PEDRO ALVES SANTOS","PEDRO ALVES SANTOS","M1998_MA_7_11147_100001007111471","BOCEL0018386","100001007111471","nome_parlamentar_x_nome_bocel","PEDRO ALVES SANTOS","1952-11-23","PPB","PEDRO ALVES SANTOS","PEDRO SANTOS","titular"
1998,"14","RIGO ALBERTO TELES DE SOUSA","RIGO ALBERTO TELES DE SOUSA","M1998_MA_7_25200_100001007252001","BOCEL0076231","100001007252001","nome_parlamentar_x_nome_civil_tse","RIGO ALBERTO TELES DE SOUSA","1963-06-08","PFL","RIGO ALBERTO TELES DE SOUSA","RIGO SOUSA","titular"
1998,"14","RUBENS PEREIRA E SILVA","RUBENS PEREIRA E SILVA","M1998_MA_7_22220_100001007222201","BOCEL0103722","100001007222201","nome_parlamentar_x_nome_bocel","RUBENS PEREIRA E SILVA","1959-11-25","PL","RUBENS PEREIRA E SILVA","RUBENS SILVA","titular"
1998,"14","SANDRA MARIA CARVALHO R DE DEUS","SANDRA MARIA CARVALHO R DE DEUS","M1998_MA_7_20258_100001007202581","BOCEL0095549","100001007202581","primeiro_ultimo_x_urna","SANDRA MARIA CARVALHO RODRIGUES DE DEUS","1971-04-23","PSC","SANDRA MARIA CARVALHO R DE DEUS","SANDRA DEUS","titular"
1998,"14","SOLINEY DE SOUSA E SILVA","SOLINEY DE SOUSA E SILVA","M1998_MA_7_12122_100001007121221","BOCEL0093378","100001007121221","nome_parlamentar_x_nome_bocel","SOLINEY DE SOUSA E SILVA","1970-09-08","PDT","SOLINEY DE SOUSA E SILVA","SOLINEY SILVA","titular"
1998,"14","STENIO DOS SANTOS REZENDE","STENIO DOS SANTOS REZENDE","M1998_MA_7_15141_100001007151411","BOCEL0053051","100001007151411","nome_parlamentar_x_nome_bocel","STENIO DOS SANTOS REZENDE","1963-12-07","PMDB","STENIO DOS SANTOS REZENDE","STENIO REZENDE","titular"
1998,"14","STENIO DOS SANTOS REZENDE","STNIO DOS SANTOS REZENDE","M1998_MA_7_15141_100001007151411","BOCEL0053051","100001007151411","nome_parlamentar_x_nome_bocel","STENIO DOS SANTOS REZENDE","1963-12-07","PMDB","STENIO DOS SANTOS REZENDE","STENIO REZENDE","titular"
1998,"14","TELMA PINHEIRO RIBEIRO","TELMA PINHEIRO RIBEIRO",NA,NA,"100001007252211","suplente_nome_parlamentar_x_nome_civil","TELMA PINHEIRO RIBEIRO","12/03/1952",NA,"TELMA PINHEIRO RIBEIRO","TELMA RIBEIRO","suplente"
1998,"14","WILSON PEREIRA DE CARVALHO","WILSON PEREIRA DE CARVALHO",NA,NA,NA,NA,NA,NA,NA,"WILSON PEREIRA DE CARVALHO","WILSON CARVALHO","suplente"
2002,"15","ADERSON DE CARVALHO LAGO FILHO","ADERSON DE CARVALHO LAGO FILHO",NA,NA,NA,NA,NA,NA,NA,"ADERSON DE CARVALHO LAGO FILHO","ADERSON FILHO","suplente"
2002,"15","ADERSON LAGO","ADERSON LAGO","M2002_MA_7_45122_579","BOCEL0014846","579","nome_parlamentar_x_urna","ADERSON DE CARVALHO LAGO FILHO","1948-04-04","PSDB","ADERSON LAGO","ADERSON LAGO","titular"
2002,"15","AFONSO MANOEL","AFONSO MANOEL",NA,NA,"492","suplente_nome_parlamentar_x_urna","AFONSO MANOEL BORGES FERREIRA","12/02/1956",NA,"AFONSO MANOEL","AFONSO MANOEL","suplente"
2002,"15","ALBERTO FRANCO","ALBERTO FRANCO","M2002_MA_7_45000_569","BOCEL0013760","569","nome_parlamentar_x_urna","CARLOS ALBERTO FRANCO DE ALMEIDA","1962-01-15","PSDB","ALBERTO FRANCO","ALBERTO FRANCO","titular"
2002,"15","ALBERTO MARQUES","ALBERTO MARQUES",NA,NA,"565","suplente_nome_parlamentar_x_urna","ALBERTO MARQUES DE ARAUJO","17/03/1949",NA,"ALBERTO MARQUES","ALBERTO MARQUES","suplente"
2002,"15","ALBERTO MARQUES DE ARAUJO","ALBERTO MARQUES DE ARAUJO",NA,NA,"565","suplente_nome_parlamentar_x_nome_civil","ALBERTO MARQUES DE ARAUJO","17/03/1949",NA,"ALBERTO MARQUES DE ARAUJO","ALBERTO ARAUJO","suplente"
2002,"15","ANTONIO BACELAR","ANTONIO BACELAR",NA,NA,"464","suplente_nome_parlamentar_x_urna","ANTONIO CARLOS BACELAR NUNES","11/01/1951",NA,"ANTONIO BACELAR","ANTONIO BACELAR","suplente"
2002,"15","ANTONIO CARLOS BARCELAR","ANTONIO CARLOS BACELAR",NA,NA,NA,NA,NA,NA,NA,"ANTONIO CARLOS BARCELAR","ANTONIO BARCELAR","suplente"
2002,"15","ANTONIO CARLOS BACELAR NUNES","ANTONIO CARLOS BACELAR NUNES",NA,NA,"464","suplente_nome_parlamentar_x_nome_civil","ANTONIO CARLOS BACELAR NUNES","11/01/1951",NA,"ANTONIO CARLOS BACELAR NUNES","ANTONIO NUNES","suplente"
2002,"15","ANTONIO CARLOS BARCELAR","ANTONIO CARLOS BARCELAR",NA,NA,NA,NA,NA,NA,NA,"ANTONIO CARLOS BARCELAR","ANTONIO BARCELAR","suplente"
2002,"15","ANTONIO CARLOS BRAIDE","ANTONIO CARLOS BRAIDE",NA,NA,NA,NA,NA,NA,NA,"ANTONIO CARLOS BRAIDE","ANTONIO BRAIDE","suplente"
2002,"15","ANTONIO PEREIRA","ANTONIO PEREIRA",NA,NA,NA,NA,NA,NA,NA,"ANTONIO PEREIRA","ANTONIO PEREIRA","suplente"
2002,"15","ANTONIO PEREIRA FILHO","ANTONIO PEREIRA FILHO","M2002_MA_7_23333_402","BOCEL0035207","402","nome_parlamentar_x_nome_bocel","ANTONIO PEREIRA FILHO","1961-02-06","PPS","ANTONIO PEREIRA FILHO","ANTONIO FILHO","titular"
2002,"15","ARNALDO MELO","ARNALDO MELO","M2002_MA_7_25555_474","BOCEL0045950","474","nome_parlamentar_x_urna","ANTONIO ARNALDO ALVES DE MELO","1954-06-08","PFL","ARNALDO MELO","ARNALDO MELO","titular"
2002,"15","CAMILO DE LELLIS CARNEIRO FIGUEIREDO","CAMILO DE LELLIS CARNEIRO FIGUEIREDO","M2002_MA_7_41236_522","BOCEL0070139","522","nome_parlamentar_x_nome_bocel","CAMILO DE LELLIS CARNEIRO FIGUEIREDO","1966-01-01","PSD","CAMILO DE LELLIS CARNEIRO FIGUEIREDO","CAMILO FIGUEIREDO","titular"
2002,"15","CAMILO FIGUEIREDO","CAMILO FIGUEIREDO",NA,NA,NA,NA,NA,NA,NA,"CAMILO FIGUEIREDO","CAMILO FIGUEIREDO","suplente"
2002,"15","CARLOS ALBERTO FRANCO DE ALMEIDA","CARLOS ALBERTO FRANCO DE ALMEIDA",NA,NA,NA,NA,NA,NA,NA,"CARLOS ALBERTO FRANCO DE ALMEIDA","CARLOS ALMEIDA","suplente"
2002,"15","CARLOS ALBERTO MILHOMEM","CARLOS ALBERTO MILHOMEM",NA,NA,NA,NA,NA,NA,NA,"CARLOS ALBERTO MILHOMEM","CARLOS MILHOMEM","suplente"
2002,"15","CARLOS ALBERTO MILHOMEM DE SOUSA","CARLOS ALBERTO MILHOMEM DE SOUSA","M2002_MA_7_25113_486","BOCEL0029809","486","nome_parlamentar_x_nome_bocel","CARLOS ALBERTO MILHOMEM DE SOUSA","1937-05-02","PFL","CARLOS ALBERTO MILHOMEM DE SOUSA","CARLOS SOUSA","titular"
2002,"15","CARLOS ANTONIO MUNIZ FILHO","CARLOS ANTONIO MUNIZ FILHO",NA,NA,NA,NA,NA,NA,NA,"CARLOS ANTONIO MUNIZ FILHO","CARLOS FILHO","suplente"
2002,"15","CARLOS BRAIDE","CARLOS BRAIDE","M2002_MA_7_15120_549","BOCEL0001599","549","nome_parlamentar_x_urna","ANTONIO CARLOS BRAIDE","1944-05-27","PMDB","CARLOS BRAIDE","CARLOS BRAIDE","titular"
2002,"15","CARLOS FILHO","CARLOS FILHO","M2002_MA_7_25258_470","BOCEL0111215","470","nome_parlamentar_x_urna","CARLOS ANTONIO MUNIZ FILHO","1976-03-26","PFL","CARLOS FILHO","CARLOS FILHO","titular"
2002,"15","CESAR HENRIQUE SANTOS PIRES","CESAR HENRIQUE SANTOS PIRES",NA,NA,NA,NA,NA,NA,NA,"CESAR HENRIQUE SANTOS PIRES","CESAR PIRES","suplente"
2002,"15","CESAR PIRES","CESAR PIRES","M2002_MA_7_25802_458","BOCEL0006346","458","nome_parlamentar_x_urna","CESAR HENRIQUE SANTOS PIRES","1956-10-13","PFL","CESAR PIRES","CESAR PIRES","titular"
2002,"15","CRISTINA ARCHER","CRISTINA ARCHER","M2002_MA_7_45678_584","BOCEL0010061","584","nome_parlamentar_x_urna","MARIA CRISTINA CEPPAS ARCHER","1955-05-24","PSDB","CRISTINA ARCHER","CRISTINA ARCHER","titular"
2002,"15","CESAR HENRIQUE SANTOS PIRES","CSAR HENRIQUE SANTOS PIRES",NA,NA,NA,NA,NA,NA,NA,"CESAR HENRIQUE SANTOS PIRES","CESAR PIRES","suplente"
2002,"15","DEUSDEDITH ALVES SAMPAIO","DEUSDEDITH ALVES SAMPAIO","M2002_MA_7_15151_553","BOCEL0035575","553","nome_parlamentar_x_nome_bocel","DEUSDEDITH ALVES SAMPAIO","1958-02-28","PMDB","DEUSDEDITH ALVES SAMPAIO","DEUSDEDITH SAMPAIO","titular"
2002,"15","DEUSDEDITH SAMPAIO","DEUSDEDITH SAMPAIO",NA,NA,NA,NA,NA,NA,NA,"DEUSDEDITH SAMPAIO","DEUSDEDITH SAMPAIO","suplente"
2002,"15","DEUSDETH SAMPAIO","DEUSDETH SAMPAIO",NA,NA,NA,NA,NA,NA,NA,"DEUSDETH SAMPAIO","DEUSDETH SAMPAIO","suplente"
2002,"15","DOMINGOS DUTRA","DOMINGOS DUTRA",NA,NA,NA,NA,NA,NA,NA,"DOMINGOS DUTRA","DOMINGOS DUTRA","suplente"
2002,"15","DOMINGOS FRANCISCO DUTRA FILHO","DOMINGOS FRANCISCO DUTRA FILHO","M2002_MA_7_13147_131","BOCEL0001672","131","nome_parlamentar_x_nome_bocel","DOMINGOS FRANCISCO DUTRA FILHO","1956-03-20","PT","DOMINGOS FRANCISCO DUTRA FILHO","DOMINGOS FILHO","titular"
2002,"15","ELIGIO ALVES DE ALMEIDA","ELGIO ALVES DE ALMEIDA","M2002_MA_7_11234_414","BOCEL0018408","414","nome_parlamentar_x_nome_bocel","ELIGIO ALVES DE ALMEIDA","1956-06-17","PPB","ELIGIO ALVES DE ALMEIDA","ELIGIO ALMEIDA","titular"
2002,"15","ELIGIO ALM EIDA","ELIGIO ALM EIDA",NA,NA,NA,NA,NA,NA,NA,"ELIGIO ALM EIDA","ELIGIO EIDA","suplente"
2002,"15","ELIGIO ALM EIDA","ELIGIO ALMEIDA",NA,NA,NA,NA,NA,NA,NA,"ELIGIO ALM EIDA","ELIGIO EIDA","suplente"
2002,"15","ELIGIO ALVES DE ALMEIDA","ELIGIO ALVES DE ALMEIDA","M2002_MA_7_11234_414","BOCEL0018408","414","nome_parlamentar_x_nome_bocel","ELIGIO ALVES DE ALMEIDA","1956-06-17","PPB","ELIGIO ALVES DE ALMEIDA","ELIGIO ALMEIDA","titular"
2002,"15","FORTUNATO MACEDO","FORTUNATO MACEDO",NA,NA,NA,NA,NA,NA,NA,"FORTUNATO MACEDO","FORTUNATO MACEDO","suplente"
