ano_eleicao,leg,nome_grupo,nome_normalizado,id_mandato,id_pessoa,sq_cand,metodo,nome_completo,dt_nasc,partido_tse,k,k_pu,condicao
2002,"15","FRANCISCO DE ASSIS CASTRO GOMES","FRANCISCO DE ASSIS CASTRO GOMES","M2002_MA_7_25808_452","BOCEL0003717","452","nome_parlamentar_x_nome_bocel","FRANCISCO DE ASSIS CASTRO GOMES","1941-05-17","PFL","FRANCISCO DE ASSIS CASTRO GOMES","FRANCISCO GOMES","titular"
2002,"15","FRANCISCO GOM ES","FRANCISCO GOM ES",NA,NA,NA,NA,NA,NA,NA,"FRANCISCO GOM ES","FRANCISCO ES","suplente"
2002,"15","FRANCISCO GOM ES","FRANCISCO GOMES",NA,NA,NA,NA,NA,NA,NA,"FRANCISCO GOM ES","FRANCISCO ES","suplente"
2002,"15","GARDENIA CASTELO","GARDENIA CASTELO",NA,NA,"598","suplente_nome_parlamentar_x_urna","GARDENIA MARIA SANTOS CASTELO RIBEIRO GONCALVES","01/12/1961",NA,"GARDENIA CASTELO","GARDENIA CASTELO","suplente"
2002,"15","GARDENIA GONCALVES","GARDENIA GONCALVES",NA,NA,NA,NA,NA,NA,NA,"GARDENIA GONCALVES","GARDENIA GONCALVES","suplente"
2002,"15","GEOVANE CASTRO","GEOVANE CASTRO","M2002_MA_7_25369_460","BOCEL0070525","460","nome_parlamentar_x_urna","GEOVANE SILVA DE CASTRO","1955-02-07","PFL","GEOVANE CASTRO","GEOVANE CASTRO","titular"
2002,"15","GEOVANE SILVA DE CASTRO","GEOVANE SILVA DE CASTRO",NA,NA,NA,NA,NA,NA,NA,"GEOVANE SILVA DE CASTRO","GEOVANE CASTRO","suplente"
2002,"15","GRACA PAZ","GRACA PAZ","M2002_MA_7_12121_255","BOCEL0033203","255","nome_parlamentar_x_urna","MARIA DA GRACA FONSECA PAZ","1953-05-02","PDT","GRACA PAZ","GRACA PAZ","titular"
2002,"15","HELENA BARROS HELUY","HELENA BARROS HELUY","M2002_MA_7_13610_90","BOCEL0001781","90","nome_parlamentar_x_nome_bocel","HELENA BARROS HELUY","1941-10-07","PT","HELENA BARROS HELUY","HELENA HELUY","titular"
2002,"15","HELIO OLIVIERA SOARES","HELIO OLIVIERA SOARES",NA,NA,NA,NA,NA,NA,NA,"HELIO OLIVIERA SOARES","HELIO SOARES","suplente"
2002,"15","HELIO SOARES","HELIO SOARES","M2002_MA_7_25255_473","BOCEL0003493","473","nome_parlamentar_x_urna","HELIO OLIVEIRA SOARES","1952-06-06","PFL","HELIO SOARES","HELIO SOARES","titular"
2002,"15","HELIO OLIVIERA SOARES","HLIO OLIVIERA SOARES",NA,NA,NA,NA,NA,NA,NA,"HELIO OLIVIERA SOARES","HELIO SOARES","suplente"
2002,"15","HUMBERTO COUTINHO","HUMBERTO COUTINHO","M2002_MA_7_41245_505","BOCEL0006996","505","nome_parlamentar_x_urna","HUMBERTO IVAR ARAÚJO COUTINHO","1946-08-21","PSD","HUMBERTO COUTINHO","HUMBERTO COUTINHO","titular"
2002,"15","HUMBERTO IVAR ARAJO COUTINHO","HUMBERTO IVAR ARAJO COUTINHO",NA,NA,NA,NA,NA,NA,NA,"HUMBERTO IVAR ARAJO COUTINHO","HUMBERTO COUTINHO","suplente"
2002,"15","JANICE BRAIDE","JANICE BRAIDE",NA,NA,NA,NA,NA,NA,NA,"JANICE BRAIDE","JANICE BRAIDE","suplente"
2002,"15","JANICE SANTOS BRAIDE","JANICE SANTOS BRAIDE","M2002_MA_7_41210_524","BOCEL0070687","524","nome_parlamentar_x_nome_bocel","JANICE SANTOS BRAIDE","1943-09-15","PSD","JANICE SANTOS BRAIDE","JANICE BRAIDE","titular"
2002,"15","JOAO EVANGELISTA","JOAO EVANGELISTA","M2002_MA_7_25678_488","BOCEL0001616","488","nome_parlamentar_x_urna","JOAO EVANGELISTA SERRA DOS SANTOS","1957-06-03","PFL","JOAO EVANGELISTA","JOAO EVANGELISTA","titular"
2002,"15","JOAO EVANGELISTA SERRA DOS SANTOS","JOAO EVANGELISTA SERRA DOS SANTOS",NA,NA,NA,NA,NA,NA,NA,"JOAO EVANGELISTA SERRA DOS SANTOS","JOAO SANTOS","suplente"
2002,"15","JOAO PAVAO FILHO","JOAO PAVAO FILHO",NA,NA,NA,NA,NA,NA,NA,"JOAO PAVAO FILHO","JOAO FILHO","suplente"
2002,"15","JOAQUIM ELIAS NAGIB PINTO HAICKEL","JOAQUIM ELIAS NAGIB PINTO HAICKEL",NA,NA,NA,NA,NA,NA,NA,"JOAQUIM ELIAS NAGIB PINTO HAICKEL","JOAQUIM HAICKEL","suplente"
2002,"15","JOAQUIM HAICKEL","JOAQUIM HAICKEL",NA,NA,NA,NA,NA,NA,NA,"JOAQUIM HAICKEL","JOAQUIM HAICKEL","suplente"
2002,"15","JOAQUIM NAGIB HAICKEL","JOAQUIM NAGIB HAICKEL","M2002_MA_7_14789_288","BOCEL0125607","288","nome_parlamentar_x_urna","JOAQUIM ELIAS NAGIB PINTO HAICKEL","1959-12-13","PTB","JOAQUIM NAGIB HAICKEL","JOAQUIM HAICKEL","titular"
2002,"15","JOAO EVANGELISTA SERRA DOS SANTOS","JOO EVANGELISTA SERRA DOS SANTOS",NA,NA,NA,NA,NA,NA,NA,"JOAO EVANGELISTA SERRA DOS SANTOS","JOAO SANTOS","suplente"
2002,"15","JOAO PAVAO FILHO","JOO PAVO FILHO",NA,NA,NA,NA,NA,NA,NA,"JOAO PAVAO FILHO","JOAO FILHO","suplente"
2002,"15","JOSE LIMA DOS SANTOS FILHO","JOS LIMA DOS SANTOS FILHO","M2002_MA_7_30123_638","BOCEL0034688","638","nome_parlamentar_x_nome_bocel","JOSE LIMA DOS SANTOS FILHO","1959-05-20","PGT","JOSE LIMA DOS SANTOS FILHO","JOSE FILHO","titular"
2002,"15","JOSE MAX PEREIRA BARROS","JOS MAX PEREIRA BARROS",NA,NA,NA,NA,NA,NA,NA,"JOSE MAX PEREIRA BARROS","JOSE BARROS","suplente"
2002,"15","JOSE LIMA","JOSE LIMA",NA,NA,NA,NA,NA,NA,NA,"JOSE LIMA","JOSE LIMA","suplente"
2002,"15","JOSE LIMA DOS SANTOS FILHO","JOSE LIMA DOS SANTOS FILHO","M2002_MA_7_30123_638","BOCEL0034688","638","nome_parlamentar_x_nome_bocel","JOSE LIMA DOS SANTOS FILHO","1959-05-20","PGT","JOSE LIMA DOS SANTOS FILHO","JOSE FILHO","titular"
2002,"15","JOSE MAX PEREIRA BARROS","JOSE MAX PEREIRA BARROS",NA,NA,NA,NA,NA,NA,NA,"JOSE MAX PEREIRA BARROS","JOSE BARROS","suplente"
2002,"15","JULIAO AMIN","JULIAO AMIN","M2002_MA_7_12111_233","BOCEL0004567","233","nome_parlamentar_x_urna","JULIAO AMIN CASTRO","1946-10-01","PDT","JULIAO AMIN","JULIAO AMIN","titular"
2002,"15","JULIAO AMIN CASTRO","JULIAO AMIN CASTRO",NA,NA,NA,NA,NA,NA,NA,"JULIAO AMIN CASTRO","JULIAO CASTRO","suplente"
2002,"15","JULIAO AMIN CASTRO","JULIO AMIN CASTRO",NA,NA,NA,NA,NA,NA,NA,"JULIAO AMIN CASTRO","JULIAO CASTRO","suplente"
2002,"15","LOURIVAL MENDES","LOURIVAL MENDES",NA,NA,"658","suplente_nome_parlamentar_x_urna","LOURIVAL MENDES DA FONSECA FILHO","27/03/1955",NA,"LOURIVAL MENDES","LOURIVAL MENDES","suplente"
2002,"15","LUIZ PEDRO","LUIZ PEDRO","M2002_MA_7_12345_229","BOCEL0002424","229","nome_parlamentar_x_urna","LUIZ PEDRO DE OLIVEIRA E SILVA","1953-02-26","PDT","LUIZ PEDRO","LUIZ PEDRO","titular"
2002,"15","LUIZ PEDRO DE OLIVEIRA E SILVA","LUIZ PEDRO DE OLIVEIRA E SILVA",NA,NA,NA,NA,NA,NA,NA,"LUIZ PEDRO DE OLIVEIRA E SILVA","LUIZ SILVA","suplente"
2002,"15","MALRINETE GRALHADA","MALRINETE GRALHADA",NA,NA,"462","suplente_nome_parlamentar_x_urna","MALRINETE DOS SANTOS VALERIO","01/06/1966",NA,"MALRINETE GRALHADA","MALRINETE GRALHADA","suplente"
2002,"15","MANOEL CEARA","MANOEL CEARA",NA,NA,NA,NA,NA,NA,NA,"MANOEL CEARA","MANOEL CEARA","suplente"
2002,"15","MANOEL NUNES RIBEIRO FILHO","MANOEL NUNES RIBEIRO FILHO",NA,NA,NA,NA,NA,NA,NA,"MANOEL NUNES RIBEIRO FILHO","MANOEL FILHO","suplente"
2002,"15","MANOEL RIBEIRO","MANOEL RIBEIRO","M2002_MA_7_41266_520","BOCEL0014897","520","nome_parlamentar_x_urna","MANOEL NUNES RIBEIRO FILHO","1948-01-07","PSD","MANOEL RIBEIRO","MANOEL RIBEIRO","titular"
2002,"15","MANOEL SOUSA VIANA","MANOEL SOUSA VIANA","M2002_MA_7_14615_287","BOCEL0019041","287","nome_parlamentar_x_nome_bocel","MANOEL SOUSA VIANA","1942-10-18","PTB","MANOEL SOUSA VIANA","MANOEL VIANA","titular"
2002,"15","MANOEL SOUSA VIANA MANOEL CEAR","MANOEL SOUSA VIANA MANOEL CEAR",NA,NA,NA,NA,NA,NA,NA,"MANOEL SOUSA VIANA MANOEL CEAR","MANOEL CEAR","suplente"
2002,"15","MARIA CRISTINA CEPPAS ARCHER","MARIA CRISTINA CEPPAS ARCHER",NA,NA,NA,NA,NA,NA,NA,"MARIA CRISTINA CEPPAS ARCHER","MARIA ARCHER","suplente"
2002,"15","MARIA DA GRACA FONSECA PAZ","MARIA DA GRAA FONSECA PAZ",NA,NA,NA,NA,NA,NA,NA,"MARIA DA GRACA FONSECA PAZ","MARIA PAZ","suplente"
2002,"15","MARIA DA GRACA FONSECA PAZ","MARIA DA GRACA FONSECA PAZ",NA,NA,NA,NA,NA,NA,NA,"MARIA DA GRACA FONSECA PAZ","MARIA PAZ","suplente"
2002,"15","MARIA DO SOCORRO ALMEIDA WAQUIM","MARIA DO SOCORRO ALMEIDA WAQUIM","M2002_MA_7_15147_515","BOCEL0025877","515","nome_parlamentar_x_nome_bocel","MARIA DO SOCORRO ALMEIDA WAQUIM","1955-11-30","PMDB","MARIA DO SOCORRO ALMEIDA WAQUIM","MARIA WAQUIM","titular"
2002,"15","MARIA TERESA TROVAO MURAD","MARIA TERESA TROVAO MURAD",NA,NA,NA,NA,NA,NA,NA,"MARIA TERESA TROVAO MURAD","MARIA MURAD","suplente"
2002,"15","MARIA TERESA TROVAO MURAD","MARIA TERESA TROVO MURAD",NA,NA,NA,NA,NA,NA,NA,"MARIA TERESA TROVAO MURAD","MARIA MURAD","suplente"
2002,"15","MARLY ABDALA","MARLY ABDALA",NA,NA,NA,NA,NA,NA,NA,"MARLY ABDALA","MARLY ABDALA","suplente"
2002,"15","MAURA ALVES DE MELO RIBEIRO","MAURA ALVES DE MELO RIBEIRO",NA,NA,NA,NA,NA,NA,NA,"MAURA ALVES DE MELO RIBEIRO","MAURA RIBEIRO","suplente"
2002,"15","MAURA ALVES DE MELO RIBEIRO MAURA JORGE","MAURA ALVES DE MELO RIBEIRO MAURA JORGE",NA,NA,NA,NA,NA,NA,NA,"MAURA ALVES DE MELO RIBEIRO MAURA JORGE","MAURA JORGE","suplente"
2002,"15","MAURA JORGE","MAURA JORGE","M2002_MA_7_25222_485","BOCEL0051620","485","nome_parlamentar_x_urna","MAURA ALVES DE MELO RIBEIRO","1962-09-21","PFL","MAURA JORGE","MAURA JORGE","titular"
2002,"15","MAURO BEZERRA","MAURO BEZERRA","M2002_MA_7_12012_241","BOCEL0002168","241","nome_parlamentar_x_urna","MAURO DE ARAUJO BEZERRA","1940-02-12","PDT","MAURO BEZERRA","MAURO BEZERRA","titular"
2002,"15","MAURO DE ARAUJO BEZERRA","MAURO DE ARAJO BEZERRA",NA,NA,NA,NA,NA,NA,NA,"MAURO DE ARAUJO BEZERRA","MAURO BEZERRA","suplente"
2002,"15","MAURO DE ARAUJO BEZERRA","MAURO DE ARAUJO BEZERRA",NA,NA,NA,NA,NA,NA,NA,"MAURO DE ARAUJO BEZERRA","MAURO BEZERRA","suplente"
2002,"15","MAX BARROS","MAX BARROS","M2002_MA_7_25800_472","BOCEL0001072","472","nome_parlamentar_x_urna","JOSE MAX PEREIRA BARROS","1958-08-02","PFL","MAX BARROS","MAX BARROS","titular"
2002,"15","PAULO NETO","PAULO NETO","M2002_MA_7_28111_660","BOCEL0044641","660","nome_parlamentar_x_urna","PAULO ROBERTO ALMEIDA NETO","1963-11-19","PRTB","PAULO NETO","PAULO NETO","titular"
2002,"15","PAULO ROBERTO ALMEIDA NETO","PAULO ROBERTO ALMEIDA NETO",NA,NA,NA,NA,NA,NA,NA,"PAULO ROBERTO ALMEIDA NETO","PAULO NETO","suplente"
2002,"15","PAVAO FILHO","PAVAO FILHO","M2002_MA_7_20120_547","BOCEL0013115","547","nome_parlamentar_x_urna","JOAO PAVAO FILHO","1958-04-06","PSC","PAVAO FILHO","PAVAO FILHO","titular"
2002,"15","PEDRO ARISTOTELES SOUZA VELOSO","PEDRO ARISTOTELES SOUZA VELOSO",NA,NA,"560","suplente_primeiro_ultimo_x_urna","PEDRO ARISTOTELES SOUSA VELOSO","29/06/1957",NA,"PEDRO ARISTOTELES SOUZA VELOSO","PEDRO VELOSO","suplente"
2002,"15","PEDRO VELOSO","PEDRO VELOSO",NA,NA,"560","suplente_nome_parlamentar_x_urna","PEDRO ARISTOTELES SOUSA VELOSO","29/06/1957",NA,"PEDRO VELOSO","PEDRO VELOSO","suplente"
2002,"15","REGINALDO COSTA NUNES","REGINALDO COSTA NUNES","M2002_MA_7_22123_102","BOCEL0156586","102","nome_parlamentar_x_nome_bocel","REGINALDO COSTA NUNES","1957-03-20","PL","REGINALDO COSTA NUNES","REGINALDO NUNES","titular"
2002,"15","REGINALDO NUNES","REGINALDO NUNES",NA,NA,NA,NA,NA,NA,NA,"REGINALDO NUNES","REGINALDO NUNES","suplente"
2002,"15","RIGO ALBERTO TELES DE SOUSA","RIGO ALBERTO TELES DE SOUSA",NA,NA,NA,NA,NA,NA,NA,"RIGO ALBERTO TELES DE SOUSA","RIGO SOUSA","suplente"
2002,"15","RIGO TELES","RIGO TELES","M2002_MA_7_25200_459","BOCEL0076231","459","nome_parlamentar_x_urna","RIGO ALBERTO TELES DE SOUSA","1963-06-08","PFL","RIGO TELES","RIGO TELES","titular"
2002,"15","RUBEM BRITO","RUBEM BRITO","M2002_MA_7_12612_272","BOCEL0001377","272","nome_parlamentar_x_urna","RUBEM MOREIRA DE BRITO","1955-05-31","PDT","RUBEM BRITO","RUBEM BRITO","titular"
2002,"15","RUBEM MOREIRA DE BRITO","RUBEM MOREIRA DE BRITO",NA,NA,NA,NA,NA,NA,NA,"RUBEM MOREIRA DE BRITO","RUBEM BRITO","suplente"
2002,"15","RUBENS PEREIRA","RUBENS PEREIRA","M2002_MA_7_25220_466","BOCEL0103722","466","nome_parlamentar_x_urna","RUBENS PEREIRA E SILVA","1959-11-25","PFL","RUBENS PEREIRA","RUBENS PEREIRA","titular"
2002,"15","RUBENS PEREIRA E SILVA","RUBENS PEREIRA E SILVA",NA,NA,NA,NA,NA,NA,NA,"RUBENS PEREIRA E SILVA","RUBENS SILVA","suplente"
2002,"15","SOCORRO W AQUIM","SOCORRO W AQUIM",NA,NA,NA,NA,NA,NA,NA,"SOCORRO W AQUIM","SOCORRO AQUIM","suplente"
2002,"15","SOCORRO W AQUIM","SOCORRO WAQUIM",NA,NA,NA,NA,NA,NA,NA,"SOCORRO W AQUIM","SOCORRO AQUIM","suplente"
2002,"15","SOLINEY DE SOUSA E SILVA","SOLINEY DE SOUSA E SILVA","M2002_MA_7_41258_497","BOCEL0093378","497","nome_parlamentar_x_nome_bocel","SOLINEY DE SOUSA E SILVA","1970-09-08","PSD","SOLINEY DE SOUSA E SILVA","SOLINEY SILVA","titular"
2002,"15","SOLINEY SILVA","SOLINEY SILVA",NA,NA,NA,NA,NA,NA,NA,"SOLINEY SILVA","SOLINEY SILVA","suplente"
2002,"15","STENIO DOS SANTOS REZENDE","STENIO DOS SANTOS REZENDE","M2002_MA_7_41234_499","BOCEL0053051","499","nome_parlamentar_x_nome_bocel","STENIO DOS SANTOS REZENDE","1963-12-07","PSD","STENIO DOS SANTOS REZENDE","STENIO REZENDE","titular"
2002,"15","STENIO RESENDE","STENIO RESENDE",NA,NA,NA,NA,NA,NA,NA,"STENIO RESENDE","STENIO RESENDE","suplente"
2002,"15","STENIO RESENDE","STENIO REZENDE",NA,NA,NA,NA,NA,NA,NA,"STENIO RESENDE","STENIO RESENDE","suplente"
2002,"15","STENIO DOS SANTOS REZENDE","STNIO DOS SANTOS REZENDE","M2002_MA_7_41234_499","BOCEL0053051","499","nome_parlamentar_x_nome_bocel","STENIO DOS SANTOS REZENDE","1963-12-07","PSD","STENIO DOS SANTOS REZENDE","STENIO REZENDE","titular"
2002,"15","TALVANE HORTEGAL","TALVANE HORTEGAL",NA,NA,NA,NA,NA,NA,NA,"TALVANE HORTEGAL","TALVANE HORTEGAL","suplente"
2002,"15","TELMA PINHEIRO","TELMA PINHEIRO","M2002_MA_7_25221_461","BOCEL0005710","461","nome_parlamentar_x_urna","TELMA PINHEIRO RIBEIRO","1952-03-12","PFL","TELMA PINHEIRO","TELMA PINHEIRO","titular"
2002,"15","TELMA PINHEIRO RIBEIRO","TELMA PINHEIRO RIBEIRO",NA,NA,NA,NA,NA,NA,NA,"TELMA PINHEIRO RIBEIRO","TELMA RIBEIRO","suplente"
2002,"15","TERESA MURAD","TERESA MURAD","M2002_MA_7_40140_719","BOCEL0011040","719","nome_parlamentar_x_urna","MARIA TEREZA TROVAO MURAD","1956-02-15","PSB","TERESA MURAD","TERESA MURAD","titular"
2002,"15","WILSON CARVALHO","WILSON CARVALHO","M2002_MA_7_25111_476","BOCEL0020011","476","nome_parlamentar_x_urna","WILSON PEREIRA DE CARVALHO FILHO","1951-03-20","PFL","WILSON CARVALHO","WILSON CARVALHO","titular"
2002,"15","WILSON PEREIRA DE CARVALHO FILHO","WILSON PEREIRA DE CARVALHO FILHO",NA,NA,NA,NA,NA,NA,NA,"WILSON PEREIRA DE CARVALHO FILHO","WILSON FILHO","suplente"
2006,"16","AFONSO MANOEL","AFONSO MANOEL","M2006_MA_7_40789_10398","BOCEL0001027","10398","nome_parlamentar_x_urna","AFONSO MANOEL BORGES FERREIRA","1956-02-12","PSB","AFONSO MANOEL","AFONSO MANOEL","titular"
2006,"16","ALBERTO FRANCO","ALBERTO FRANCO","M2006_MA_7_45000_10072","BOCEL0013760","10072","nome_parlamentar_x_urna","CARLOS ALBERTO FRANCO DE ALMEIDA","1962-01-15","PSDB","ALBERTO FRANCO","ALBERTO FRANCO","titular"
2006,"16","ANTONIO BACELAR","ANTONIO BACELAR","M2006_MA_7_12333_10536","BOCEL0001386","10536","tokens_contidos_no_nome_civil","ANTONIO CARLOS BACELAR NUNES","1951-01-11","PDT","ANTONIO BACELAR","ANTONIO BACELAR","titular"
2006,"16","ANTONIO PEREIRA","ANTONIO PEREIRA","M2006_MA_7_25333_10646","BOCEL0035207","10646","nome_parlamentar_x_urna_recente","ANTONIO PEREIRA FILHO","1961-02-06","PFL","ANTONIO PEREIRA","ANTONIO PEREIRA","titular"
2006,"16","ARNALDO MELO","ARNALDO MELO","M2006_MA_7_45222_10080","BOCEL0045950","10080","nome_parlamentar_x_urna","ANTONIO ARNALDO ALVES DE MELO","1954-06-08","PSDB","ARNALDO MELO","ARNALDO MELO","titular"
2006,"16","CAMILO FIGUEIREDO","CAMILO FIGUEIREDO","M2006_MA_7_12580_10546","BOCEL0070139","10546","nome_parlamentar_x_urna","CAMILO DE LELLIS CARNEIRO FIGUEREIDO","1966-01-01","PDT","CAMILO FIGUEIREDO","CAMILO FIGUEIREDO","titular"
2006,"16","CARLOS ALBERTO MILHOMEM","CARLOS ALBERTO MILHOMEM","M2006_MA_7_25113_10643","BOCEL0029809","10643","tokens_contidos_no_nome_civil","CARLOS ALBERTO MILHOMEM DE SOUSA","1937-05-02","PFL","CARLOS ALBERTO MILHOMEM","CARLOS MILHOMEM","titular"
2006,"16","CARLOS AMORIM","CARLOS AMORIM",NA,NA,NA,NA,NA,NA,NA,"CARLOS AMORIM","CARLOS AMORIM","suplente"
2006,"16","CARLOS BRAIDE","CARLOS BRAIDE","M2006_MA_7_12120_10527","BOCEL0001599","10527","tokens_contidos_no_nome_civil","ANTONIO CARLOS BRAIDE","1944-05-27","PDT","CARLOS BRAIDE","CARLOS BRAIDE","titular"
2006,"16","CARLOS FILHO","CARLOS FILHO","M2006_MA_7_43123_10691","BOCEL0111215","10691","nome_parlamentar_x_urna","CARLOS ANTONIO MUNIZ FILHO","1976-03-26","PV","CARLOS FILHO","CARLOS FILHO","titular"
2006,"16","CELSO SANTOS","CELSO SANTOS",NA,NA,NA,NA,NA,NA,NA,"CELSO SANTOS","CELSO SANTOS","suplente"
2006,"16","CESAR PIRES","CESAR PIRES","M2006_MA_7_25802_10652","BOCEL0006346","10652","nome_parlamentar_x_urna","CESAR HENRIQUE SANTOS PIRES","1956-10-13","PFL","CESAR PIRES","CESAR PIRES","titular"
2006,"16","CHICO LEITOA","CHICO LEITOA",NA,NA,"10530","suplente_nome_parlamentar_x_urna","FRANCISCO RODRIGUES DE SOUSA","09/07/1954",NA,"CHICO LEITOA","CHICO LEITOA","suplente"
2006,"16","CLEIDE COUTINHO","CLEIDE COUTINHO","M2006_MA_7_45888_10094","BOCEL0006980","10094","nome_parlamentar_x_urna","CLEIDE BARROSO COUTINHO","1947-01-21","PSDB","CLEIDE COUTINHO","CLEIDE COUTINHO","titular"
2006,"16","DOMINGOS PAZ","DOMINGOS PAZ","M2006_MA_7_40140_10380","BOCEL0167840","10380","nome_parlamentar_x_urna","DOMINGOS ALBURQUEQUE PAZ","1958-11-12","PSB","DOMINGOS PAZ","DOMINGOS PAZ","titular"
2006,"16","EDIVALDO HOLANDA","EDIVALDO HOLANDA","M2006_MA_7_36123_10243","BOCEL0016555","10243","nome_parlamentar_x_urna","EDIVALDO DE HOLANDA BRAGA","1946-12-31","PTC","EDIVALDO HOLANDA","EDIVALDO HOLANDA","titular"
2006,"16","EDSON ARAUJO","EDSON ARAUJO",NA,NA,"10212","suplente_nome_parlamentar_x_urna","EDSON CUNHA DE ARAUJO","26/09/1952",NA,"EDSON ARAUJO","EDSON ARAUJO","suplente"
2006,"16","ELIZIANE GAMA","ELIZIANE GAMA","M2006_MA_7_23000_10477","BOCEL0125827","10477","nome_parlamentar_x_urna","ELIZIANE PEREIRA GAMA","1977-02-27","PPS","ELIZIANE GAMA","ELIZIANE GAMA","titular"
2006,"16","FABIO BRAGA","FABIO BRAGA",NA,NA,"10659","suplente_nome_parlamentar_x_urna","FABIO HENRIQUE RAMOS BRAGA","19/08/1969",NA,"FABIO BRAGA","FABIO BRAGA","suplente"
2006,"16","FATIMA VIEIRA","FATIMA VIEIRA","M2006_MA_7_45333_10083","BOCEL0055703","10083","nome_parlamentar_x_urna","MARIA DE FATIMA VIEIRA LINS DE OLIVEIRA LIMA","1960-05-18","PSDB","FATIMA VIEIRA","FATIMA VIEIRA","titular"
2006,"16","FRANCISCO DANTAS","FRANCISCO DANTAS",NA,NA,NA,NA,NA,NA,NA,"FRANCISCO DANTAS","FRANCISCO DANTAS","suplente"
2006,"16","FRANCISCO GOMES","FRANCISCO GOMES","M2006_MA_7_25808_10653","BOCEL0003717","10653","primeiro_ultimo_x_nome_bocel","FRANCISCO DE ASSIS CASTRO GOMES","1941-05-17","PFL","FRANCISCO GOMES","FRANCISCO GOMES","titular"
2006,"16","FUFUCA","FUFUCA","M2006_MA_7_15555_10669","BOCEL0071459","10669","nome_parlamentar_x_urna","FRANCISCO DANTAS RIBEIRO FILHO","1956-07-20","PMDB","FUFUCA",NA,"titular"
2006,"16","FUFUCA DANTAS","FUFUCA DANTAS",NA,NA,NA,NA,NA,NA,NA,"FUFUCA DANTAS","FUFUCA DANTAS","suplente"
2006,"16","GARDENIA CASTELO","GARDENIA CASTELO",NA,NA,NA,NA,NA,NA,NA,"GARDENIA CASTELO","GARDENIA CASTELO","suplente"
2006,"16","GRACA PAZ","GRACA PAZ","M2006_MA_7_12121_10528","BOCEL0033203","10528","nome_parlamentar_x_urna","MARIA DA GRACA FONSECA PAZ","1953-05-02","PDT","GRACA PAZ","GRACA PAZ","titular"
2006,"16","GRACIETE LISBOA","GRACIETE LISBOA","M2006_MA_7_45800_10093","BOCEL0018286","10093","nome_parlamentar_x_urna","GRACIETE DE MARIA TRABULSI LISBOA","1956-03-12","PSDB","GRACIETE LISBOA","GRACIETE LISBOA","titular"
2006,"16","HELENA BARROS HELUY","HELENA BARROS HELUY","M2006_MA_7_13610_10310","BOCEL0001781","10310","nome_parlamentar_x_nome_bocel","HELENA BARROS HELUY","1941-10-07","PT","HELENA BARROS HELUY","HELENA HELUY","titular"
2006,"16","HELIO SOARES","HELIO SOARES","M2006_MA_7_11111_10723","BOCEL0003493","10723","nome_parlamentar_x_urna","HELIO OLIVEIRA SOARES","1952-06-06","PP","HELIO SOARES","HELIO SOARES","titular"
2006,"16","IRMAO CARLOS","IRMAO CARLOS",NA,NA,"10090","suplente_nome_parlamentar_x_urna","CARLOS ALBERTO MIRANDA DA COSTA","23/06/1966",NA,"IRMAO CARLOS","IRMAO CARLOS","suplente"
2006,"16","JANICE BRAIDE","JANICE BRAIDE",NA,NA,"10761","suplente_nome_parlamentar_x_urna","JANICE SANTOS BRAIDE","15/09/1943",NA,"JANICE BRAIDE","JANICE BRAIDE","suplente"
2006,"16","JOAO BATISTA","JOAO BATISTA","M2006_MA_7_11333_10731","BOCEL0251321","10731","nome_parlamentar_x_urna","JOAO BATISTA DOS SANTOS SILVA","1970-07-03","PP","JOAO BATISTA","JOAO BATISTA","titular"
2006,"16","JOAO EVANGELISTA","JOAO EVANGELISTA","M2006_MA_7_45678_10089","BOCEL0001616","10089","nome_parlamentar_x_urna","JOAO EVANGELISTA SERRA DOS SANTOS","1957-06-03","PSDB","JOAO EVANGELISTA","JOAO EVANGELISTA","titular"
2006,"16","JOAQUIM NAGIB HAICKEL","JOAQUIM NAGIB HAICKEL","M2006_MA_7_15369_10667","BOCEL0125607","10667","nome_parlamentar_x_urna","JOAQUIM NAGIB HAICKEL","1959-12-13","PMDB","JOAQUIM NAGIB HAICKEL","JOAQUIM HAICKEL","titular"
2006,"16","JOSE LIMA","JOSE LIMA","M2006_MA_7_40222_10382","BOCEL0034688","10382","tokens_contidos_no_nome_civil","JOSE LIMA DOS SANTOS FILHO","1959-05-20","PSB","JOSE LIMA","JOSE LIMA","titular"
2006,"16","JURA FILHO","JURA FILHO","M2006_MA_7_15121_10658","BOCEL0019106","10658","nome_parlamentar_x_urna","JURANDIR FERRO DO LAGO FILHO","1962-07-26","PMDB","JURA FILHO","JURA FILHO","titular"
2006,"16","LEO CUNHA","LEO CUNHA",NA,NA,"10720","suplente_nome_parlamentar_x_urna","LEOARREN TULIO DE SOUSA CUNHA","21/01/1963",NA,"LEO CUNHA","LEO CUNHA","suplente"
2006,"16","LEOARREN TULIO","LEOARREN TULIO",NA,NA,NA,NA,NA,NA,NA,"LEOARREN TULIO","LEOARREN TULIO","suplente"
2006,"16","MANOEL RIBEIRO","MANOEL RIBEIRO",NA,NA,"10763","suplente_nome_parlamentar_x_urna","MANOEL NUNES RIBEIRO FILHO","07/01/1948",NA,"MANOEL RIBEIRO","MANOEL RIBEIRO","suplente"
