"idx","amostra","na_amostra_40","id_mandato_bocel","id_municipio_ibge","data_diario","confianca","evento_inferido","evento_ancorado","metodo_pareamento","motivo_rebaixamento","nome","url_diario","trecho"
11,"30_alta",TRUE,"M2020_90514_13_13067_120000725205","5002704","2023-01-31","alta","renuncia","renuncia","nome_completo_no_trecho",NA,"CAMILA BAZACHI JARA MARZOCHI","https://data.queridodiario.ok.org.br/5002704/2023-01-31/c140029a41194540d6abc0414b8f34b18987c6f0.pdf","com o estabelecido no art. 67, inciso I, da Lei Orgânica do Município, com efeito a partir da data de publicação. CAMPO GRANDE-MS, 31 DE JANEIRO DE 2023. ADRIANE BARBOSA NOGUEIRA LOPES Prefeita Municipal CONVOCAÇÃO Em decorrência do pedido de <<renúncia>> da Vereadora Camila Bazachi Jara Marzochi, protocolizado nesta Casa sob. n. 800/2023 e com base no art. 99 do Regimento Interno deste Poder Legislativo, convoco a suplente Luiza Ribeiro Gonçalves, eleita no pleito realizado no dia 15 de novembro"
12,"30_alta",TRUE,"M2020_75353_13_55538_160001175305","4106902","2022-05-30","alta","cassacao","cassacao","nome_completo_no_trecho",NA,"EDER FABIANO BORGES ADÃO","https://data.queridodiario.ok.org.br/4106902/2022-05-30/836f397851c98f135e1ee2b826730bbfa6fd2ead.pdf","do Governo Municipal DECRETO Nº 734 O PREFEITO MUNICIPAL DE CURITIBA, CAPITAL DO ESTADO DO PARANÁ, no uso das atribuições legais que lhe foram conferidas pelo inciso IV do artigo 72 da Lei Orgânica do Município de Curitiba, Declara a <<perda do mandato>> do Senhor Vereador EDER FABIANO BORGES ADÃO, nos termos do art. 22, IV e § 3º, da Lei Orgânica do Município de Curitiba. Poder Executivo PREFEITURA MUNICIPAL DE CURITIBA - PMC Decreta luto oficial. Decreta luto oficial. DIÁRIO OFICIAL"
13,"30_alta",TRUE,"M2020_13480_11_22_60000634235","2306256","2022-08-06","alta","falecimento","falecimento","nome_completo_no_trecho",NA,"PAULO CESAR FEITOSA ARRAIS","https://data.queridodiario.ok.org.br/2306256/2022-08-06/4d8d8331cff95a34abd73c69c24bd0c0689f05a3.pdf","NÚMERO: 689/2022 - 06/08/2022PREFEITURA MUNICIPAL DE ITAITINGA/CE | EXECUTIVO | GABINETE DO PREFEITO - DECRETOS - DECRETO: 031/2022 DECRETO Nº 031/2022, DE 06 DE AGOSTO DE 2022 . Decreta LUTO OFICIAL no Município de Itaitinga pelo <<falecimento do Prefeito>> Municipal Sr. PAULO CÉSAR FEITOSA ARRAIS, e dá outras providências. O PREFEITO DO MUNICÍPIO DE ITAITINGA, Estado do Ceará, no uso das atribuições que lhe confere o art. 80, IX, da Lei Orgânica do Município, e CONSIDERANDO o falecimento"
14,"30_alta",TRUE,"M2020_58530_13_65065_190000852517","3302700","2022-05-23","alta","licenca","licenca","nome_completo_no_trecho",NA,"MARCUS TOSELLI","https://data.queridodiario.ok.org.br/3302700/2022-05-23/059d024ffa9de2ef1a6396290f7a3ca0790fd58b.pdf","contrato cujo objeto é o 1º USO DA ATA 07/2022 – SERVIÇO DE LOCAÇÃO DE VEÍCULOS. Resolve: e diplomado pelo Tribunal Eleitoral do Estado do Rio de Janeiro, no Gabinete da Presidência, a fim de tomar posse em vaga decorren- te do pedido de <<licença do Vereador>> Marcus Toselli (Bambam), que ocupará a Secretaria do trabalho da Prefeitura Municipal de Maricá. O Suplente empossou-se nesta data, prestando compromisso e pos- se, atendendo ao que preceitua o art. 91 § 1º, da Lei Orgânica do Mu- nicípio,"
15,"30_alta",TRUE,"M2008_02550_12_14_758","1302603","2011-01-21","alta","renuncia","renuncia","nome_completo_no_trecho",NA,"CARLOS ALBERTO CAVALCANTE DE SOUZA","https://data.queridodiario.ok.org.br/1302603/2011-01-21/8e468cea7dcdae744d73b80d7fb33e5f08cfb2c5.pdf","conferidas pelo art. 20 do Regimento Interno e art. 36 da Lei Orgânica do Município de Manaus e, considerando o Ofício n. 034/11-GP, da lavra do Senhor Prefeito de Manaus, bem como pedido de <<renúncia>> do Exmo. Sr. Vice-Prefeito, Carlos Alberto Cavalcante de Souza. DECLARA: Extinto o mandato, por <<renúncia>>, do Exmo. Vice-Prefeito do Município de Manaus, senhor CARLOS ALBERTO CAVALCANTE DE SOUZA, com base no art. 82, inciso II, “d”, da Lei Orgânica do Município de Manaus. Cientifique-se, cumpra-se"
16,"30_alta",TRUE,"M2016_71030_11_23_250000057682","3550100","2018-03-20","alta","cassacao","cassacao","nome_completo_no_trecho",NA,"RICARDO SALARO NETO","https://data.queridodiario.ok.org.br/3550100/2018-03-20/26e293ea66c0fadcde23b1ebe6f638d453f61700.pdf","DECRETO LEGISLATIVO Nº 01/2018 CÂMARA MUNICIPAL DE SÃO MANUEL - ESTADO DE SÃO PAULO – DECRETO LEGISLATIVO Nº 01/2018 De 19 de maço de 2018 “Decreta a suspensão dos efeitos do Decreto Legislativo nº 07/2017, que teve por objeto a <<cassação>> do mandato do Prefeito Municipal, Ricardo Salaro Neto, em face de condenação por prática de infração político-administrativa.” A Mesa da Câmara Municipal de São Manuel, Estado de São Paulo, no uso de suas atribuições legais, CONSIDERANDO"
17,"30_alta",TRUE,"M2012_90514_13_13113_120000002788","5002704","2015-01-23","alta","renuncia","renuncia","nome_completo_no_trecho",NA,"JOSÉ ORCÍRIO MIRANDA DOS SANTOS","https://data.queridodiario.ok.org.br/5002704/2015-01-23/291309483421fc781f99e37407b80f3ba6d16616.pdf","Membros: Arleon Carlos Stelini, Alberto Kalache, Marcelo Barbosa Alves Vieira, Sebastião Rolon Neto, Gianni Yara da Costa Lessa dos Santos. DIOGRANDE n. 4.195PÁGINA 11 - sexta-feira, 23 de janeiro de 2015 CONVOCAÇÃO Em decorrência do pedido de <<RENÚNCIA>> do Vereador JOSÉ ORCÍRIO MIRANDA DOS SANTOS, protocolizado nesta Casa, e com base no art. 99 do Regimento Interno deste Poder, convoco o suplente MARCOS ALEX AZEVEDO DE MELLO, eleito no pleito realizado no dia 07 de outubro de 2012, para assunção"
18,"30_alta",TRUE,"M2024_35157_13_22444_50001956470","2910800","2026-06-11","alta","licenca","licenca","nome_completo_no_trecho",NA,"ISMAEL BASTOS DE SANTANA","https://data.queridodiario.ok.org.br/2910800/2026-06-11/82cc0493387ae290131f387197e1295a3e7d254b.pdf","especial o que dispõe o Regimento Interno da Casa no inciso II, do artigo 142, convoca o primeiro suplente de Vereador pelo Partido Liberal (PL), o Sr. Fabiano Nascimento de Souza, para tomar posse no cargo de Vereador, em virtude do pedido de <<licença do Vereador>> Ismael Bastos de Santana, desde hoje, 10 de junho de 2026, sem vencimento, conforme art. 128, I, do Regimento Interno desta Casa Legislativa. Publique-se. Registre-se. Cumpra-se. Gabinete da Presidência da Câmara Municipal de Feita de"
19,"30_alta",TRUE,"M2020_81051_13_22777_240000890441","4205407","2024-03-04","alta","cassacao","cassacao","nome_completo_no_trecho",NA,"MAIKON DA COSTA","https://data.queridodiario.ok.org.br/4205407/2024-03-04/df1ddb05a4e5d3b09755f3bc3cf8b78403ad2cbe.pdf","PRESIDENTE DA CÂMARA MUNICIPAL DE FLORIANÓPOLIS, no uso de suas atribuições e em cumprimento a decisão do Plenário referente à Denúncia n. 014/2023, ocorrida na Sessão Ordinária do dia 4 de março de 2024, RESOLVE: Art. 1º Fica declarada a <<perda do mandato>> do Vereador Maikon da Costa, na forma do inciso IV do art. 15 e inciso I, alíneas “a”, “b”, “c” e “h” e alíneas “b” e “c” do inciso III do art. 6º da Lei Complementar n. 722, de 2022. Art. 2º Este Ato entra em vigor na data de sua publicação"
20,"30_alta",TRUE,"M2020_70718_13_11611_250001085158","3548500","2022-06-23","alta","licenca","licenca","nome_completo_no_trecho",NA,"ADILSON DOS SANTOS JUNIOR","https://data.queridodiario.ok.org.br/3548500/2022-06-23/015b3e9911161cbb79358e1ff96e54a3709ce4b1.pdf","C/C 01 034.709-8 Santos, 21 de junho de 2022 VISON BORGES LUZ A Câmara Municipal de Santos aprovou, na 36ª Sessão Ordinária realizada, em 14 de junho de 2022, e a Mesa Diretora promulga a seguinte: RESOLUÇÃO Nº 10 14 DE JUNHO DE 2022 <<LICENÇA DO VEREADOR>> ADILSON DOS SAN- TOS JUNIOR, E DÁ OUTRAS PROVIDÊNCIAS Art. 1º O Vereador Adilson dos Santos Junior en- contra-se de licença, nos termos previstos no in- ciso II do artigo 73 do Regimento Interno, a partir de 10/06/2022 a 18/06/2022, para"
21,"30_alta",FALSE,"M2016_85995_11_10_210000020853","4305108","2019-12-26","alta","cassacao","cassacao","nome_completo_no_trecho",NA,"DANIEL ANTONIO GUERRA","https://data.queridodiario.ok.org.br/4305108/2019-12-26/b8b9a13cd865beef2ed343977f23246379a6bd29.pdf","Reg. no Livro de Portarias n°. 694, à folha n°. 026. VANGELISA FOGACA CASSANEGO LORANDI SECRETÁRIA MUNICIPAL DE RECURSOS HUMANOS E LOGÍSTICA Poder Legislativo DECRETO LEGISLATIVO N° 414/A, DE 22 DE DEZEMBRO DE 2019. Fica decretada a <<cassação>> do Mandato do Prefeito Municipal de Caxias do Sul, Sr. Daniel Antônio Guerra. A MESA DIRETORA DA CÂMARA MUNICIPAL DE CAXIAS DO SUL. Faz saber que o Plenário da Câmara Municipal de Caxias do Sul aprovou e a Mesa Diretora, na forma da Lei"
22,"30_alta",FALSE,"M2020_70718_13_40660_250000929669","3548500","2024-06-24","alta","licenca","licenca","nome_completo_no_trecho",NA,"BENEDITO FURTADO DE ANDRADE","https://data.queridodiario.ok.org.br/3548500/2024-06-24/57f31f5eb10de139927e24dc406ca9b5465398a7.pdf","(Requerimento C.E.V. nº 04/2024 – Processo nº 4.397/2024). JEAN RODRIGUES TEIXEIRA SECRETÁRIO LEGISLATIVO A Mesa Diretora, na 23ª Sessão Ordinária, reali- zada em 25 de abril de 2024, promulga o seguinte: RESOLUÇÃO Nº 11 21 DE JUNHO DE 2024 <<LICENÇA DO VEREADOR>> BENEDITO FURTADO DE ANDRADE, E DÁ OUTRAS PROVIDÊNCIAS Art. 1º Fica concedida a licença para tratar de assuntos de interesse particular, no período de 25/04/2024 a 26/04/2024 ao Vereador Benedito Furtado de Andrade, na forma do inciso III"
23,"30_alta",FALSE,"M2020_72435_13_45120_250000670827","3557006","2024-05-17","alta","renuncia","renuncia","nome_completo_no_trecho",NA,"THIAGO DA SILVA SCHIMING","https://data.queridodiario.ok.org.br/3557006/2024-05-17/e40323e51962fe6c8565531f1af136a443e6d449.pdf","consequentemente o Sr. Alfredo Pissinato Junior foi empossado como Vereador Suplente, no dia 9 de maio de 2024; Considerando que o renunciante é o Presidente (Titular) eleito da Câmara Municipal de Votorantim para o biênio 2023/2024; Considerando que a <<renúncia>> do Vereador Thiago da Silva Schiming tornou vago seu cargo eletivo, bem como o cargo de Presidente da Mesa Diretora; Considerando que o Regimento Interno em seu art. 4º, § 1º, determina que para substituir ou suceder o Presidente haverá um"
24,"30_alta",FALSE,"M2012_72257_13_43007_250000038738","3556206","2016-09-23","alta","cassacao","cassacao","nome_completo_no_trecho",NA,"CÉSAR ROCHA ANDRADE DA SILVA","https://data.queridodiario.ok.org.br/3556206/2016-09-23/d1e42b066ac0c89adedbfc0987b430ca93528b07.pdf","na presente data através do Ofício TRE/SP nº 2782/2016 para as devidas providências. RESOLVE: Art. 1º. É revogado o Ato nº 05, de 16 de agosto de 2016, e revigorado, a partir desta data, o Ato nº 04, de 04 de agosto de 2016, que declarou a <<perda do mandato>> eletivo do vereador César Rocha Andrade da Silva, decretada pela Justiça Eleitoral em decisão confirmada no julgamento dos embargos de declaração na Petição nº 7- 04.2016.6.26.0000. Parágrafo único. São ratificados os atos praticados na vigência"
25,"30_alta",FALSE,"M2020_75817_13_12789_160001056408","4109302","2022-04-01","alta","licenca","licenca","nome_completo_no_trecho",NA,"LEANDRO RIGO","https://data.queridodiario.ok.org.br/4109302/2022-04-01/2c7e2e95792848eea8292f8846fbff4dd17dd990.pdf","Expediente; colocou a Ata da 08ª Sessão Ordinária realizada no dia 14 de março de 2022 em discussão e votação sendo aprovada por todos os Vereadores presentes. Na sequência solicitou a leitura do Ofício nº 024/2022/ADM e informou que devido a <<Licença do Vereador>> Leandro Rigo por ter sido nomeado Secretário Municipal de Administração e Planejamento, de imediato foi convocado o suplente para tomar posse nesta Casa de Leis e na sequência convidou o Sr. Ricardo Pinaffi Cassimiro, 1º suplente do partido"
26,"30_alta",FALSE,"M2016_03018_13_40000_230000002062","1400100","2020-09-24","alta","renuncia","renuncia","nome_completo_no_trecho",NA,"RENATO ANDRADE QUEIROZ","https://data.queridodiario.ok.org.br/1400100/2020-09-24/33ba1102b22c21b55699757b2981ed35923484a5.pdf","GABINETE DA PRESIDÊNCIA ATO DA PRESIDÊNCIA N.º 003/2020 CONSIDERANDO a necessidade de suprir a vaga remanescente na Comissão Permanente deste Poder Legis- lativo Municipal, com o fi to de aprimorar os trabalhos Legis- lativos, em decorrência da <<renúncia>> do Cargo de Vereador do Município de Boa Vista pelo Vereador Renato Andrade Queiroz, através de termo próprio, consequentemente a Vice-Presidência da Comissão de Legislação, Justiça e Re- dação Final; CONSIDERANDO observância à proporcionalidade"
27,"30_alta",FALSE,"M2024_58530_13_13133_190002066784","3302700","2025-02-19","alta","licenca","licenca","nome_completo_no_trecho",NA,"HELTER VIANA FERREIRA DE ALMEIDA","https://data.queridodiario.ok.org.br/3302700/2025-02-19/1beb7d05a04bb7fea4fd39b65ae8416df19d7bd1.pdf","de Vereador, a Senhora AN- DRÉA CUNHA DA SILVA MONKEN – PT – eleito em 06 de outubro de 2024 e diplomado pelo Tribunal Eleitoral do Estado do Rio de Janeiro, no Gabinete da Presidência, a fim de tomar posse em vaga decorrente do pedido de <<licença do Vereador>> Helter Viana Ferreira de Almeida - PT, que ocupará a Secretaria de Meio Ambiente e Sustentabilidade. A Suplente empossou-se nesta data, prestando compromisso e posse, atendendo ao que preceitua o art. 91 § 1º, da Lei Orgânica do Muni- cípio"
28,"30_alta",FALSE,"M2020_75353_13_13123_160001202847","4106902","2022-06-28","alta","cassacao","cassacao","nome_completo_no_trecho",NA,"RENATO DE ALMEIDA FREITAS JUNIOR","https://data.queridodiario.ok.org.br/4106902/2022-06-28/3c90e79100ba1f12c2f5d2f4b739c94b83e35b80.pdf","CÂMARA MUNICIPAL DE CURITIBA, no uso de suas atribuições legais, RESOLVE: DECLARAR vaga uma cadeira neste Legislativo, em razão da publicação no Diário Oficial do Município nº 118, de 23 de junho de 2022, da Resolução nº 04/2022 que """"Decreta a <<perda do mandato>> do Vereador Renato de Almeida Freitas Junior"""" pelo que convocar-se-á no prazo de cinco dias úteis o Suplente do Partido dos Trabalhadores (PT) na devida ordem para tomar posse. PALÁCIO RIO BRANCO, 27 de junho de 2022. Leonidas Edson Kuzma"
29,"30_alta",FALSE,"M2020_62499_13_45100_250000921568","3507506","2021-01-19","alta","licenca","licenca","nome_completo_no_trecho",NA,"ANDRE ROGERIO BARBOSA","https://data.queridodiario.ok.org.br/3507506/2021-01-19/958720f7fde4ecf8ec2082091541c1a9da439dd6.pdf"," Walner Clayton Rodrigues Superintendente do BOTUPREV Fabiana Roberta de Barros Gerente de Benefício do BOTUPREV PODER LEGISLATIVO CÂMARA MUNICIPAL Tornamos público que em virtude de <<licença do vereador>> André Rogério Barbosa (PSDB), nomeado como Secretário Municipal, o senhor Luiz Aurélio Pagani (PSDB) tomou posse como Suplente de Vereador em 18/01/2021, na Câmara Municipal de Botucatu, tendo apresentado sua declaração de bens, que se encontra"
30,"30_alta",FALSE,"M2020_78875_13_17777_160000775291","4125605","2023-08-07","alta","cassacao","cassacao","nome_completo_no_trecho",NA,"JECIEL FERREIRA FRANCO","https://data.queridodiario.ok.org.br/4125605/2023-08-07/3ba556b855e7c956e3aa4ef3acfcf69722e3df77.pdf","2023 Declara a <<perda do mandato>> do Vereador Jeciel Ferreira Franco, conforme processo administrativo n° 001/2023, a partir de 07 de agosto de 2023. Considerando a reunião da mesa diretora realizada em 07 de agosto de 2023, às quatorze horas, no recinto da Câmara Municipal de São Mateus do Sul para tratar sobre o ofício n° 29/2023 da 12° Zona Eleitoral de São Mateus do Sul enviado para a Câmara Municipal de São Mateus do Sul em 26 de julho de 2023. Considerando que a <<perda do mandato>> é atribuição da"
31,"20_media",TRUE,"M2020_95338_11_70_270000977998","1709005","2023-10-10","media","cassacao",NA,"nome_completo_no_trecho","sem_ancora_nome_cargo_termo","MANOEL NATALINO PEREIRA SOARES","https://data.queridodiario.ok.org.br/1709005/2023-10-10/f4f6c0c90a60bbb55bb1e32db0a002df8f09b503.pdf","2023 Prefeitura Municipal de Goiatins-TO Edição 130/2023 Este é um documento assinado digitalmente usando o certificado. MANOEL NATALINO PEREIRA SOARES:79369553134 valido até 10/01/2024 31/217 §2º Nos casos dos incisos I, II, VI e VII a <<perda do mandato>> será decidida pela Câmara, por voto público de no mínimo de dois terços de seus membros, mediante provocação da Mesa ou de partido político representado na Câmara Municipal, assegurado o contraditório e a ampla defesa. §3° Nos casos dos incisos"
32,"20_media",TRUE,"M2012_74837_13_55107_160000010253","4104303","2013-01-04","media","afastamento",NA,"nome_completo_no_trecho","cargo_incompativel_com_trecho","NELITA CECILIA PIACENTINI","https://data.queridodiario.ok.org.br/4104303/2013-01-04/9f24599a14bcb1c3888ceb4b377324dc571322fd.pdf","Sessão Preparatória. Vamos ao intervalo de alguns minutos para na sequência iniciarmos a Sessão Solene de posse da Prefeita do Município de Campo Mourão-gestão 2013\2016, sua Excelência. Senhora Regina Massaretto Bronzel Dubay e, também <<posse do Vice-Prefeito>>, sua Excelência, Senhor Rodrigo Salvadori.”. Do que para constar, lavrou-se a presente ata que vai devidamente assinada. Pedro Rogério Lourenço Nespolo - Presidente Nelita Cecília Piacentini - 1o Vice-Presidente Antonio Machado"
33,"20_media",TRUE,"M2016_71358_13_45000_250000022020","3551702","2019-10-08","media","renuncia",NA,"nome_completo_no_trecho","sem_ancora_nome_cargo_termo","ACACIO AUGUSTO TOBIAS VIEIRA","https://data.queridodiario.ok.org.br/3551702/2019-10-08/2be56b244c7d73b0d66c71dd9d24cec40c4a781a.pdf","Lei Municipal nº 6.279, de 07 de agosto de 2017. Página 190 Encaminha cópia de legislações; e Ofício Segov 02/2019 Encaminha respostas de requerimentos. Câmara Municipal de Sertãozinho: Vereador Acácio Augusto Tobias Vieira Comunica a sua <<renúncia>> ao cargo de 1º Vice-Presidente da Casa de Leis. Serviço Autônomo de Água, Esgoto e Meio Ambiente de Sertãozinho SAEMAS - Ofício DT nº 19/2019 Encaminha Balancete da Receita e Despesa referente ao mês de agosto de 2019. Guarda Civil Municipal"
34,"20_media",TRUE,"M2024_70718_13_44111_250002047116","3548500","2025-05-27","media","licenca",NA,"nome_completo_no_trecho","sem_ancora_nome_cargo_termo","ADRIANO ALEX PIEMONTE","https://data.queridodiario.ok.org.br/3548500/2025-05-27/2aa58a0cf499af616d563d9f7499067013666090.pdf","PRESIDENTE ADRIANO ALEX PIEMONTE 1º SECRETÁRIO MAURICIO CESAR CAMPOS SILVA 2º SECRETÁRIO A Câmara Municipal de Santos, na 29ª Sessão Ordinária, realizada em 22 de maio de 2025, promulga o seguinte: RESOLUÇÃO Nº 20 26 DE MAIO DE 2025 <<LICENÇA DO VEREADOR>> ADILSON DOS SANTOS JUNIOR, E DÁ OUTRAS PROVIDÊNCIAS Art. 1º Fica concedida licença ao Vereador ADILSON DOS SANTOS JUNIOR para desempenhar missão temporária de interesse do Município, no período de 25/05/2025 a 30/05/2025, na forma do inciso"
