id_mandato,sg_uf,sg_ue,cargo,ano_eleicao,forma_saida,fonte_forma_saida
"M2016_20214_13_40000_150000008853","PB","20214","VEREADOR","2016","fim_regular","tce"
"M2016_20214_13_15123_150000003048","PB","20214","VEREADOR","2016","fim_regular","tce"
"M2016_20214_13_11147_150000003029","PB","20214","VEREADOR","2016","fim_regular","tce"
"M2016_20214_13_40110_150000008854","PB","20214","VEREADOR","2016","fim_regular","tce"
"M2016_20214_13_40123_150000008852","PB","20214","VEREADOR","2016","fim_regular","tce"
"M2016_20214_13_40567_150000008859","PB","20214","VEREADOR","2016","fim_regular","tce"
"M2016_20214_13_20789_150000003039","PB","20214","VEREADOR","2016","fim_regular","tce"
"M2020_20214_13_11123_150000654288","PB","20214","VEREADOR","2020","fim_regular","tce"
"M2020_20214_13_11111_150000654301","PB","20214","VEREADOR","2020","fim_regular","tce"
"M2020_20214_13_11114_150000654297","PB","20214","VEREADOR","2020","outro","tce"
"M2020_20214_13_11456_150000654300","PB","20214","VEREADOR","2020","fim_regular","tce"
"M2020_20214_13_20123_150000720480","PB","20214","VEREADOR","2020","fim_regular","tce"
"M2020_20214_13_11000_150000654302","PB","20214","VEREADOR","2020","fim_regular","tce"
"M2020_20214_13_11110_150000654304","PB","20214","VEREADOR","2020","fim_regular","tce"
"M2020_20214_13_11567_150000654298","PB","20214","VEREADOR","2020","outro","tce"
"M2020_20214_13_11222_150000654290","PB","20214","VEREADOR","2020","fim_regular","tce"
"M2020_20214_13_11444_150000654295","PB","20214","VEREADOR","2020","fim_regular","tce"
"M2020_20214_13_11555_150000654291","PB","20214","VEREADOR","2020","fim_regular","tce"
"M2020_20214_13_20120_150000720488","PB","20214","VEREADOR","2020","fim_regular","tce"
"M2020_20214_13_20789_150000720483","PB","20214","VEREADOR","2020","fim_regular","tce"
"M2012_20230_13_15123_150000008517","PB","20230","VEREADOR","2012","fim_regular","tce"
"M2012_20230_13_22222_150000008526","PB","20230","VEREADOR","2012","fim_regular","tce"
"M2012_20230_13_15000_150000008521","PB","20230","VEREADOR","2012","fim_regular","tce"
"M2012_20230_13_25555_150000001737","PB","20230","VEREADOR","2012","fim_regular","tce"
"M2012_20230_13_13123_150000007825","PB","20230","VEREADOR","2012","fim_regular","tce"
"M2012_20230_13_17123_150000001728","PB","20230","VEREADOR","2012","fim_regular","tce"
"M2012_20230_13_40000_150000001724","PB","20230","VEREADOR","2012","fim_regular","tce"
"M2012_20230_13_40123_150000001723","PB","20230","VEREADOR","2012","fim_regular","tce"
"M2016_20230_13_40111_150000003231","PB","20230","VEREADOR","2016","fim_regular","tce"
"M2016_20230_13_15123_150000002218","PB","20230","VEREADOR","2016","fim_regular","tce"
"M2016_20230_13_77777_150000002210","PB","20230","VEREADOR","2016","fim_regular","tce"
"M2016_20230_13_15999_150000002206","PB","20230","VEREADOR","2016","fim_regular","tce"
"M2016_20230_13_40000_150000003232","PB","20230","VEREADOR","2016","fim_regular","tce"
"M2016_20230_13_11234_150000002208","PB","20230","VEREADOR","2016","outro","tce"
"M2016_20230_13_40777_150000003233","PB","20230","VEREADOR","2016","fim_regular","tce"
"M2016_20230_13_55123_150000002221","PB","20230","VEREADOR","2016","fim_regular","tce"
"M2016_20230_13_40222_150000003236","PB","20230","VEREADOR","2016","fim_regular","tce"
"M2020_20230_13_15555_150000735444","PB","20230","VEREADOR","2020","fim_regular","tce"
"M2020_20230_13_23789_150000667845","PB","20230","VEREADOR","2020","fim_regular","tce"
"M2020_20230_13_15777_150000735440","PB","20230","VEREADOR","2020","fim_regular","tce"
"M2020_20230_13_15999_150000735434","PB","20230","VEREADOR","2020","fim_regular","tce"
"M2020_20230_13_23000_150000667838","PB","20230","VEREADOR","2020","fim_regular","tce"
"M2020_20230_13_14333_150000667740","PB","20230","VEREADOR","2020","fim_regular","tce"
"M2020_20230_13_14567_150000667727","PB","20230","VEREADOR","2020","fim_regular","tce"
"M2020_20230_13_15456_150000735436","PB","20230","VEREADOR","2020","fim_regular","tce"
"M2020_20230_13_23333_150000667839","PB","20230","VEREADOR","2020","fim_regular","tce"
"M2012_20257_13_55666_150000001331","PB","20257","VEREADOR","2012","fim_regular","tce"
"M2012_20257_13_33333_150000001576","PB","20257","VEREADOR","2012","fim_regular","tce"
"M2012_20257_13_33111_150000001582","PB","20257","VEREADOR","2012","fim_regular","tce"
"M2012_20257_13_33444_150000001581","PB","20257","VEREADOR","2012","fim_regular","tce"
"M2012_20257_13_33666_150000001585","PB","20257","VEREADOR","2012","fim_regular","tce"
"M2012_20257_13_33777_150000001578","PB","20257","VEREADOR","2012","fim_regular","tce"
"M2012_20257_13_40000_150000001328","PB","20257","VEREADOR","2012","fim_regular","tce"
"M2012_20257_13_40888_150000001333","PB","20257","VEREADOR","2012","fim_regular","tce"
"M2012_20257_13_25444_150000001320","PB","20257","VEREADOR","2012","fim_regular","tce"
"M2016_20257_13_55666_150000007217","PB","20257","VEREADOR","2016","fim_regular","tce"
"M2016_20257_13_33666_150000000788","PB","20257","VEREADOR","2016","fim_regular","tce"
"M2016_20257_13_55777_150000007220","PB","20257","VEREADOR","2016","outro","tce"
"M2016_20257_13_40000_150000007211","PB","20257","VEREADOR","2016","fim_regular","tce"
"M2016_20257_13_40888_150000007212","PB","20257","VEREADOR","2016","fim_regular","tce"
"M2016_20257_13_15555_150000000781","PB","20257","VEREADOR","2016","fim_regular","tce"
"M2016_20257_13_45000_150000000783","PB","20257","VEREADOR","2016","fim_regular","tce"
"M2016_20257_13_45123_150000000786","PB","20257","VEREADOR","2016","fim_regular","tce"
"M2016_20257_13_25444_150000007214","PB","20257","VEREADOR","2016","fim_regular","tce"
"M2020_20257_13_15666_150000635308","PB","20257","VEREADOR","2020","fim_regular","tce"
"M2020_20257_13_23777_150000642638","PB","20257","VEREADOR","2020","fim_regular","tce"
"M2020_20257_13_40888_150000645993","PB","20257","VEREADOR","2020","fim_regular","tce"
"M2020_20257_13_15000_150000635309","PB","20257","VEREADOR","2020","fim_regular","tce"
"M2020_20257_13_15123_150000635306","PB","20257","VEREADOR","2020","fim_regular","tce"
"M2020_20257_13_23444_150000642635","PB","20257","VEREADOR","2020","fim_regular","tce"
"M2020_20257_13_23789_150000642634","PB","20257","VEREADOR","2020","fim_regular","tce"
"M2020_20257_13_40123_150000645992","PB","20257","VEREADOR","2020","fim_regular","tce"
"M2020_20257_13_40444_150000645990","PB","20257","VEREADOR","2020","fim_regular","tce"
"M2012_20311_13_13000_150000003133","PB","20311","VEREADOR","2012","fim_regular","tce"
"M2012_20311_13_20220_150000005517","PB","20311","VEREADOR","2012","fim_regular","tce"
"M2012_20311_13_14111_150000005509","PB","20311","VEREADOR","2012","fim_regular","tce"
"M2012_20311_13_22222_150000003135","PB","20311","VEREADOR","2012","fim_regular","tce"
"M2012_20311_13_43444_150000003131","PB","20311","VEREADOR","2012","fim_regular","tce"
"M2012_20311_13_45678_150000003128","PB","20311","VEREADOR","2012","fim_regular","tce"
"M2012_20311_13_13333_150000003136","PB","20311","VEREADOR","2012","fim_regular","tce"
"M2012_20311_13_25800_150000005510","PB","20311","VEREADOR","2012","outro","tce"
"M2012_20311_13_55555_150000005516","PB","20311","VEREADOR","2012","fim_regular","tce"
"M2016_20311_13_13222_150000007137","PB","20311","VEREADOR","2016","fim_regular","tce"
"M2016_20311_13_20220_150000012002","PB","20311","VEREADOR","2016","fim_regular","tce"
"M2016_20311_13_55111_150000011992","PB","20311","VEREADOR","2016","fim_regular","tce"
"M2016_20311_13_45678_150000011994","PB","20311","VEREADOR","2016","fim_regular","tce"
"M2016_20311_13_13111_150000007129","PB","20311","VEREADOR","2016","fim_regular","tce"
"M2016_20311_13_40000_150000012005","PB","20311","VEREADOR","2016","fim_regular","tce"
"M2016_20311_13_15555_150000011998","PB","20311","VEREADOR","2016","fim_regular","tce"
"M2016_20311_13_55555_150000011993","PB","20311","VEREADOR","2016","outro","tce"
"M2020_20311_13_13000_150001028716","PB","20311","VEREADOR","2020","fim_regular","tce"
"M2020_20311_13_10333_150000932038","PB","20311","VEREADOR","2020","outro","tce"
"M2020_20311_13_10444_150000932039","PB","20311","VEREADOR","2020","fim_regular","tce"
"M2020_20311_13_10789_150000932034","PB","20311","VEREADOR","2020","fim_regular","tce"
"M2020_20311_13_10888_150000932041","PB","20311","VEREADOR","2020","fim_regular","tce"
"M2020_20311_13_10123_150000932043","PB","20311","VEREADOR","2020","fim_regular","tce"
"M2012_20338_13_13123_150000006821","PB","20338","VEREADOR","2012","fim_regular","tce"
"M2012_20338_13_15111_150000006822","PB","20338","VEREADOR","2012","fim_regular","tce"
"M2012_20338_13_54444_150000006823","PB","20338","VEREADOR","2012","outro","tce"
"M2012_20338_13_45555_150000002905","PB","20338","VEREADOR","2012","fim_regular","tce"
"M2012_20338_13_13333_150000006815","PB","20338","VEREADOR","2012","fim_regular","tce"
"M2012_20338_13_15678_150000006820","PB","20338","VEREADOR","2012","fim_regular","tce"
"M2012_20338_13_15555_150000006814","PB","20338","VEREADOR","2012","fim_regular","tce"
"M2012_20338_13_45678_150000002907","PB","20338","VEREADOR","2012","fim_regular","tce"
"M2016_20338_13_40123_150000009869","PB","20338","VEREADOR","2016","fim_regular","tce"
"M2016_20338_13_40111_150000009874","PB","20338","VEREADOR","2016","outro","tce"
"M2016_20338_13_40555_150000009867","PB","20338","VEREADOR","2016","fim_regular","tce"
"M2016_20338_13_40999_150000009870","PB","20338","VEREADOR","2016","fim_regular","tce"
"M2016_20338_13_65555_150000004134","PB","20338","VEREADOR","2016","fim_regular","tce"
"M2012_20354_13_25555_150000003464","PB","20354","VEREADOR","2012","fim_regular","tce"
"M2012_20354_13_55555_150000001551","PB","20354","VEREADOR","2012","fim_regular","tce"
"M2012_20354_13_12345_150000001558","PB","20354","VEREADOR","2012","fim_regular","tce"
"M2012_20354_13_14789_150000001554","PB","20354","VEREADOR","2012","fim_regular","tce"
"M2012_20354_13_40111_150000003462","PB","20354","VEREADOR","2012","fim_regular","tce"
"M2012_20354_13_40789_150000003463","PB","20354","VEREADOR","2012","fim_regular","tce"
"M2012_20354_13_55777_150000001556","PB","20354","VEREADOR","2012","fim_regular","tce"
"M2016_20354_13_25555_150000005080","PB","20354","VEREADOR","2016","fim_regular","tce"
"M2016_20354_13_55555_150000005088","PB","20354","VEREADOR","2016","fim_regular","tce"
"M2016_20354_13_40111_150000004234","PB","20354","VEREADOR","2016","fim_regular","tce"
"M2016_20354_13_40789_150000004233","PB","20354","VEREADOR","2016","fim_regular","tce"
"M2016_20354_13_40123_150000004230","PB","20354","VEREADOR","2016","fim_regular","tce"
"M2016_20354_13_40456_150000004235","PB","20354","VEREADOR","2016","outro","tce"
"M2016_20354_13_55222_150000005084","PB","20354","VEREADOR","2016","fim_regular","tce"
"M2016_20354_13_55444_150000005091","PB","20354","VEREADOR","2016","fim_regular","tce"
"M2016_20354_13_55888_150000005087","PB","20354","VEREADOR","2016","fim_regular","tce"
"M2020_20354_13_55789_150000932992","PB","20354","VEREADOR","2020","fim_regular","tce"
"M2020_20354_13_23456_150001199245","PB","20354","VEREADOR","2020","fim_regular","tce"
"M2020_20354_13_23789_150001199250","PB","20354","VEREADOR","2020","fim_regular","tce"
"M2020_20354_13_55444_150000933001","PB","20354","VEREADOR","2020","fim_regular","tce"
"M2020_20354_13_23333_150001199244","PB","20354","VEREADOR","2020","fim_regular","tce"
"M2020_20354_13_55000_150000932996","PB","20354","VEREADOR","2020","fim_regular","tce"
"M2020_20354_13_55123_150000932997","PB","20354","VEREADOR","2020","fim_regular","tce"
"M2020_20354_13_55777_150000932999","PB","20354","VEREADOR","2020","outro","tce"
"M2012_20370_13_55555_150000007726","PB","20370","VEREADOR","2012","outro","tce"
"M2012_20370_13_14111_150000012248","PB","20370","VEREADOR","2012","fim_regular","tce"
"M2012_20370_13_15456_150000012130","PB","20370","VEREADOR","2012","fim_regular","tce"
"M2012_20370_13_27777_150000007691","PB","20370","VEREADOR","2012","fim_regular","tce"
"M2012_20370_13_15555_150000012125","PB","20370","VEREADOR","2012","fim_regular","tce"
"M2012_20370_13_17123_150000012255","PB","20370","VEREADOR","2012","fim_regular","tce"
"M2012_20370_13_17777_150000012253","PB","20370","VEREADOR","2012","fim_regular","tce"
"M2012_20370_13_25555_150000007694","PB","20370","VEREADOR","2012","fim_regular","tce"
"M2012_20370_13_40000_150000007732","PB","20370","VEREADOR","2012","fim_regular","tce"
"M2016_20370_13_20000_150000006036","PB","20370","VEREADOR","2016","fim_regular","tce"
"M2016_20370_13_27777_150000005599","PB","20370","VEREADOR","2016","fim_regular","tce"
"M2016_20370_13_17777_150000009969","PB","20370","VEREADOR","2016","fim_regular","tce"
"M2016_20370_13_25555_150000005608","PB","20370","VEREADOR","2016","fim_regular","tce"
"M2016_20370_13_10222_150000006034","PB","20370","VEREADOR","2016","fim_regular","tce"
"M2016_20370_13_12222_150000010050","PB","20370","VEREADOR","2016","fim_regular","tce"
"M2016_20370_13_36666_150000009978","PB","20370","VEREADOR","2016","fim_regular","tce"
"M2016_20370_13_40222_150000005824","PB","20370","VEREADOR","2016","fim_regular","tce"
"M2016_20370_13_40555_150000005826","PB","20370","VEREADOR","2016","fim_regular","tce"
"M2016_20370_13_44444_150000005825","PB","20370","VEREADOR","2016","fim_regular","tce"
"M2012_20419_13_14610_150000006145","PB","20419","VEREADOR","2012","fim_regular","tce"
"M2012_20419_13_14622_150000006155","PB","20419","VEREADOR","2012","fim_regular","tce"
"M2012_20419_13_15621_150000003290","PB","20419","VEREADOR","2012","fim_regular","tce"
"M2012_20419_13_15678_150000003287","PB","20419","VEREADOR","2012","fim_regular","tce"
"M2012_20419_13_20123_150000004063","PB","20419","VEREADOR","2012","fim_regular","tce"
"M2012_20419_13_40111_150000006154","PB","20419","VEREADOR","2012","outro","tce"
"M2012_20419_13_45123_150000003300","PB","20419","VEREADOR","2012","fim_regular","tce"
"M2012_20419_13_45222_150000003289","PB","20419","VEREADOR","2012","fim_regular","tce"
"M2012_20419_13_45789_150000003288","PB","20419","VEREADOR","2012","fim_regular","tce"
"M2016_20419_13_15610_150000005420","PB","20419","VEREADOR","2016","fim_regular","tce"
"M2016_20419_13_14567_150000005424","PB","20419","VEREADOR","2016","fim_regular","tce"
"M2016_20419_13_31111_150000005422","PB","20419","VEREADOR","2016","fim_regular","tce"
"M2016_20419_13_15555_150000005415","PB","20419","VEREADOR","2016","outro","tce"
"M2016_20419_13_11615_150000006012","PB","20419","VEREADOR","2016","fim_regular","tce"
"M2016_20419_13_13456_150000006017","PB","20419","VEREADOR","2016","fim_regular","tce"
"M2016_20419_13_33330_150000004262","PB","20419","VEREADOR","2016","fim_regular","tce"
"M2016_20419_13_33999_150000004248","PB","20419","VEREADOR","2016","fim_regular","tce"
"M2016_20419_13_44123_150000004274","PB","20419","VEREADOR","2016","fim_regular","tce"
"M2020_20419_13_25610_150001074102","PB","20419","VEREADOR","2020","fim_regular","tce"
"M2020_20419_13_77678_150001196733","PB","20419","VEREADOR","2020","fim_regular","tce"
"M2020_20419_13_25615_150001074098","PB","20419","VEREADOR","2020","outro","tce"
"M2020_20419_13_25888_150001074096","PB","20419","VEREADOR","2020","fim_regular","tce"
"M2020_20419_13_23456_150001196311","PB","20419","VEREADOR","2020","fim_regular","tce"
"M2020_20419_13_70456_150000912560","PB","20419","VEREADOR","2020","fim_regular","tce"
"M2020_20419_13_70888_150000912571","PB","20419","VEREADOR","2020","fim_regular","tce"
"M2020_20419_13_77111_150001196738","PB","20419","VEREADOR","2020","fim_regular","tce"
"M2020_20419_13_25123_150001074109","PB","20419","VEREADOR","2020","fim_regular","tce"
"M2012_20435_13_11555_150000012919","PB","20435","VEREADOR","2012","fim_regular","tce"
"M2012_20435_13_15999_150000012643","PB","20435","VEREADOR","2012","outro","tce"
"M2012_20435_13_25123_150000012640","PB","20435","VEREADOR","2012","fim_regular","tce"
"M2012_20435_13_25555_150000012653","PB","20435","VEREADOR","2012","fim_regular","tce"
"M2012_20435_13_40123_150000012655","PB","20435","VEREADOR","2012","fim_regular","tce"
"M2012_20435_13_45115_150000012652","PB","20435","VEREADOR","2012","fim_regular","tce"
"M2012_20435_13_15555_150000012650","PB","20435","VEREADOR","2012","fim_regular","tce"
"M2012_20435_13_55110_150000012922","PB","20435","VEREADOR","2012","fim_regular","tce"
"M2012_20435_13_15777_150000012642","PB","20435","VEREADOR","2012","fim_regular","tce"
"M2016_20435_13_11333_150000008176","PB","20435","VEREADOR","2016","fim_regular","tce"
"M2016_20435_13_40123_150000008177","PB","20435","VEREADOR","2016","fim_regular","tce"
"M2016_20435_13_11111_150000008180","PB","20435","VEREADOR","2016","fim_regular","tce"
"M2016_20435_13_45115_150000008183","PB","20435","VEREADOR","2016","fim_regular","tce"
"M2016_20435_13_12222_150000008525","PB","20435","VEREADOR","2016","fim_regular","tce"
"M2016_20435_13_13123_150000008173","PB","20435","VEREADOR","2016","fim_regular","tce"
"M2016_20435_13_15888_150000008187","PB","20435","VEREADOR","2016","fim_regular","tce"
"M2016_20435_13_25111_150000008515","PB","20435","VEREADOR","2016","outro","tce"
"M2016_20435_13_25666_150000008518","PB","20435","VEREADOR","2016","fim_regular","tce"
"M2016_20435_13_25888_150000008512","PB","20435","VEREADOR","2016","fim_regular","tce"
"M2016_20435_13_25555_150000008519","PB","20435","VEREADOR","2016","fim_regular","tce"
"M2020_20435_13_11333_150000970939","PB","20435","VEREADOR","2020","fim_regular","tce"
"M2020_20435_13_25999_150000967854","PB","20435","VEREADOR","2020","fim_regular","tce"
"M2020_20435_13_25123_150000967856","PB","20435","VEREADOR","2020","fim_regular","tce"
"M2020_20435_13_25115_150000967862","PB","20435","VEREADOR","2020","fim_regular","tce"
"M2020_20435_13_11123_150000970946","PB","20435","VEREADOR","2020","fim_regular","tce"
"M2020_20435_13_25111_150000967859","PB","20435","VEREADOR","2020","fim_regular","tce"
"M2020_20435_13_25666_150000967857","PB","20435","VEREADOR","2020","fim_regular","tce"
"M2020_20435_13_23000_150001250319","PB","20435","VEREADOR","2020","fim_regular","tce"
"M2020_20435_13_23456_150001250311","PB","20435","VEREADOR","2020","fim_regular","tce"
"M2020_20435_13_25333_150000967855","PB","20435","VEREADOR","2020","fim_regular","tce"
"M2020_20435_13_25555_150000967858","PB","20435","VEREADOR","2020","outro","tce"
"M2012_20451_13_45123_150000011689","PB","20451","VEREADOR","2012","fim_regular","tce"
"M2012_20451_13_15613_150000000282","PB","20451","VEREADOR","2012","fim_regular","tce"
"M2012_20451_13_25611_150000011693","PB","20451","VEREADOR","2012","fim_regular","tce"
"M2012_20451_13_23456_150000011690","PB","20451","VEREADOR","2012","fim_regular","tce"
"M2012_20451_13_55000_150000012630","PB","20451","VEREADOR","2012","fim_regular","tce"
"M2012_20451_13_15000_150000000281","PB","20451","VEREADOR","2012","fim_regular","tce"
"M2012_20451_13_45622_150000011684","PB","20451","VEREADOR","2012","fim_regular","tce"
"M2016_20451_13_55123_150000006491","PB","20451","VEREADOR","2016","fim_regular","tce"
"M2016_20451_13_40000_150000006483","PB","20451","VEREADOR","2016","fim_regular","tce"
"M2016_20451_13_25611_150000006494","PB","20451","VEREADOR","2016","fim_regular","tce"
"M2016_20451_13_23456_150000006488","PB","20451","VEREADOR","2016","fim_regular","tce"
"M2016_20451_13_55555_150000006486","PB","20451","VEREADOR","2016","fim_regular","tce"
"M2016_20451_13_40123_150000006489","PB","20451","VEREADOR","2016","outro","tce"
"M2016_20451_13_15555_150000006661","PB","20451","VEREADOR","2016","fim_regular","tce"
"M2016_20451_13_15678_150000006665","PB","20451","VEREADOR","2016","fim_regular","tce"
"M2012_20478_13_14222_150000013352","PB","20478","VEREADOR","2012","fim_regular","tce"
"M2012_20478_13_55555_150000001834","PB","20478","VEREADOR","2012","fim_regular","tce"
"M2012_20478_13_40000_150000001839","PB","20478","VEREADOR","2012","fim_regular","tce"
"M2012_20478_13_15123_150000001847","PB","20478","VEREADOR","2012","fim_regular","tce"
"M2012_20478_13_15604_150000001840","PB","20478","VEREADOR","2012","outro","tce"
"M2012_20478_13_15333_150000001845","PB","20478","VEREADOR","2012","fim_regular","tce"
"M2012_20478_13_22222_150000013345","PB","20478","VEREADOR","2012","fim_regular","tce"
"M2012_20478_13_43333_150000013382","PB","20478","VEREADOR","2012","fim_regular","tce"
"M2012_20478_13_45666_150000013347","PB","20478","VEREADOR","2012","fim_regular","tce"
"M2016_20478_13_15222_150000005559","PB","20478","VEREADOR","2016","outro","tce"
"M2016_20478_13_14555_150000006689","PB","20478","VEREADOR","2016","fim_regular","tce"
"M2016_20478_13_40000_150000006688","PB","20478","VEREADOR","2016","fim_regular","tce"
"M2016_20478_13_55555_150000005565","PB","20478","VEREADOR","2016","fim_regular","tce"
"M2016_20478_13_40604_150000006696","PB","20478","VEREADOR","2016","fim_regular","tce"
"M2016_20478_13_14444_150000006698","PB","20478","VEREADOR","2016","fim_regular","tce"
"M2016_20478_13_14123_150000006700","PB","20478","VEREADOR","2016","fim_regular","tce"
"M2016_20478_13_40123_150000006693","PB","20478","VEREADOR","2016","fim_regular","tce"
"M2016_20478_13_44444_150000005550","PB","20478","VEREADOR","2016","fim_regular","tce"
"M2020_20478_13_12222_150000782456","PB","20478","VEREADOR","2020","fim_regular","tce"
"M2020_20478_13_55555_150000774514","PB","20478","VEREADOR","2020","fim_regular","tce"
"M2020_20478_13_12604_150000782455","PB","20478","VEREADOR","2020","fim_regular","tce"
"M2020_20478_13_12555_150000782451","PB","20478","VEREADOR","2020","fim_regular","tce"
"M2020_20478_13_12123_150000782454","PB","20478","VEREADOR","2020","fim_regular","tce"
"M2020_20478_13_12111_150000782450","PB","20478","VEREADOR","2020","fim_regular","tce"
"M2020_20478_13_43333_150000982600","PB","20478","VEREADOR","2020","fim_regular","tce"
"M2012_20494_13_23333_150000000861","PB","20494","VEREADOR","2012","outro","tce"
"M2012_20494_13_12222_150000010866","PB","20494","VEREADOR","2012","outro","tce"
"M2012_20494_13_15620_150000000854","PB","20494","VEREADOR","2012","outro","tce"
"M2012_20494_13_22345_150000011382","PB","20494","VEREADOR","2012","outro","tce"
"M2012_20494_13_55555_150000000856","PB","20494","VEREADOR","2012","outro","tce"
"M2012_20494_13_10123_150000011383","PB","20494","VEREADOR","2012","outro","tce"
"M2012_20494_13_23456_150000000855","PB","20494","VEREADOR","2012","outro","tce"
"M2012_20494_13_33333_150000010868","PB","20494","VEREADOR","2012","outro","tce"
"M2012_20494_13_12111_150000010858","PB","20494","VEREADOR","2012","outro","tce"
"M2020_20494_13_23333_150000978656","PB","20494","VEREADOR","2020","fim_regular","tce"
"M2020_20494_13_11333_150000986060","PB","20494","VEREADOR","2020","fim_regular","tce"
"M2020_20494_13_23123_150000978655","PB","20494","VEREADOR","2020","fim_regular","tce"
"M2020_20494_13_11222_150000986059","PB","20494","VEREADOR","2020","fim_regular","tce"
"M2020_20494_13_11111_150000986065","PB","20494","VEREADOR","2020","fim_regular","tce"
"M2020_20494_13_11456_150000986061","PB","20494","VEREADOR","2020","fim_regular","tce"
"M2020_20494_13_23789_150000978660","PB","20494","VEREADOR","2020","fim_regular","tce"
"M2020_20494_13_23111_150000978657","PB","20494","VEREADOR","2020","fim_regular","tce"
"M2012_20532_13_10999_150000004281","PB","20532","VEREADOR","2012","fim_regular","tce"
"M2012_20532_13_15555_150000004282","PB","20532","VEREADOR","2012","fim_regular","tce"
"M2012_20532_13_25555_150000005066","PB","20532","VEREADOR","2012","fim_regular","tce"
"M2012_20532_13_19555_150000004687","PB","20532","VEREADOR","2012","fim_regular","tce"
"M2012_20532_13_19999_150000004681","PB","20532","VEREADOR","2012","fim_regular","tce"
"M2012_20532_13_20000_150000004284","PB","20532","VEREADOR","2012","outro","tce"
"M2012_20532_13_31111_150000004293","PB","20532","VEREADOR","2012","outro","tce"
"M2012_20532_13_12222_150000004283","PB","20532","VEREADOR","2012","fim_regular","tce"
"M2016_20532_13_40000_150000004760","PB","20532","VEREADOR","2016","fim_regular","tce"
"M2016_20532_13_15555_150000002387","PB","20532","VEREADOR","2016","fim_regular","tce"
"M2016_20532_13_19555_150000002388","PB","20532","VEREADOR","2016","fim_regular","tce"
"M2016_20532_13_19999_150000002389","PB","20532","VEREADOR","2016","fim_regular","tce"
"M2016_20532_13_10555_150000002384","PB","20532","VEREADOR","2016","fim_regular","tce"
"M2016_20532_13_33333_150000004755","PB","20532","VEREADOR","2016","fim_regular","tce"
"M2016_20532_13_51111_150000004756","PB","20532","VEREADOR","2016","fim_regular","tce"
"M2016_20532_13_65555_150000002395","PB","20532","VEREADOR","2016","outro","tce"
"M2016_20532_13_77777_150000004761","PB","20532","VEREADOR","2016","fim_regular","tce"
"M2020_20532_13_55000_150000918200","PB","20532","VEREADOR","2020","fim_regular","tce"
"M2020_20532_13_55123_150000918209","PB","20532","VEREADOR","2020","outro","tce"
"M2020_20532_13_33444_150000841893","PB","20532","VEREADOR","2020","fim_regular","tce"
"M2020_20532_13_55666_150000918197","PB","20532","VEREADOR","2020","fim_regular","tce"
"M2020_20532_13_33333_150000841886","PB","20532","VEREADOR","2020","fim_regular","tce"
"M2020_20532_13_55999_150000918201","PB","20532","VEREADOR","2020","fim_regular","tce"
"M2020_20532_13_23777_150000766118","PB","20532","VEREADOR","2020","fim_regular","tce"
"M2020_20532_13_55456_150000918199","PB","20532","VEREADOR","2020","fim_regular","tce"
"M2020_20532_13_33222_150000841892","PB","20532","VEREADOR","2020","fim_regular","tce"
"M2012_20559_13_45111_150000012467","PB","20559","VEREADOR","2012","fim_regular","tce"
"M2012_20559_13_55630_150000012218","PB","20559","VEREADOR","2012","outro","tce"
"M2012_20559_13_13000_150000011855","PB","20559","VEREADOR","2012","fim_regular","tce"
"M2012_20559_13_13123_150000011850","PB","20559","VEREADOR","2012","fim_regular","tce"
"M2012_20559_13_14000_150000011227","PB","20559","VEREADOR","2012","fim_regular","tce"
"M2012_20559_13_14777_150000011228","PB","20559","VEREADOR","2012","fim_regular","tce"
"M2012_20559_13_14789_150000011229","PB","20559","VEREADOR","2012","fim_regular","tce"
"M2012_20559_13_22369_150000012470","PB","20559","VEREADOR","2012","fim_regular","tce"
"M2012_20559_13_33456_150000012228","PB","20559","VEREADOR","2012","fim_regular","tce"
"M2016_20559_13_40123_150000001547","PB","20559","VEREADOR","2016","fim_regular","tce"
"M2016_20559_13_15555_150000006867","PB","20559","VEREADOR","2016","fim_regular","tce"
"M2016_20559_13_12333_150000007851","PB","20559","VEREADOR","2016","fim_regular","tce"
"M2016_20559_13_15123_150000006868","PB","20559","VEREADOR","2016","fim_regular","tce"
"M2016_20559_13_15333_150000006869","PB","20559","VEREADOR","2016","fim_regular","tce"
"M2016_20559_13_54123_150000003284","PB","20559","VEREADOR","2016","fim_regular","tce"
"M2016_20559_13_70444_150000001551","PB","20559","VEREADOR","2016","fim_regular","tce"
"M2016_20559_13_70456_150000001537","PB","20559","VEREADOR","2016","fim_regular","tce"
"M2016_20559_13_90999_150000003272","PB","20559","VEREADOR","2016","outro","tce"
"M2020_20559_13_55111_150000925622","PB","20559","VEREADOR","2020","outro","tce"
"M2020_20559_13_25678_150001112599","PB","20559","VEREADOR","2020","fim_regular","tce"
"M2020_20559_13_10123_150001192215","PB","20559","VEREADOR","2020","fim_regular","tce"
"M2020_20559_13_10321_150001192219","PB","20559","VEREADOR","2020","fim_regular","tce"
"M2020_20559_13_10000_150001192209","PB","20559","VEREADOR","2020","fim_regular","tce"
"M2020_20559_13_70456_150001110985","PB","20559","VEREADOR","2020","fim_regular","tce"
"M2020_20559_13_10222_150001192213","PB","20559","VEREADOR","2020","fim_regular","tce"
"M2020_20559_13_10456_150001192212","PB","20559","VEREADOR","2020","fim_regular","tce"
