ano,sigla_uf,cargo_n,bocel,bd,dif,pct_dif
1998,DF,deputado distrital,24,0,24,
2002,DF,deputado distrital,24,24,0,0.0
2006,DF,deputado distrital,24,24,0,0.0
2010,DF,deputado distrital,24,24,0,0.0
2014,DF,deputado distrital,24,24,0,0.0
2018,DF,deputado distrital,24,24,0,0.0
2022,DF,deputado distrital,24,24,0,0.0
1998,AC,deputado estadual,24,24,0,0.0
1998,AL,deputado estadual,27,27,0,0.0
1998,AM,deputado estadual,24,24,0,0.0
1998,AP,deputado estadual,24,24,0,0.0
1998,BA,deputado estadual,63,63,0,0.0
1998,CE,deputado estadual,46,46,0,0.0
1998,ES,deputado estadual,30,30,0,0.0
1998,GO,deputado estadual,41,41,0,0.0
1998,MA,deputado estadual,42,42,0,0.0
1998,MG,deputado estadual,77,77,0,0.0
1998,MS,deputado estadual,24,24,0,0.0
1998,MT,deputado estadual,24,24,0,0.0
1998,PA,deputado estadual,41,41,0,0.0
1998,PB,deputado estadual,36,37,-1,-2.7
1998,PE,deputado estadual,49,49,0,0.0
1998,PI,deputado estadual,30,30,0,0.0
1998,PR,deputado estadual,54,54,0,0.0
1998,RJ,deputado estadual,70,70,0,0.0
1998,RN,deputado estadual,24,24,0,0.0
1998,RO,deputado estadual,24,24,0,0.0
1998,RR,deputado estadual,24,24,0,0.0
1998,RS,deputado estadual,55,55,0,0.0
1998,SC,deputado estadual,40,40,0,0.0
1998,SE,deputado estadual,24,24,0,0.0
1998,SP,deputado estadual,94,95,-1,-1.05
1998,TO,deputado estadual,24,24,0,0.0
2002,AC,deputado estadual,24,24,0,0.0
2002,AL,deputado estadual,27,27,0,0.0
2002,AM,deputado estadual,24,24,0,0.0
2002,AP,deputado estadual,24,24,0,0.0
2002,BA,deputado estadual,63,63,0,0.0
2002,CE,deputado estadual,46,46,0,0.0
2002,ES,deputado estadual,30,30,0,0.0
2002,GO,deputado estadual,41,41,0,0.0
2002,MA,deputado estadual,42,42,0,0.0
2002,MG,deputado estadual,77,77,0,0.0
2002,MS,deputado estadual,24,24,0,0.0
2002,MT,deputado estadual,24,24,0,0.0
2002,PA,deputado estadual,41,41,0,0.0
2002,PB,deputado estadual,36,36,0,0.0
2002,PE,deputado estadual,49,49,0,0.0
2002,PI,deputado estadual,30,30,0,0.0
2002,PR,deputado estadual,54,54,0,0.0
2002,RJ,deputado estadual,70,70,0,0.0
2002,RN,deputado estadual,24,24,0,0.0
2002,RO,deputado estadual,24,24,0,0.0
2002,RR,deputado estadual,24,24,0,0.0
2002,RS,deputado estadual,55,55,0,0.0
2002,SC,deputado estadual,40,40,0,0.0
2002,SE,deputado estadual,24,24,0,0.0
2002,SP,deputado estadual,94,94,0,0.0
2002,TO,deputado estadual,24,24,0,0.0
2006,AC,deputado estadual,24,24,0,0.0
2006,AL,deputado estadual,27,27,0,0.0
2006,AM,deputado estadual,24,24,0,0.0
2006,AP,deputado estadual,24,24,0,0.0
2006,BA,deputado estadual,63,63,0,0.0
2006,CE,deputado estadual,46,46,0,0.0
2006,ES,deputado estadual,30,30,0,0.0
2006,GO,deputado estadual,41,41,0,0.0
2006,MA,deputado estadual,42,42,0,0.0
2006,MG,deputado estadual,77,77,0,0.0
2006,MS,deputado estadual,24,24,0,0.0
2006,MT,deputado estadual,24,24,0,0.0
2006,PA,deputado estadual,41,41,0,0.0
2006,PB,deputado estadual,36,36,0,0.0
2006,PE,deputado estadual,49,49,0,0.0
2006,PI,deputado estadual,30,30,0,0.0
2006,PR,deputado estadual,54,54,0,0.0
2006,RJ,deputado estadual,70,70,0,0.0
2006,RN,deputado estadual,24,24,0,0.0
2006,RO,deputado estadual,24,24,0,0.0
2006,RR,deputado estadual,24,24,0,0.0
2006,RS,deputado estadual,55,55,0,0.0
2006,SC,deputado estadual,40,40,0,0.0
2006,SE,deputado estadual,24,24,0,0.0
2006,SP,deputado estadual,94,94,0,0.0
2006,TO,deputado estadual,24,24,0,0.0
2010,AC,deputado estadual,24,24,0,0.0
2010,AL,deputado estadual,27,27,0,0.0
2010,AM,deputado estadual,24,24,0,0.0
2010,AP,deputado estadual,24,24,0,0.0
2010,BA,deputado estadual,63,63,0,0.0
2010,CE,deputado estadual,46,46,0,0.0
2010,ES,deputado estadual,30,30,0,0.0
2010,GO,deputado estadual,41,41,0,0.0
2010,MA,deputado estadual,42,42,0,0.0
2010,MG,deputado estadual,77,77,0,0.0
2010,MS,deputado estadual,24,24,0,0.0
2010,MT,deputado estadual,24,24,0,0.0
2010,PA,deputado estadual,41,41,0,0.0
2010,PB,deputado estadual,36,36,0,0.0
2010,PE,deputado estadual,49,49,0,0.0
2010,PI,deputado estadual,30,30,0,0.0
2010,PR,deputado estadual,54,54,0,0.0
2010,RJ,deputado estadual,70,70,0,0.0
2010,RN,deputado estadual,24,24,0,0.0
2010,RO,deputado estadual,24,24,0,0.0
2010,RR,deputado estadual,24,24,0,0.0
2010,RS,deputado estadual,55,55,0,0.0
2010,SC,deputado estadual,40,40,0,0.0
2010,SE,deputado estadual,24,24,0,0.0
2010,SP,deputado estadual,94,94,0,0.0
2010,TO,deputado estadual,24,24,0,0.0
2014,AC,deputado estadual,24,24,0,0.0
2014,AL,deputado estadual,27,27,0,0.0
2014,AM,deputado estadual,24,24,0,0.0
2014,AP,deputado estadual,24,24,0,0.0
2014,BA,deputado estadual,63,63,0,0.0
2014,CE,deputado estadual,46,46,0,0.0
2014,ES,deputado estadual,30,30,0,0.0
2014,GO,deputado estadual,41,41,0,0.0
2014,MA,deputado estadual,42,42,0,0.0
2014,MG,deputado estadual,77,77,0,0.0
2014,MS,deputado estadual,24,24,0,0.0
2014,MT,deputado estadual,24,24,0,0.0
2014,PA,deputado estadual,41,41,0,0.0
2014,PB,deputado estadual,36,36,0,0.0
2014,PE,deputado estadual,49,49,0,0.0
2014,PI,deputado estadual,30,30,0,0.0
2014,PR,deputado estadual,54,54,0,0.0
2014,RJ,deputado estadual,70,70,0,0.0
2014,RN,deputado estadual,24,24,0,0.0
2014,RO,deputado estadual,24,24,0,0.0
2014,RR,deputado estadual,24,24,0,0.0
2014,RS,deputado estadual,55,55,0,0.0
2014,SC,deputado estadual,40,40,0,0.0
2014,SE,deputado estadual,24,24,0,0.0
2014,SP,deputado estadual,94,94,0,0.0
2014,TO,deputado estadual,24,24,0,0.0
2018,AC,deputado estadual,24,24,0,0.0
2018,AL,deputado estadual,27,27,0,0.0
2018,AM,deputado estadual,24,24,0,0.0
2018,AP,deputado estadual,24,24,0,0.0
2018,BA,deputado estadual,63,63,0,0.0
2018,CE,deputado estadual,46,46,0,0.0
2018,ES,deputado estadual,30,30,0,0.0
2018,GO,deputado estadual,41,41,0,0.0
2018,MA,deputado estadual,42,42,0,0.0
2018,MG,deputado estadual,77,77,0,0.0
2018,MS,deputado estadual,24,24,0,0.0
2018,MT,deputado estadual,24,24,0,0.0
2018,PA,deputado estadual,41,41,0,0.0
2018,PB,deputado estadual,36,36,0,0.0
2018,PE,deputado estadual,49,49,0,0.0
2018,PI,deputado estadual,30,30,0,0.0
2018,PR,deputado estadual,54,54,0,0.0
2018,RJ,deputado estadual,70,70,0,0.0
2018,RN,deputado estadual,24,24,0,0.0
2018,RO,deputado estadual,24,24,0,0.0
2018,RR,deputado estadual,24,24,0,0.0
2018,RS,deputado estadual,55,55,0,0.0
2018,SC,deputado estadual,40,40,0,0.0
2018,SE,deputado estadual,24,24,0,0.0
2018,SP,deputado estadual,94,94,0,0.0
2018,TO,deputado estadual,24,24,0,0.0
2022,AC,deputado estadual,24,24,0,0.0
2022,AL,deputado estadual,27,27,0,0.0
2022,AM,deputado estadual,24,24,0,0.0
2022,AP,deputado estadual,24,24,0,0.0
2022,BA,deputado estadual,63,63,0,0.0
2022,CE,deputado estadual,46,46,0,0.0
2022,ES,deputado estadual,30,30,0,0.0
2022,GO,deputado estadual,41,41,0,0.0
2022,MA,deputado estadual,42,42,0,0.0
2022,MG,deputado estadual,77,77,0,0.0
2022,MS,deputado estadual,24,24,0,0.0
2022,MT,deputado estadual,24,24,0,0.0
2022,PA,deputado estadual,41,41,0,0.0
2022,PB,deputado estadual,36,36,0,0.0
2022,PE,deputado estadual,49,49,0,0.0
2022,PI,deputado estadual,30,30,0,0.0
2022,PR,deputado estadual,54,54,0,0.0
2022,RJ,deputado estadual,70,70,0,0.0
2022,RN,deputado estadual,24,24,0,0.0
2022,RO,deputado estadual,24,24,0,0.0
2022,RR,deputado estadual,24,24,0,0.0
2022,RS,deputado estadual,55,55,0,0.0
2022,SC,deputado estadual,40,40,0,0.0
2022,SE,deputado estadual,24,24,0,0.0
2022,SP,deputado estadual,94,94,0,0.0
2022,TO,deputado estadual,24,24,0,0.0
1998,AC,deputado federal,8,8,0,0.0
1998,AL,deputado federal,9,9,0,0.0
1998,AM,deputado federal,8,8,0,0.0
1998,AP,deputado federal,8,8,0,0.0
1998,BA,deputado federal,39,39,0,0.0
1998,CE,deputado federal,22,22,0,0.0
1998,DF,deputado federal,8,0,8,
1998,ES,deputado federal,10,11,-1,-9.09
1998,GO,deputado federal,17,17,0,0.0
1998,MA,deputado federal,18,18,0,0.0
1998,MG,deputado federal,53,53,0,0.0
1998,MS,deputado federal,8,8,0,0.0
1998,MT,deputado federal,8,8,0,0.0
1998,PA,deputado federal,17,17,0,0.0
1998,PB,deputado federal,12,12,0,0.0
1998,PE,deputado federal,25,25,0,0.0
1998,PI,deputado federal,10,10,0,0.0
1998,PR,deputado federal,30,32,-2,-6.25
1998,RJ,deputado federal,46,46,0,0.0
1998,RN,deputado federal,8,8,0,0.0
1998,RO,deputado federal,8,8,0,0.0
1998,RR,deputado federal,8,8,0,0.0
1998,RS,deputado federal,31,31,0,0.0
1998,SC,deputado federal,16,16,0,0.0
1998,SE,deputado federal,8,8,0,0.0
1998,SP,deputado federal,70,70,0,0.0
1998,TO,deputado federal,8,8,0,0.0
2002,AC,deputado federal,8,8,0,0.0
2002,AL,deputado federal,9,9,0,0.0
2002,AM,deputado federal,8,8,0,0.0
2002,AP,deputado federal,8,8,0,0.0
2002,BA,deputado federal,39,39,0,0.0
2002,CE,deputado federal,22,22,0,0.0
2002,DF,deputado federal,8,8,0,0.0
2002,ES,deputado federal,10,10,0,0.0
2002,GO,deputado federal,17,17,0,0.0
2002,MA,deputado federal,18,18,0,0.0
2002,MG,deputado federal,53,53,0,0.0
2002,MS,deputado federal,8,8,0,0.0
2002,MT,deputado federal,8,8,0,0.0
2002,PA,deputado federal,17,17,0,0.0
2002,PB,deputado federal,12,12,0,0.0
2002,PE,deputado federal,25,25,0,0.0
2002,PI,deputado federal,10,10,0,0.0
2002,PR,deputado federal,30,30,0,0.0
2002,RJ,deputado federal,46,46,0,0.0
2002,RN,deputado federal,8,8,0,0.0
2002,RO,deputado federal,8,8,0,0.0
2002,RR,deputado federal,8,8,0,0.0
2002,RS,deputado federal,31,31,0,0.0
2002,SC,deputado federal,16,16,0,0.0
2002,SE,deputado federal,8,8,0,0.0
2002,SP,deputado federal,70,70,0,0.0
2002,TO,deputado federal,8,8,0,0.0
2006,AC,deputado federal,8,8,0,0.0
2006,AL,deputado federal,9,9,0,0.0
2006,AM,deputado federal,8,8,0,0.0
2006,AP,deputado federal,8,8,0,0.0
2006,BA,deputado federal,39,39,0,0.0
2006,CE,deputado federal,22,22,0,0.0
2006,DF,deputado federal,8,8,0,0.0
2006,ES,deputado federal,10,10,0,0.0
2006,GO,deputado federal,17,17,0,0.0
2006,MA,deputado federal,18,18,0,0.0
2006,MG,deputado federal,53,53,0,0.0
2006,MS,deputado federal,8,8,0,0.0
2006,MT,deputado federal,8,8,0,0.0
2006,PA,deputado federal,17,17,0,0.0
2006,PB,deputado federal,12,12,0,0.0
2006,PE,deputado federal,25,25,0,0.0
2006,PI,deputado federal,10,10,0,0.0
2006,PR,deputado federal,30,30,0,0.0
2006,RJ,deputado federal,46,46,0,0.0
2006,RN,deputado federal,8,8,0,0.0
2006,RO,deputado federal,8,8,0,0.0
2006,RR,deputado federal,8,8,0,0.0
2006,RS,deputado federal,31,31,0,0.0
2006,SC,deputado federal,16,16,0,0.0
2006,SE,deputado federal,8,8,0,0.0
2006,SP,deputado federal,70,70,0,0.0
2006,TO,deputado federal,8,8,0,0.0
2010,AC,deputado federal,8,8,0,0.0
2010,AL,deputado federal,9,9,0,0.0
2010,AM,deputado federal,8,8,0,0.0
2010,AP,deputado federal,8,8,0,0.0
2010,BA,deputado federal,39,39,0,0.0
2010,CE,deputado federal,22,22,0,0.0
2010,DF,deputado federal,8,8,0,0.0
2010,ES,deputado federal,10,10,0,0.0
2010,GO,deputado federal,17,17,0,0.0
2010,MA,deputado federal,18,18,0,0.0
2010,MG,deputado federal,53,53,0,0.0
2010,MS,deputado federal,8,8,0,0.0
2010,MT,deputado federal,8,8,0,0.0
2010,PA,deputado federal,17,17,0,0.0
2010,PB,deputado federal,12,12,0,0.0
2010,PE,deputado federal,25,25,0,0.0
2010,PI,deputado federal,10,10,0,0.0
2010,PR,deputado federal,30,30,0,0.0
2010,RJ,deputado federal,46,46,0,0.0
2010,RN,deputado federal,8,8,0,0.0
2010,RO,deputado federal,8,8,0,0.0
2010,RR,deputado federal,8,8,0,0.0
2010,RS,deputado federal,31,31,0,0.0
2010,SC,deputado federal,16,16,0,0.0
2010,SE,deputado federal,8,8,0,0.0
2010,SP,deputado federal,70,70,0,0.0
2010,TO,deputado federal,8,8,0,0.0
2014,AC,deputado federal,8,8,0,0.0
2014,AL,deputado federal,9,9,0,0.0
2014,AM,deputado federal,8,8,0,0.0
2014,AP,deputado federal,8,8,0,0.0
2014,BA,deputado federal,39,39,0,0.0
2014,CE,deputado federal,22,22,0,0.0
2014,DF,deputado federal,8,8,0,0.0
2014,ES,deputado federal,10,10,0,0.0
2014,GO,deputado federal,17,17,0,0.0
2014,MA,deputado federal,18,18,0,0.0
2014,MG,deputado federal,53,53,0,0.0
2014,MS,deputado federal,8,8,0,0.0
2014,MT,deputado federal,8,8,0,0.0
2014,PA,deputado federal,17,17,0,0.0
2014,PB,deputado federal,12,12,0,0.0
2014,PE,deputado federal,25,25,0,0.0
2014,PI,deputado federal,10,10,0,0.0
2014,PR,deputado federal,30,30,0,0.0
2014,RJ,deputado federal,46,46,0,0.0
2014,RN,deputado federal,8,8,0,0.0
2014,RO,deputado federal,8,8,0,0.0
2014,RR,deputado federal,8,8,0,0.0
2014,RS,deputado federal,31,31,0,0.0
2014,SC,deputado federal,16,16,0,0.0
2014,SE,deputado federal,8,8,0,0.0
2014,SP,deputado federal,70,70,0,0.0
2014,TO,deputado federal,8,8,0,0.0
2018,AC,deputado federal,8,8,0,0.0
2018,AL,deputado federal,9,9,0,0.0
2018,AM,deputado federal,8,8,0,0.0
2018,AP,deputado federal,8,8,0,0.0
2018,BA,deputado federal,39,39,0,0.0
2018,CE,deputado federal,22,22,0,0.0
2018,DF,deputado federal,8,8,0,0.0
2018,ES,deputado federal,10,10,0,0.0
2018,GO,deputado federal,17,17,0,0.0
2018,MA,deputado federal,18,18,0,0.0
2018,MG,deputado federal,53,53,0,0.0
2018,MS,deputado federal,8,8,0,0.0
2018,MT,deputado federal,8,8,0,0.0
2018,PA,deputado federal,17,17,0,0.0
2018,PB,deputado federal,12,12,0,0.0
2018,PE,deputado federal,25,25,0,0.0
2018,PI,deputado federal,10,10,0,0.0
2018,PR,deputado federal,30,30,0,0.0
2018,RJ,deputado federal,46,46,0,0.0
2018,RN,deputado federal,8,8,0,0.0
2018,RO,deputado federal,8,8,0,0.0
2018,RR,deputado federal,8,8,0,0.0
2018,RS,deputado federal,31,31,0,0.0
2018,SC,deputado federal,16,16,0,0.0
2018,SE,deputado federal,8,8,0,0.0
2018,SP,deputado federal,70,70,0,0.0
2018,TO,deputado federal,8,8,0,0.0
2022,AC,deputado federal,8,8,0,0.0
2022,AL,deputado federal,9,9,0,0.0
2022,AM,deputado federal,8,8,0,0.0
2022,AP,deputado federal,8,8,0,0.0
2022,BA,deputado federal,39,39,0,0.0
2022,CE,deputado federal,22,22,0,0.0
2022,DF,deputado federal,8,8,0,0.0
2022,ES,deputado federal,10,10,0,0.0
2022,GO,deputado federal,17,17,0,0.0
2022,MA,deputado federal,18,18,0,0.0
2022,MG,deputado federal,53,53,0,0.0
2022,MS,deputado federal,8,8,0,0.0
2022,MT,deputado federal,8,8,0,0.0
2022,PA,deputado federal,17,17,0,0.0
2022,PB,deputado federal,12,12,0,0.0
2022,PE,deputado federal,25,25,0,0.0
2022,PI,deputado federal,10,10,0,0.0
2022,PR,deputado federal,30,30,0,0.0
2022,RJ,deputado federal,46,46,0,0.0
2022,RN,deputado federal,8,8,0,0.0
2022,RO,deputado federal,8,8,0,0.0
2022,RR,deputado federal,8,8,0,0.0
2022,RS,deputado federal,31,31,0,0.0
2022,SC,deputado federal,16,16,0,0.0
2022,SE,deputado federal,8,8,0,0.0
2022,SP,deputado federal,70,70,0,0.0
2022,TO,deputado federal,8,8,0,0.0
1998,AC,governador,1,1,0,0.0
1998,AL,governador,1,1,0,0.0
1998,AM,governador,1,1,0,0.0
1998,AP,governador,1,1,0,0.0
1998,BA,governador,1,1,0,0.0
1998,CE,governador,1,1,0,0.0
1998,DF,governador,1,0,1,
1998,ES,governador,1,1,0,0.0
1998,GO,governador,1,1,0,0.0
1998,MA,governador,1,1,0,0.0
1998,MG,governador,1,1,0,0.0
1998,MS,governador,1,1,0,0.0
1998,MT,governador,1,1,0,0.0
1998,PA,governador,1,1,0,0.0
1998,PB,governador,1,1,0,0.0
1998,PE,governador,1,1,0,0.0
1998,PI,governador,1,1,0,0.0
1998,PR,governador,1,1,0,0.0
1998,RJ,governador,1,1,0,0.0
1998,RN,governador,1,1,0,0.0
1998,RO,governador,1,1,0,0.0
1998,RR,governador,1,1,0,0.0
1998,RS,governador,1,1,0,0.0
1998,SC,governador,1,1,0,0.0
1998,SE,governador,1,1,0,0.0
1998,SP,governador,1,1,0,0.0
1998,TO,governador,1,1,0,0.0
2002,AC,governador,1,1,0,0.0
2002,AL,governador,1,1,0,0.0
2002,AM,governador,1,1,0,0.0
2002,AP,governador,1,1,0,0.0
2002,BA,governador,1,1,0,0.0
2002,CE,governador,1,1,0,0.0
2002,DF,governador,1,1,0,0.0
2002,ES,governador,1,1,0,0.0
2002,GO,governador,1,1,0,0.0
2002,MA,governador,1,1,0,0.0
2002,MG,governador,1,1,0,0.0
2002,MS,governador,1,1,0,0.0
2002,MT,governador,1,1,0,0.0
2002,PA,governador,1,1,0,0.0
2002,PB,governador,1,1,0,0.0
2002,PE,governador,1,1,0,0.0
2002,PI,governador,1,1,0,0.0
2002,PR,governador,1,1,0,0.0
2002,RJ,governador,1,1,0,0.0
2002,RN,governador,1,1,0,0.0
2002,RO,governador,1,1,0,0.0
2002,RR,governador,1,1,0,0.0
2002,RS,governador,1,1,0,0.0
2002,SC,governador,1,1,0,0.0
2002,SE,governador,1,1,0,0.0
2002,SP,governador,1,1,0,0.0
2002,TO,governador,1,1,0,0.0
2006,AC,governador,1,1,0,0.0
2006,AL,governador,1,1,0,0.0
2006,AM,governador,1,1,0,0.0
2006,AP,governador,1,1,0,0.0
2006,BA,governador,1,1,0,0.0
2006,CE,governador,1,1,0,0.0
2006,DF,governador,1,1,0,0.0
2006,ES,governador,1,1,0,0.0
2006,GO,governador,1,1,0,0.0
2006,MA,governador,1,1,0,0.0
2006,MG,governador,1,1,0,0.0
2006,MS,governador,1,1,0,0.0
2006,MT,governador,1,1,0,0.0
2006,PA,governador,1,1,0,0.0
2006,PB,governador,1,1,0,0.0
2006,PE,governador,1,1,0,0.0
2006,PI,governador,1,1,0,0.0
2006,PR,governador,1,1,0,0.0
2006,RJ,governador,1,1,0,0.0
2006,RN,governador,1,1,0,0.0
2006,RO,governador,1,1,0,0.0
2006,RR,governador,1,1,0,0.0
2006,RS,governador,1,1,0,0.0
2006,SC,governador,1,1,0,0.0
2006,SE,governador,1,1,0,0.0
2006,SP,governador,1,1,0,0.0
2006,TO,governador,1,1,0,0.0
2010,AC,governador,1,1,0,0.0
2010,AL,governador,1,1,0,0.0
2010,AM,governador,1,1,0,0.0
2010,AP,governador,1,1,0,0.0
2010,BA,governador,1,1,0,0.0
2010,CE,governador,1,1,0,0.0
2010,DF,governador,1,1,0,0.0
2010,ES,governador,1,1,0,0.0
2010,GO,governador,1,1,0,0.0
2010,MA,governador,1,1,0,0.0
2010,MG,governador,1,1,0,0.0
2010,MS,governador,1,1,0,0.0
2010,MT,governador,1,1,0,0.0
2010,PA,governador,1,1,0,0.0
2010,PB,governador,1,1,0,0.0
2010,PE,governador,1,1,0,0.0
2010,PI,governador,1,1,0,0.0
2010,PR,governador,1,1,0,0.0
2010,RJ,governador,1,1,0,0.0
2010,RN,governador,1,1,0,0.0
2010,RO,governador,1,1,0,0.0
2010,RR,governador,1,1,0,0.0
2010,RS,governador,1,1,0,0.0
2010,SC,governador,1,1,0,0.0
2010,SE,governador,1,1,0,0.0
2010,SP,governador,1,1,0,0.0
2010,TO,governador,1,1,0,0.0
2014,AC,governador,1,1,0,0.0
2014,AL,governador,1,1,0,0.0
2014,AM,governador,1,1,0,0.0
2014,AP,governador,1,1,0,0.0
2014,BA,governador,1,1,0,0.0
2014,CE,governador,1,1,0,0.0
2014,DF,governador,1,1,0,0.0
2014,ES,governador,1,1,0,0.0
2014,GO,governador,1,1,0,0.0
2014,MA,governador,1,1,0,0.0
2014,MG,governador,1,1,0,0.0
2014,MS,governador,1,1,0,0.0
2014,MT,governador,1,1,0,0.0
2014,PA,governador,1,1,0,0.0
2014,PB,governador,1,1,0,0.0
2014,PE,governador,1,1,0,0.0
2014,PI,governador,1,1,0,0.0
2014,PR,governador,1,1,0,0.0
2014,RJ,governador,1,1,0,0.0
2014,RN,governador,1,1,0,0.0
2014,RO,governador,1,1,0,0.0
2014,RR,governador,1,1,0,0.0
2014,RS,governador,1,1,0,0.0
2014,SC,governador,1,1,0,0.0
2014,SE,governador,1,1,0,0.0
2014,SP,governador,1,1,0,0.0
2014,TO,governador,1,1,0,0.0
2018,AC,governador,1,1,0,0.0
2018,AL,governador,1,1,0,0.0
2018,AM,governador,1,1,0,0.0
2018,AP,governador,1,1,0,0.0
2018,BA,governador,1,1,0,0.0
2018,CE,governador,1,1,0,0.0
2018,DF,governador,1,1,0,0.0
2018,ES,governador,1,1,0,0.0
2018,GO,governador,1,1,0,0.0
2018,MA,governador,1,1,0,0.0
2018,MG,governador,1,1,0,0.0
2018,MS,governador,1,1,0,0.0
2018,MT,governador,1,1,0,0.0
2018,PA,governador,1,1,0,0.0
2018,PB,governador,1,1,0,0.0
2018,PE,governador,1,1,0,0.0
2018,PI,governador,1,1,0,0.0
2018,PR,governador,1,1,0,0.0
2018,RJ,governador,1,1,0,0.0
2018,RN,governador,1,1,0,0.0
2018,RO,governador,1,1,0,0.0
2018,RR,governador,1,1,0,0.0
2018,RS,governador,1,1,0,0.0
2018,SC,governador,1,1,0,0.0
2018,SE,governador,1,1,0,0.0
2018,SP,governador,1,1,0,0.0
2018,TO,governador,1,1,0,0.0
2022,AC,governador,1,1,0,0.0
2022,AL,governador,1,1,0,0.0
2022,AM,governador,1,1,0,0.0
2022,AP,governador,1,1,0,0.0
2022,BA,governador,1,1,0,0.0
2022,CE,governador,1,1,0,0.0
2022,DF,governador,1,1,0,0.0
2022,ES,governador,1,1,0,0.0
2022,GO,governador,1,1,0,0.0
2022,MA,governador,1,1,0,0.0
2022,MG,governador,1,1,0,0.0
2022,MS,governador,1,1,0,0.0
2022,MT,governador,1,1,0,0.0
2022,PA,governador,1,1,0,0.0
2022,PB,governador,1,1,0,0.0
2022,PE,governador,1,1,0,0.0
2022,PI,governador,1,1,0,0.0
2022,PR,governador,1,1,0,0.0
2022,RJ,governador,1,1,0,0.0
2022,RN,governador,1,1,0,0.0
2022,RO,governador,1,1,0,0.0
2022,RR,governador,1,1,0,0.0
2022,RS,governador,1,1,0,0.0
2022,SC,governador,1,1,0,0.0
2022,SE,governador,1,1,0,0.0
2022,SP,governador,1,1,0,0.0
2022,TO,governador,1,1,0,0.0
2000,AC,prefeito,22,17,5,29.41
2000,AL,prefeito,102,66,36,54.55
2000,AM,prefeito,62,39,23,58.97
2000,AP,prefeito,16,16,0,0.0
2000,BA,prefeito,417,213,204,95.77
2000,CE,prefeito,184,118,66,55.93
2000,ES,prefeito,78,60,18,30.0
2000,GO,prefeito,245,175,70,40.0
2000,MA,prefeito,214,141,73,51.77
2000,MG,prefeito,853,384,469,122.14
2000,MS,prefeito,77,57,20,35.09
2000,MT,prefeito,139,109,30,27.52
2000,PA,prefeito,143,102,41,40.2
2000,PB,prefeito,223,146,77,52.74
2000,PE,prefeito,184,107,77,71.96
2000,PI,prefeito,222,122,100,81.97
2000,PR,prefeito,399,218,181,83.03
2000,RJ,prefeito,92,76,16,21.05
2000,RN,prefeito,167,109,58,53.21
2000,RO,prefeito,52,46,6,13.04
2000,RR,prefeito,15,16,-1,-6.25
2000,RS,prefeito,497,265,232,87.55
2000,SC,prefeito,293,177,116,65.54
2000,SE,prefeito,75,50,25,50.0
2000,SP,prefeito,645,320,325,101.56
2000,TO,prefeito,139,104,35,33.65
2004,AC,prefeito,22,21,1,4.76
2004,AL,prefeito,102,66,36,54.55
2004,AM,prefeito,62,42,20,47.62
2004,AP,prefeito,16,13,3,23.08
2004,BA,prefeito,417,226,191,84.51
2004,CE,prefeito,183,93,90,96.77
2004,ES,prefeito,78,62,16,25.81
2004,GO,prefeito,245,143,102,71.33
2004,MA,prefeito,217,152,65,42.76
2004,MG,prefeito,847,318,529,166.35
2004,MS,prefeito,78,53,25,47.17
2004,MT,prefeito,141,109,32,29.36
2004,PA,prefeito,143,96,47,48.96
2004,PB,prefeito,223,146,77,52.74
2004,PE,prefeito,184,121,63,52.07
2004,PI,prefeito,223,130,93,71.54
2004,PR,prefeito,398,194,204,105.15
2004,RJ,prefeito,92,69,23,33.33
2004,RN,prefeito,167,107,60,56.07
