nome_wiki,inicio_txt,fim_txt,eleito_txt,partido_wiki,observacao_original,inicio,fim,uf,cargo,legislatura,condicao,url_pagina,revisao
"Garibaldi Alves Filho","1.º de janeiro de 1995","5 de abril de 2002","1998","PMDB","","1995-01-01","2002-04-05","RN","GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_governadores_do_Rio_Grande_do_Norte","72863102"
"Fernando Freire","5 de abril de 2002","31 de dezembro de 2002","Linha sucessória","PPB","","2002-04-05","2002-12-31","RN","GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_governadores_do_Rio_Grande_do_Norte","72863102"
"Wilma de Faria","1.º de janeiro de 2003","31 de março de 2010","2002","PSB","","2003-01-01","2010-03-31","RN","GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_governadores_do_Rio_Grande_do_Norte","72863102"
"Wilma de Faria","1.º de janeiro de 2003","31 de março de 2010","2006","PSB","","2003-01-01","2010-03-31","RN","GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_governadores_do_Rio_Grande_do_Norte","72863102"
"Iberê Ferreira de Souza","31 de março de 2010","31 de dezembro de 2010","Linha sucessória","PSB","","2010-03-31","2010-12-31","RN","GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_governadores_do_Rio_Grande_do_Norte","72863102"
"Rosalba Ciarlini","1.º de janeiro de 2011","31 de dezembro de 2014","2010","DEM","","2011-01-01","2014-12-31","RN","GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_governadores_do_Rio_Grande_do_Norte","72863102"
"Robinson Faria","1.º de janeiro de 2015","31 de dezembro de 2018","2014","PSD","","2015-01-01","2018-12-31","RN","GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_governadores_do_Rio_Grande_do_Norte","72863102"
"Fátima Bezerra","1.º de janeiro de 2019","","2018","PT","","2019-01-01",NA,"RN","GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_governadores_do_Rio_Grande_do_Norte","72863102"
"Fátima Bezerra","1.º de janeiro de 2019","","2022","PT","","2019-01-01",NA,"RN","GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_governadores_do_Rio_Grande_do_Norte","72863102"
"Antônio Britto","1 de janeiro de 1995","1 de janeiro de 1999","1994","Partido do Movimento Democrático Brasileiro(PMDB)",NA,"1995-01-01","1999-01-01","RS","GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_governadores_do_Rio_Grande_do_Sul","72639850"
"Olívio Dutra","1 de janeiro de 1999","1 de janeiro de 2003","1998","Partido dos Trabalhadores(PT)",NA,"1999-01-01","2003-01-01","RS","GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_governadores_do_Rio_Grande_do_Sul","72639850"
"Germano Rigotto","1 de janeiro de 2003","1 de janeiro de 2007","2002","Partido do Movimento Democrático Brasileiro(PMDB)",NA,"2003-01-01","2007-01-01","RS","GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_governadores_do_Rio_Grande_do_Sul","72639850"
"Yeda Crusius","1 de janeiro de 2007","1 de janeiro de 2011","2006","Partido da Social Democracia Brasileira(PSDB)",NA,"2007-01-01","2011-01-01","RS","GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_governadores_do_Rio_Grande_do_Sul","72639850"
"Tarso Genro","1 de janeiro de 2011","1 de janeiro de 2015","2010","Partido dos Trabalhadores(PT)",NA,"2011-01-01","2015-01-01","RS","GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_governadores_do_Rio_Grande_do_Sul","72639850"
"José Ivo Sartori","1 de janeiro de 2015","1 de janeiro de 2019","2014","Partido do Movimento Democrático Brasileiro(PMDB)",NA,"2015-01-01","2019-01-01","RS","GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_governadores_do_Rio_Grande_do_Sul","72639850"
"Eduardo Leite","1 de janeiro de 2019","31 de março de 2022[nota 2]","2018","Partido da Social Democracia Brasileira(PSDB)",NA,"2019-01-01","2022-03-31","RS","GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_governadores_do_Rio_Grande_do_Sul","72639850"
"Ranolfo Vieira Júnior","31 de março de 2022","1 de janeiro de 2023","2018","Partido da Social Democracia Brasileira(PSDB)",NA,"2022-03-31","2023-01-01","RS","GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_governadores_do_Rio_Grande_do_Sul","72639850"
"Eduardo Leite","1 de janeiro de 2023","em exercício","2022","Partido da Social Democracia Brasileira(PSDB)/Partido Social Democrático(PSD)",NA,"2023-01-01",NA,"RS","GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_governadores_do_Rio_Grande_do_Sul","72639850"
"Siqueira Campos","1º de janeiro de 1995","4 de abril de 1998","1994","PPR","","1995-01-01","1998-04-04","TO","GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_governadores_do_Tocantins","72165671"
"Raimundo Boi","4 de abril de 1998","1º de janeiro de 1999","—","PFL","","1998-04-04","1999-01-01","TO","GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_governadores_do_Tocantins","72165671"
"Siqueira Campos","1º de janeiro de 1999","1º de janeiro de 2003","1998","PFL","","1999-01-01","2003-01-01","TO","GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_governadores_do_Tocantins","72165671"
"Marcelo de Carvalho Miranda","1º de janeiro de 2003","8 de setembro de 2009","20022006","PFL","","2003-01-01","2009-09-08","TO","GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_governadores_do_Tocantins","72165671"
"Marcelo de Carvalho Miranda","1º de janeiro de 2003","8 de setembro de 2009","20022006","PMDB","","2003-01-01","2009-09-08","TO","GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_governadores_do_Tocantins","72165671"
"Carlos Henrique Gaguim","9 de setembro de 2009","1º de janeiro de 2011","2009(indireta)","PMDB","","2009-09-09","2011-01-01","TO","GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_governadores_do_Tocantins","72165671"
"Siqueira Campos","1º de janeiro de 2011","4 de abril de 2014","2010","PSDB","","2011-01-01","2014-04-04","TO","GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_governadores_do_Tocantins","72165671"
"Sandoval Cardoso","4 de abril de 2014","1º de janeiro de 2015","2014(indireta)","SD","","2014-04-04","2015-01-01","TO","GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_governadores_do_Tocantins","72165671"
"Marcelo de Carvalho Miranda","1º de janeiro de 2015","27 de março de 2018","2014","PMDB","","2015-01-01","2018-03-27","TO","GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_governadores_do_Tocantins","72165671"
"Mauro Carlesse","27 de março de 2018","6 de abril de 2018","—","PHS","","2018-03-27","2018-04-06","TO","GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_governadores_do_Tocantins","72165671"
"Marcelo de Carvalho Miranda","6 de abril de 2018[15]","19 de abril de 2018","2014","PMDB","","2018-04-06","2018-04-19","TO","GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_governadores_do_Tocantins","72165671"
"Mauro Carlesse","19 de abril de 2018","11 de março de 2022","2018(suplem.)
2018","PHS","","2018-04-19","2022-03-11","TO","GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_governadores_do_Tocantins","72165671"
"Mauro Carlesse","19 de abril de 2018","11 de março de 2022","2018(suplem.)
2018","DEM","","2018-04-19","2022-03-11","TO","GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_governadores_do_Tocantins","72165671"
"Mauro Carlesse","19 de abril de 2018","11 de março de 2022","2018(suplem.)
2018","PSL","","2018-04-19","2022-03-11","TO","GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_governadores_do_Tocantins","72165671"
"Wanderlei Barbosa","11 de março de 2022","31 de dezembro de 2022","2018(suplem.)
2018","Republicanos","","2022-03-11","2022-12-31","TO","GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_governadores_do_Tocantins","72165671"
"Wanderlei Barbosa","1.º de janeiro de 2023","Atual","2022","Republicanos","","2023-01-01",NA,"TO","GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_governadores_do_Tocantins","72165671"
"Cristovam Buarque","1.º de janeiro de 1995","1.º de janeiro de 1999",NA,"","Governador e vice eleitos em sufrágio universal.","1995-01-01","1999-01-01","DF","GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_prefeitos_e_governadores_do_Distrito_Federal","72156904"
"Joaquim Roriz","1º de janeiro de 1999","1.º de janeiro de 2003",NA,"","Governador e vice eleitos em sufrágio universal.","1999-01-01","2003-01-01","DF","GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_prefeitos_e_governadores_do_Distrito_Federal","72156904"
"Joaquim Roriz","1.º de janeiro de 2003","31 de março de 2006",NA,"","Governador reeleito e vice eleita em sufrágio universal.","2003-01-01","2006-03-31","DF","GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_prefeitos_e_governadores_do_Distrito_Federal","72156904"
"Maria Abadia","31 de março de 2006","1.º de janeiro de 2007",NA,"","Vice-governadora eleita no cargo de titular. Assumiu após a renúncia de Joaquim Roriz para candidatar-se ao Senado Federal pelo Distrito Federal.","2006-03-31","2007-01-01","DF","GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_prefeitos_e_governadores_do_Distrito_Federal","72156904"
"José Roberto Arruda","1.º de janeiro de 2007","16 de março de 2010",NA,"","Governador e vice eleitos em sufrágio universal, tendo o titular eleito sendo posteriormente cassado.","2007-01-01","2010-03-16","DF","GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_prefeitos_e_governadores_do_Distrito_Federal","72156904"
"José Roberto Arruda","1.º de janeiro de 2007","16 de março de 2010",NA,"","Governador e vice eleitos em sufrágio universal, tendo o titular eleito sendo posteriormente cassado.","2007-01-01","2010-03-16","DF","GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_prefeitos_e_governadores_do_Distrito_Federal","72156904"
"Paulo Octávio","11 de fevereiro de 2010","23 de fevereiro de 2010",NA,"","Vice-governador eleito no cargo interinamente, e que posteriormente renunciou o cargo de vice.","2010-02-11","2010-02-23","DF","GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_prefeitos_e_governadores_do_Distrito_Federal","72156904"
"Wilson Lima","23 de fevereiro de 2010","19 de abril de 2010",NA,"","Presidente da Câmara Legislativa do Distrito Federal no cargo de governador interino.","2010-02-23","2010-04-19","DF","GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_prefeitos_e_governadores_do_Distrito_Federal","72156904"
"Rogério Rosso","19 de abril de 2010","1.º de janeiro de 2011",NA,"","Governador e vice eleitos indiretamente para cumprir um mandato tampão.","2010-04-19","2011-01-01","DF","GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_prefeitos_e_governadores_do_Distrito_Federal","72156904"
"Agnelo Queiroz","1.º de janeiro de 2011","1.º de janeiro de 2015",NA,"","Governador e vice eleitos em sufrágio universal.","2011-01-01","2015-01-01","DF","GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_prefeitos_e_governadores_do_Distrito_Federal","72156904"
"Rodrigo Rollemberg","1.º de janeiro de 2015","1.º de janeiro de 2019",NA,"","Governador e vice eleitos em sufrágio universal.","2015-01-01","2019-01-01","DF","GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_prefeitos_e_governadores_do_Distrito_Federal","72156904"
"Ibaneis Rocha","1.º de janeiro de 2019","1.º de janeiro de 2023",NA,"","Governador e vice eleitos em sufrágio universal.","2019-01-01","2023-01-01","DF","GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_prefeitos_e_governadores_do_Distrito_Federal","72156904"
"Ibaneis Rocha","1.º de janeiro de 2023","9 de janeiro de 2023",NA,"","Governador reeleito e vice eleita em sufrágio universal, foi afastado do cargo durante a vigência do 2° mandato.","2023-01-01","2023-01-09","DF","GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_prefeitos_e_governadores_do_Distrito_Federal","72156904"
"Celina Leão","9 de janeiro de 2023","15 de março de 2023",NA,"","Vice-governadora eleita interinamente no cargo de titular, devido ao afastamento de Ibaneis Rocha, por decisão do Ministro do STF, Alexandre de Moraes.","2023-01-09","2023-03-15","DF","GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_prefeitos_e_governadores_do_Distrito_Federal","72156904"
"Ibaneis Rocha","15 de março de 2023","30 de março de 2026",NA,"","Governador reeleito afastado temporariamente de volta ao cargo de titular em março de 2023 e em 28 de Março de 2026, renúncia o mandato para concorrer a uma vaga no Senado Federal","2023-03-15","2026-03-30","DF","GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_prefeitos_e_governadores_do_Distrito_Federal","72156904"
"Celina Leão","30 de março de 2026","Atualidade",NA,"","Vice-governadora que assumiu o mandato após a renuncia de Ibaneis Rocha para concorrer ao senado federal. Embora assumindo efetivamente no dia 30 de março, a renuncia de Ibaneis é contabilizada desde o dia 28 de março.","2026-03-30",NA,"DF","GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_prefeitos_e_governadores_do_Distrito_Federal","72156904"
"Rosalvo Barbosa Romeo","2 de maio de 1994","1.º de janeiro de 1995",NA,"","Eleito indiretamente em 1994 para completar o período governamental.","1994-05-02","1995-01-01","BA","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_da_Bahia","72527430"
"César Borges","1.º de janeiro de 1995","4 de abril de 1998",NA,"","Vice-governador eleito em sufrágio universal.","1995-01-01","1998-04-04","BA","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_da_Bahia","72527430"
"Otto Alencar","1.º de janeiro de 1999","5 de abril de 2002",NA,"","Vice-governador eleito em sufrágio universal","1999-01-01","2002-04-05","BA","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_da_Bahia","72527430"
"Eraldo Tinoco Melo","1.º de janeiro de 2003","1.º de janeiro de 2007",NA,"","Vice-governador eleito em sufrágio universal.","2003-01-01","2007-01-01","BA","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_da_Bahia","72527430"
"Edmundo Pereira Santos","1.º de janeiro de 2007","1.º de janeiro de 2011",NA,"","Vice-governador eleito em sufrágio universal.","2007-01-01","2011-01-01","BA","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_da_Bahia","72527430"
"Otto Alencar","1.º de janeiro de 2011","1.º de janeiro de 2015",NA,"","Vice-governador eleito em sufrágio universal.","2011-01-01","2015-01-01","BA","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_da_Bahia","72527430"
"Otto Alencar","1.º de janeiro de 2011","1.º de janeiro de 2015",NA,"","Vice-governador eleito em sufrágio universal.","2011-01-01","2015-01-01","BA","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_da_Bahia","72527430"
"João Leão","1.º de janeiro de 2015","1.º de janeiro de 2019",NA,"","Vice-governador eleito em sufrágio universal.","2015-01-01","2019-01-01","BA","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_da_Bahia","72527430"
"João Leão","1.º de janeiro de 2019","1.º de janeiro de 2023",NA,"","Vice-governador reeleito em sufrágio universal.","2019-01-01","2023-01-01","BA","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_da_Bahia","72527430"
"Geraldo Júnior","1.º de janeiro de 2023","Em exercício",NA,"","Vice-governador eleito em sufrágio universal.","2023-01-01",NA,"BA","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_da_Bahia","72527430"
"José Targino Maranhão","1º de janeiro de 1995","16 de setembro de 1995",NA,NA,"","1995-01-01","1995-09-16","PB","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_da_Paraíba","72868015"
"Antônio Roberto de Sousa Paulino","1º de janeiro de 1999","5 de abril de 2002",NA,NA,"","1999-01-01","2002-04-05","PB","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_da_Paraíba","72868015"
"Lauremília Lucena","1º de janeiro de 2003","1º de janeiro de 2007",NA,NA,"","2003-01-01","2007-01-01","PB","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_da_Paraíba","72868015"
"José Lacerda Neto","1º de janeiro de 2007","17 de fevereiro de 2009",NA,NA,"","2007-01-01","2009-02-17","PB","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_da_Paraíba","72868015"
"Luciano Cartaxo Pires de Sá","18 de fevereiro de 2009","1º de janeiro de 2011",NA,NA,"","2009-02-18","2011-01-01","PB","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_da_Paraíba","72868015"
"Rômulo José de Gouveia","1º de janeiro de 2011","1º de janeiro de 2015",NA,NA,"","2011-01-01","2015-01-01","PB","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_da_Paraíba","72868015"
"Ana Lígia Costa Feliciano","1º de janeiro de 2015","1º de janeiro de 2023",NA,NA,"","2015-01-01","2023-01-01","PB","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_da_Paraíba","72868015"
"Lucas Ribeiro Novais de Araújo","1º de janeiro de 2023","em exercício",NA,NA,"","2023-01-01",NA,"PB","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_da_Paraíba","72868015"
"Manuel Gomes de Barros","1º de janeiro de 1995","17 de julho de 1997",NA,NA,"","1995-01-01","1997-07-17","AL","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_de_Alagoas","72161577"
"Geraldo Costa Sampaio","1º de janeiro de 1999","1º de janeiro de 2003",NA,NA,"","1999-01-01","2003-01-01","AL","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_de_Alagoas","72161577"
"Luís Abílio de Sousa Neto","1º de janeiro de 2003","31 de março de 2006",NA,NA,"","2003-01-01","2006-03-31","AL","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_de_Alagoas","72161577"
"José Wanderley Neto","1º de janeiro de 2007","1º de janeiro de 2011",NA,NA,"","2007-01-01","2011-01-01","AL","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_de_Alagoas","72161577"
"José Thomaz da Silva Nonô Neto","1º de janeiro de 2011","1º de janeiro de 2015",NA,NA,"","2011-01-01","2015-01-01","AL","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_de_Alagoas","72161577"
"José Luciano Barbosa da Silva","1º de janeiro de 2015","1º de janeiro de 2019",NA,NA,"","2015-01-01","2019-01-01","AL","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_de_Alagoas","72161577"
"José Luciano Barbosa da Silva","1º de janeiro de 2019","1º de janeiro de 2021",NA,NA,"","2019-01-01","2021-01-01","AL","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_de_Alagoas","72161577"
"José Wanderley Neto","15 de maio de 2022","31 de dezembro de 2022",NA,NA,"","2022-05-15","2022-12-31","AL","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_de_Alagoas","72161577"
"Ronaldo Augusto Lessa Santos","1º de janeiro de 2023","em exercício",NA,NA,"","2023-01-01",NA,"AL","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_de_Alagoas","72161577"
"Naphtali Alves de Souza","1.º de janeiro de 1995","3 de abril de 1998",NA,"","","1995-01-01","1998-04-03","GO","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_de_Goiás","72657807"
"Alcides Rodrigues","1.º de janeiro de 1999","31 de março de 2006",NA,"","","1999-01-01","2006-03-31","GO","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_de_Goiás","72657807"
"Ademir de Oliveira Meneses","1.º de janeiro de 2007","1.º de janeiro de 2011",NA,"","","2007-01-01","2011-01-01","GO","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_de_Goiás","72657807"
"José Eliton","1.º de janeiro de 2011","6 de abril de 2018",NA,"","","2011-01-01","2018-04-06","GO","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_de_Goiás","72657807"
"José Eliton","1.º de janeiro de 2011","6 de abril de 2018",NA,"","","2011-01-01","2018-04-06","GO","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_de_Goiás","72657807"
"Lincoln Tejota","1.º de janeiro de 2019","1.º de janeiro de 2023",NA,"","","2019-01-01","2023-01-01","GO","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_de_Goiás","72657807"
"Lincoln Tejota","1.º de janeiro de 2019","1.º de janeiro de 2023",NA,"","","2019-01-01","2023-01-01","GO","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_de_Goiás","72657807"
"Lincoln Tejota","1.º de janeiro de 2019","1.º de janeiro de 2023",NA,"","","2019-01-01","2023-01-01","GO","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_de_Goiás","72657807"
"Daniel Vilela","1.º de janeiro de 2023","31 de março de 2026",NA,"","","2023-01-01","2026-03-31","GO","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_de_Goiás","72657807"
"Braz Melo","1.º de janeiro de 1995","3 de maio de 1996",NA,"","Vice-governador eleito em sufrágio universal.","1995-01-01","1996-05-03","MS","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_de_Mato_Grosso_do_Sul","72143502"
"Moacir Kohl","1.º de janeiro de 1999","1.º de janeiro de 2003",NA,"","Vice-governador eleito em sufrágio universal.","1999-01-01","2003-01-01","MS","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_de_Mato_Grosso_do_Sul","72143502"
"Egon Krakheche","1.º de janeiro de 2003","1.º de janeiro de 2007",NA,"","Vice-governador eleito em sufrágio universal.","2003-01-01","2007-01-01","MS","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_de_Mato_Grosso_do_Sul","72143502"
"Murilo Zauith","1.º de janeiro de 2007","31 de dezembro de 2010",NA,"","Vice-governador eleito em sufrágio universal.","2007-01-01","2010-12-31","MS","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_de_Mato_Grosso_do_Sul","72143502"
"Simone Tebet","1.º de janeiro de 2011","31 de dezembro de 2014",NA,"","Vice-governadora eleita em sufrágio universal.","2011-01-01","2014-12-31","MS","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_de_Mato_Grosso_do_Sul","72143502"
"Rose Modesto","1.º de janeiro de 2015","31 de dezembro de 2018",NA,"","Vice-governadora eleita em sufrágio universal.","2015-01-01","2018-12-31","MS","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_de_Mato_Grosso_do_Sul","72143502"
"Murilo Zauith","1.º de janeiro de 2019","31 de dezembro de 2022",NA,"","Vice-governador eleito em sufrágio universal.","2019-01-01","2022-12-31","MS","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_de_Mato_Grosso_do_Sul","72143502"
"José Carlos Barbosa","1.º de janeiro de 2023","atualidade",NA,"","Vice-governador eleito em sufrágio universal.","2023-01-01",NA,"MS","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_de_Mato_Grosso_do_Sul","72143502"
"José Márcio Panoff de Lacerda","1º de janeiro de 1995","1º de janeiro de 1999",NA,NA,"","1995-01-01","1999-01-01","MT","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_de_Mato_Grosso","72146728"
"José Rogério Sales","1º de janeiro de 1999","5 de abril de 2002",NA,NA,"","1999-01-01","2002-04-05","MT","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_de_Mato_Grosso","72146728"
"Iraci Araújo Moreira","1º de janeiro de 2003","1º de janeiro de 2007",NA,NA,"","2003-01-01","2007-01-01","MT","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_de_Mato_Grosso","72146728"
"Silval da Cunha Barbosa","1º de janeiro de 2007","31 de março de 2010",NA,NA,"","2007-01-01","2010-03-31","MT","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_de_Mato_Grosso","72146728"
"Francisco Tarquínio Daltro","1º de janeiro de 2011","1º de janeiro de 2015",NA,NA,"","2011-01-01","2015-01-01","MT","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_de_Mato_Grosso","72146728"
"Carlos Henrique Baqueta Fávaro","1º de janeiro de 2015","5 de abril de 2018",NA,NA,"","2015-01-01","2018-04-05","MT","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_de_Mato_Grosso","72146728"
"Otaviano Olavo Pivetta","1º de janeiro de 2019","1º de janeiro de 2023",NA,NA,"","2019-01-01","2023-01-01","MT","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_de_Mato_Grosso","72146728"
"Otaviano Olavo Pivetta","1º de janeiro de 2023","31 de março de 2026",NA,NA,"","2023-01-01","2026-03-31","MT","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_de_Mato_Grosso","72146728"
"Walfrido dos Mares Guia","1.º de janeiro de 1995","1.º de janeiro de 1999",NA,"","Vice-governador eleito em sufrágio universal.","1995-01-01","1999-01-01","MG","VICE-GOVERNADOR",NA,"titular","https://pt.wikipedia.org/wiki/Lista_de_vice-governadores_de_Minas_Gerais","72107715"
