legislatura,nome,forma_saida,data_fim_exercicio,causa_original,url
10,Alessandro Calazans,outro,,"Casa após a saída de três deputados eleitos pela coligação PMN/PSB. Alessandro Calazans, eleito prefeito em Nilópolis daria lugar a Rogério Cabral. Como este foi eleito prefeito em Friburgo, Arm",https://www2.alerj.rj.gov.br/biblioteca/assets/documentos/pdf/legislaturas/deputados/10aLegislatura.pdf ; https://www.alerj.rj.gov.br/Visualizar/Noticia/33078
10,André Lazaroni,licenca,,"deputado licenciado André Lazaroni, atual secretário de Estado de Esporte. Com quatro votos dos parlamentares membros do colegiado, o deputado Rosenverg Reis (PMDB) foi o eleito, contra um voto dado",https://www2.alerj.rj.gov.br/biblioteca/assets/documentos/pdf/legislaturas/deputados/10aLegislatura.pdf ; https://www.alerj.rj.gov.br/Visualizar/Noticia/33285
10,Carlos Minc,licenca,,"deputado licenciado Carlos Minc (PT), atual secretário de Estado do Ambiente. A regra foi publicada no Diário Oficial do Executivo desta quinta-feira (17/03). O acompanhamento será feito por meio de",https://www2.alerj.rj.gov.br/biblioteca/assets/documentos/pdf/legislaturas/deputados/10aLegislatura.pdf ; https://www.alerj.rj.gov.br/Visualizar/Noticia/28688
10,Christino Áureo,licenca,,"deputado licenciado, Christino Áureo. “O Banco do Brasil é o nosso agente financiador na área de crédito do setor rural. Nas chuvas que atingiram a Região Serrana, em janeiro, foi quem mais ajudou o",https://www2.alerj.rj.gov.br/biblioteca/assets/documentos/pdf/legislaturas/deputados/10aLegislatura.pdf ; https://www.alerj.rj.gov.br/Visualizar/Noticia/29321
10,Gustavo Tutuca,licenca,,"deputado licenciado Gustavo Tutuca, que dispõe sobre o programa estadual “Internet nos terminais de transportes do Estado do Rio”. A medida visa a disponibilização de sinal nos terminais de trem, met",https://www2.alerj.rj.gov.br/biblioteca/assets/documentos/pdf/legislaturas/deputados/10aLegislatura.pdf ; https://www.alerj.rj.gov.br/Visualizar/Noticia/34805
10,Miguel Jeovani,outro,,"postos deixados pelos ex-deputados Miguel Jeovani e Gustavo Tutuca. O primeiro afasta-se do Parlamento estadual após ser eleito prefeito em Araruama, na Região dos Lagos, e o segundo torna-se o t",https://www2.alerj.rj.gov.br/biblioteca/assets/documentos/pdf/legislaturas/deputados/10aLegislatura.pdf ; https://www.alerj.rj.gov.br/Visualizar/Noticia/33049
10,Rafael Picciani,licenca,,deputado licenciado Rafael Picciani (PMDB) e publicada no Diário Oficial do Executivo desta terça-feira (29/11). A nova norma incentiva a regularização dos chamados “gatos” de energia elétrica. De ac,https://www2.alerj.rj.gov.br/biblioteca/assets/documentos/pdf/legislaturas/deputados/10aLegislatura.pdf ; https://www.alerj.rj.gov.br/Visualizar/Noticia/30964
10,Rodrigo Neves,outro,,"nte, Ricardo da Karol e Dr. Gotardo. No PT, a eleição do ex-deputado Rodrigo Neves para a prefeitura de Niterói abriu caminho para a efetivação do deputado André Ceciliano, até então 1º suplent",https://www2.alerj.rj.gov.br/biblioteca/assets/documentos/pdf/legislaturas/deputados/10aLegislatura.pdf ; https://www.alerj.rj.gov.br/Visualizar/Noticia/33078
11,André Correa,fim_regular,2019-01-31,"Em exercicio (ALERJ, Deputados/QuemSao, 11a Legislatura, situacaoDeputado=1)",https://www.alerj.rj.gov.br/Deputados/QuemSao?legislatura=18&situacaoDeputado=1 ; https://www2.alerj.rj.gov.br/biblioteca/assets/documentos/pdf/legislaturas/deputados/11aLegislatura.pdf
11,André L. Ceciliano,fim_regular,2019-01-31,"Em exercicio (ALERJ, Deputados/QuemSao, 11a Legislatura, situacaoDeputado=1)",https://www.alerj.rj.gov.br/Deputados/QuemSao?legislatura=18&situacaoDeputado=1 ; https://www2.alerj.rj.gov.br/biblioteca/assets/documentos/pdf/legislaturas/deputados/11aLegislatura.pdf
11,André Lazaroni,fim_regular,2019-01-31,"Em exercicio (ALERJ, Deputados/QuemSao, 11a Legislatura, situacaoDeputado=1)",https://www.alerj.rj.gov.br/Deputados/QuemSao?legislatura=18&situacaoDeputado=1 ; https://www2.alerj.rj.gov.br/biblioteca/assets/documentos/pdf/legislaturas/deputados/11aLegislatura.pdf
11,Bebeto,fim_regular,2019-01-31,"Em exercicio (ALERJ, Deputados/QuemSao, 11a Legislatura, situacaoDeputado=1)",https://www.alerj.rj.gov.br/Deputados/QuemSao?legislatura=18&situacaoDeputado=1 ; https://www2.alerj.rj.gov.br/biblioteca/assets/documentos/pdf/legislaturas/deputados/11aLegislatura.pdf
11,Benedito Alves,fim_regular,2019-01-31,"Em exercicio (ALERJ, Deputados/QuemSao, 11a Legislatura, situacaoDeputado=1)",https://www.alerj.rj.gov.br/Deputados/QuemSao?legislatura=18&situacaoDeputado=1 ; https://www2.alerj.rj.gov.br/biblioteca/assets/documentos/pdf/legislaturas/deputados/11aLegislatura.pdf
11,Bernardo Rossi,licenca,,"deputado licenciado Bernardo Rossi (PMDB), que a Assembleia Legislativa do Estado do Rio de Janeiro (Alerj) aprovou nesta quarta-feira (18/11), em segunda discussão. A proposta determina, ainda, que",https://www.alerj.rj.gov.br/Deputados/QuemSao?legislatura=18&situacaoDeputado=2 ; https://www2.alerj.rj.gov.br/biblioteca/assets/documentos/pdf/legislaturas/deputados/11aLegislatura.pdf ; https://www.alerj.rj.gov.br/Visualizar/Noticia/37341
11,Bruno Dauaire,fim_regular,2019-01-31,"Em exercicio (ALERJ, Deputados/QuemSao, 11a Legislatura, situacaoDeputado=1)",https://www.alerj.rj.gov.br/Deputados/QuemSao?legislatura=18&situacaoDeputado=1 ; https://www2.alerj.rj.gov.br/biblioteca/assets/documentos/pdf/legislaturas/deputados/11aLegislatura.pdf
11,Carlos Macedo,fim_regular,2019-01-31,"Em exercicio (ALERJ, Deputados/QuemSao, 11a Legislatura, situacaoDeputado=1)",https://www.alerj.rj.gov.br/Deputados/QuemSao?legislatura=18&situacaoDeputado=1 ; https://www2.alerj.rj.gov.br/biblioteca/assets/documentos/pdf/legislaturas/deputados/11aLegislatura.pdf
11,Carlos Minc,fim_regular,2019-01-31,"Em exercicio (ALERJ, Deputados/QuemSao, 11a Legislatura, situacaoDeputado=1)",https://www.alerj.rj.gov.br/Deputados/QuemSao?legislatura=18&situacaoDeputado=1 ; https://www2.alerj.rj.gov.br/biblioteca/assets/documentos/pdf/legislaturas/deputados/11aLegislatura.pdf
11,Carlos Roberto Osório,fim_regular,2019-01-31,"Em exercicio (ALERJ, Deputados/QuemSao, 11a Legislatura, situacaoDeputado=1)",https://www.alerj.rj.gov.br/Deputados/QuemSao?legislatura=18&situacaoDeputado=1 ; https://www2.alerj.rj.gov.br/biblioteca/assets/documentos/pdf/legislaturas/deputados/11aLegislatura.pdf
11,Chiquinho da Mangueira,fim_regular,2019-01-31,"Em exercicio (ALERJ, Deputados/QuemSao, 11a Legislatura, situacaoDeputado=1)",https://www.alerj.rj.gov.br/Deputados/QuemSao?legislatura=18&situacaoDeputado=1 ; https://www2.alerj.rj.gov.br/biblioteca/assets/documentos/pdf/legislaturas/deputados/11aLegislatura.pdf
11,Christino Áureo,fim_regular,2019-01-31,"Em exercicio (ALERJ, Deputados/QuemSao, 11a Legislatura, situacaoDeputado=1)",https://www.alerj.rj.gov.br/Deputados/QuemSao?legislatura=18&situacaoDeputado=1 ; https://www2.alerj.rj.gov.br/biblioteca/assets/documentos/pdf/legislaturas/deputados/11aLegislatura.pdf
11,Cidinha Campos,fim_regular,2019-01-31,"Em exercicio (ALERJ, Deputados/QuemSao, 11a Legislatura, situacaoDeputado=1)",https://www.alerj.rj.gov.br/Deputados/QuemSao?legislatura=18&situacaoDeputado=1 ; https://www2.alerj.rj.gov.br/biblioteca/assets/documentos/pdf/legislaturas/deputados/11aLegislatura.pdf
11,Comte Bittencourt,fim_regular,2019-01-31,"Em exercicio (ALERJ, Deputados/QuemSao, 11a Legislatura, situacaoDeputado=1)",https://www.alerj.rj.gov.br/Deputados/QuemSao?legislatura=18&situacaoDeputado=1 ; https://www2.alerj.rj.gov.br/biblioteca/assets/documentos/pdf/legislaturas/deputados/11aLegislatura.pdf
11,DR. DEODALTO,fim_regular,2019-01-31,"Em exercicio (ALERJ, Deputados/QuemSao, 11a Legislatura, situacaoDeputado=1)",https://www.alerj.rj.gov.br/Deputados/QuemSao?legislatura=18&situacaoDeputado=1 ; https://www2.alerj.rj.gov.br/biblioteca/assets/documentos/pdf/legislaturas/deputados/11aLegislatura.pdf
11,Daniele Guerreiro,fim_regular,2019-01-31,"Em exercicio (ALERJ, Deputados/QuemSao, 11a Legislatura, situacaoDeputado=1)",https://www.alerj.rj.gov.br/Deputados/QuemSao?legislatura=18&situacaoDeputado=1 ; https://www2.alerj.rj.gov.br/biblioteca/assets/documentos/pdf/legislaturas/deputados/11aLegislatura.pdf
11,Dionísio Lions,fim_regular,2019-01-31,"Em exercicio (ALERJ, Deputados/QuemSao, 11a Legislatura, situacaoDeputado=1)",https://www.alerj.rj.gov.br/Deputados/QuemSao?legislatura=18&situacaoDeputado=1 ; https://www2.alerj.rj.gov.br/biblioteca/assets/documentos/pdf/legislaturas/deputados/11aLegislatura.pdf
11,Dr. José Luiz Nanci,licenca,,"deputado licenciado José Luiz Nanci, que a Assembleia Legislativa do Estado do Rio de Janeiro (Alerj) aprovou nesta terça-feira (17/05), em discussão única. O acesso das doulas às maternidades foi pr",https://www.alerj.rj.gov.br/Deputados/QuemSao?legislatura=18&situacaoDeputado=2 ; https://www2.alerj.rj.gov.br/biblioteca/assets/documentos/pdf/legislaturas/deputados/11aLegislatura.pdf ; https://www.alerj.rj.gov.br/Visualizar/Noticia/38383
11,Dr. Julianelli,fim_regular,2019-01-31,"Em exercicio (ALERJ, Deputados/QuemSao, 11a Legislatura, situacaoDeputado=1)",https://www.alerj.rj.gov.br/Deputados/QuemSao?legislatura=18&situacaoDeputado=1 ; https://www2.alerj.rj.gov.br/biblioteca/assets/documentos/pdf/legislaturas/deputados/11aLegislatura.pdf
11,Dr. Sadinoel,outro,,"Exerceram o mandato (ALERJ, Deputados/QuemSao, 11a Legislatura, situacaoDeputado=2) | no lugar de Dr. Sadinoel, novo prefeito de Itaboraí - Coronel Jairo (PMDB) assume o mandato de deputado no lugar de Waguinho, novo prefeito de Belford Roxo. - Dica (PTN)** assume no lugar de",https://www.alerj.rj.gov.br/Deputados/QuemSao?legislatura=18&situacaoDeputado=2 ; https://www2.alerj.rj.gov.br/biblioteca/assets/documentos/pdf/legislaturas/deputados/11aLegislatura.pdf ; https://www.alerj.rj.gov.br/Visualizar/Noticia/39720
11,Edson Albertassi,fim_regular,2019-01-31,"Em exercicio (ALERJ, Deputados/QuemSao, 11a Legislatura, situacaoDeputado=1)",https://www.alerj.rj.gov.br/Deputados/QuemSao?legislatura=18&situacaoDeputado=1 ; https://www2.alerj.rj.gov.br/biblioteca/assets/documentos/pdf/legislaturas/deputados/11aLegislatura.pdf
11,Eliomar Coelho,fim_regular,2019-01-31,"Em exercicio (ALERJ, Deputados/QuemSao, 11a Legislatura, situacaoDeputado=1)",https://www.alerj.rj.gov.br/Deputados/QuemSao?legislatura=18&situacaoDeputado=1 ; https://www2.alerj.rj.gov.br/biblioteca/assets/documentos/pdf/legislaturas/deputados/11aLegislatura.pdf
11,Enfermeira Rejane,fim_regular,2019-01-31,"Em exercicio (ALERJ, Deputados/QuemSao, 11a Legislatura, situacaoDeputado=1)",https://www.alerj.rj.gov.br/Deputados/QuemSao?legislatura=18&situacaoDeputado=1 ; https://www2.alerj.rj.gov.br/biblioteca/assets/documentos/pdf/legislaturas/deputados/11aLegislatura.pdf
11,Farid Abrão,outro,,"Exerceram o mandato (ALERJ, Deputados/QuemSao, 11a Legislatura, situacaoDeputado=2) | no lugar de Farid Abrão, novo prefeito de Nilópolis. - Gilberto Palmares (PT) assume no lugar de Dr. Sadinoel, novo prefeito de Itaboraí - Coronel Jairo (PMDB) assume o mandato de deputado no",https://www.alerj.rj.gov.br/Deputados/QuemSao?legislatura=18&situacaoDeputado=2 ; https://www2.alerj.rj.gov.br/biblioteca/assets/documentos/pdf/legislaturas/deputados/11aLegislatura.pdf ; https://www.alerj.rj.gov.br/Visualizar/Noticia/39720
11,Filipe Soares,fim_regular,2019-01-31,"Em exercicio (ALERJ, Deputados/QuemSao, 11a Legislatura, situacaoDeputado=1)",https://www.alerj.rj.gov.br/Deputados/QuemSao?legislatura=18&situacaoDeputado=1 ; https://www2.alerj.rj.gov.br/biblioteca/assets/documentos/pdf/legislaturas/deputados/11aLegislatura.pdf
11,Flávio Bolsonaro,fim_regular,2019-01-31,"Em exercicio (ALERJ, Deputados/QuemSao, 11a Legislatura, situacaoDeputado=1)",https://www.alerj.rj.gov.br/Deputados/QuemSao?legislatura=18&situacaoDeputado=1 ; https://www2.alerj.rj.gov.br/biblioteca/assets/documentos/pdf/legislaturas/deputados/11aLegislatura.pdf
11,Flávio Serafini,fim_regular,2019-01-31,"Em exercicio (ALERJ, Deputados/QuemSao, 11a Legislatura, situacaoDeputado=1)",https://www.alerj.rj.gov.br/Deputados/QuemSao?legislatura=18&situacaoDeputado=1 ; https://www2.alerj.rj.gov.br/biblioteca/assets/documentos/pdf/legislaturas/deputados/11aLegislatura.pdf
11,Fábio Silva,fim_regular,2019-01-31,"Em exercicio (ALERJ, Deputados/QuemSao, 11a Legislatura, situacaoDeputado=1)",https://www.alerj.rj.gov.br/Deputados/QuemSao?legislatura=18&situacaoDeputado=1 ; https://www2.alerj.rj.gov.br/biblioteca/assets/documentos/pdf/legislaturas/deputados/11aLegislatura.pdf
11,Geraldo Pudim,fim_regular,2019-01-31,"Em exercicio (ALERJ, Deputados/QuemSao, 11a Legislatura, situacaoDeputado=1)",https://www.alerj.rj.gov.br/Deputados/QuemSao?legislatura=18&situacaoDeputado=1 ; https://www2.alerj.rj.gov.br/biblioteca/assets/documentos/pdf/legislaturas/deputados/11aLegislatura.pdf
11,Gustavo Tutuca,fim_regular,2019-01-31,"Em exercicio (ALERJ, Deputados/QuemSao, 11a Legislatura, situacaoDeputado=1)",https://www.alerj.rj.gov.br/Deputados/QuemSao?legislatura=18&situacaoDeputado=1 ; https://www2.alerj.rj.gov.br/biblioteca/assets/documentos/pdf/legislaturas/deputados/11aLegislatura.pdf
11,Iranildo Campos,fim_regular,2019-01-31,"Em exercicio (ALERJ, Deputados/QuemSao, 11a Legislatura, situacaoDeputado=1)",https://www.alerj.rj.gov.br/Deputados/QuemSao?legislatura=18&situacaoDeputado=1 ; https://www2.alerj.rj.gov.br/biblioteca/assets/documentos/pdf/legislaturas/deputados/11aLegislatura.pdf
11,JORGE FELIPPE NETO,fim_regular,2019-01-31,"Em exercicio (ALERJ, Deputados/QuemSao, 11a Legislatura, situacaoDeputado=1)",https://www.alerj.rj.gov.br/Deputados/QuemSao?legislatura=18&situacaoDeputado=1 ; https://www2.alerj.rj.gov.br/biblioteca/assets/documentos/pdf/legislaturas/deputados/11aLegislatura.pdf
11,Jair Bittencourt,fim_regular,2019-01-31,"Em exercicio (ALERJ, Deputados/QuemSao, 11a Legislatura, situacaoDeputado=1)",https://www.alerj.rj.gov.br/Deputados/QuemSao?legislatura=18&situacaoDeputado=1 ; https://www2.alerj.rj.gov.br/biblioteca/assets/documentos/pdf/legislaturas/deputados/11aLegislatura.pdf
11,Jorge Picciani,fim_regular,2019-01-31,"Em exercicio (ALERJ, Deputados/QuemSao, 11a Legislatura, situacaoDeputado=1)",https://www.alerj.rj.gov.br/Deputados/QuemSao?legislatura=18&situacaoDeputado=1 ; https://www2.alerj.rj.gov.br/biblioteca/assets/documentos/pdf/legislaturas/deputados/11aLegislatura.pdf
11,João Peixoto,fim_regular,2019-01-31,"Em exercicio (ALERJ, Deputados/QuemSao, 11a Legislatura, situacaoDeputado=1)",https://www.alerj.rj.gov.br/Deputados/QuemSao?legislatura=18&situacaoDeputado=1 ; https://www2.alerj.rj.gov.br/biblioteca/assets/documentos/pdf/legislaturas/deputados/11aLegislatura.pdf
11,Jânio Mendes,fim_regular,2019-01-31,"Em exercicio (ALERJ, Deputados/QuemSao, 11a Legislatura, situacaoDeputado=1)",https://www.alerj.rj.gov.br/Deputados/QuemSao?legislatura=18&situacaoDeputado=1 ; https://www2.alerj.rj.gov.br/biblioteca/assets/documentos/pdf/legislaturas/deputados/11aLegislatura.pdf
11,Lucinha,fim_regular,2019-01-31,"Em exercicio (ALERJ, Deputados/QuemSao, 11a Legislatura, situacaoDeputado=1)",https://www.alerj.rj.gov.br/Deputados/QuemSao?legislatura=18&situacaoDeputado=1 ; https://www2.alerj.rj.gov.br/biblioteca/assets/documentos/pdf/legislaturas/deputados/11aLegislatura.pdf
11,Luiz Martins,fim_regular,2019-01-31,"Em exercicio (ALERJ, Deputados/QuemSao, 11a Legislatura, situacaoDeputado=1)",https://www.alerj.rj.gov.br/Deputados/QuemSao?legislatura=18&situacaoDeputado=1 ; https://www2.alerj.rj.gov.br/biblioteca/assets/documentos/pdf/legislaturas/deputados/11aLegislatura.pdf
11,Luiz Paulo,fim_regular,2019-01-31,"Em exercicio (ALERJ, Deputados/QuemSao, 11a Legislatura, situacaoDeputado=1)",https://www.alerj.rj.gov.br/Deputados/QuemSao?legislatura=18&situacaoDeputado=1 ; https://www2.alerj.rj.gov.br/biblioteca/assets/documentos/pdf/legislaturas/deputados/11aLegislatura.pdf
11,Marcelo Freixo,fim_regular,2019-01-31,"Em exercicio (ALERJ, Deputados/QuemSao, 11a Legislatura, situacaoDeputado=1)",https://www.alerj.rj.gov.br/Deputados/QuemSao?legislatura=18&situacaoDeputado=1 ; https://www2.alerj.rj.gov.br/biblioteca/assets/documentos/pdf/legislaturas/deputados/11aLegislatura.pdf
11,Marcos Abrahão,fim_regular,2019-01-31,"Em exercicio (ALERJ, Deputados/QuemSao, 11a Legislatura, situacaoDeputado=1)",https://www.alerj.rj.gov.br/Deputados/QuemSao?legislatura=18&situacaoDeputado=1 ; https://www2.alerj.rj.gov.br/biblioteca/assets/documentos/pdf/legislaturas/deputados/11aLegislatura.pdf
11,Marcos Muller,fim_regular,2019-01-31,"Em exercicio (ALERJ, Deputados/QuemSao, 11a Legislatura, situacaoDeputado=1)",https://www.alerj.rj.gov.br/Deputados/QuemSao?legislatura=18&situacaoDeputado=1 ; https://www2.alerj.rj.gov.br/biblioteca/assets/documentos/pdf/legislaturas/deputados/11aLegislatura.pdf
11,Marcus Vinicius,fim_regular,2019-01-31,"Em exercicio (ALERJ, Deputados/QuemSao, 11a Legislatura, situacaoDeputado=1)",https://www.alerj.rj.gov.br/Deputados/QuemSao?legislatura=18&situacaoDeputado=1 ; https://www2.alerj.rj.gov.br/biblioteca/assets/documentos/pdf/legislaturas/deputados/11aLegislatura.pdf
11,Martha Rocha,fim_regular,2019-01-31,"Em exercicio (ALERJ, Deputados/QuemSao, 11a Legislatura, situacaoDeputado=1)",https://www.alerj.rj.gov.br/Deputados/QuemSao?legislatura=18&situacaoDeputado=1 ; https://www2.alerj.rj.gov.br/biblioteca/assets/documentos/pdf/legislaturas/deputados/11aLegislatura.pdf
11,Márcia Jeovani,fim_regular,2019-01-31,"Em exercicio (ALERJ, Deputados/QuemSao, 11a Legislatura, situacaoDeputado=1)",https://www.alerj.rj.gov.br/Deputados/QuemSao?legislatura=18&situacaoDeputado=1 ; https://www2.alerj.rj.gov.br/biblioteca/assets/documentos/pdf/legislaturas/deputados/11aLegislatura.pdf
